index_condition,query_condition,query_id,recall,entry_point_dist,base_layer_entry_dist,upper_layer_dist_computations,base_visited,base_dist_computations,candidates_remaining_at_termination,lb_trace_len,lb_trace_final,layer0_visits,layer1_visits,layer2_visits,layer3_visits,layer4_visits,layer5_visits,layer6_visits
incremental,in_distribution,91,0.6,566.830505,16.728928,127,203,5459,632,203,15.99911,0,16,16,42,51,2,0
incremental,in_distribution,92,0.5,26.32505,15.834268,153,205,5531,576,205,17.034288,0,16,64,54,18,1,0
incremental,in_distribution,93,0.4,704.936829,14.079683,163,204,5492,618,204,15.932576,0,32,47,36,46,2,0
incremental,in_distribution,94,0.5,617.817627,15.248994,105,202,5476,629,202,14.482375,0,16,16,22,49,2,0
incremental,in_distribution,95,0.4,467.918518,15.324546,109,202,5491,591,202,15.082199,0,16,32,27,32,2,0
incremental,in_distribution,96,0.7,24.413437,13.811803,86,200,5353,538,200,16.275682,0,32,15,29,9,1,0
incremental,in_distribution,97,0.3,566.976562,15.152312,130,200,5361,581,200,16.17981,0,32,32,13,51,2,0
incremental,in_distribution,98,0.4,662.690186,14.641007,115,200,5345,587,200,15.705416,0,16,32,25,40,2,0
incremental,in_distribution,99,0.5,594.294495,15.905951,144,201,5357,591,201,16.902294,0,16,63,14,49,2,0
incremental,in_distribution,100,0.2,27.798489,19.557163,87,203,5386,598,203,18.104952,0,32,16,29,9,1,0
incremental,in_distribution,101,0.6,592.076721,16.445139,190,214,5653,648,214,17.457144,0,16,64,59,49,2,0
incremental,in_distribution,102,0.4,671.077026,15.584454,197,203,5515,614,203,16.561289,0,48,46,56,45,2,0
incremental,in_distribution,103,0.5,557.569336,15.935275,149,201,5500,640,201,16.618034,0,80,16,12,40,1,0
incremental,in_distribution,104,0.6,662.276855,15.500241,136,201,5404,607,201,16.352407,0,16,48,26,44,2,0
incremental,in_distribution,105,0.2,540.744446,18.448483,63,202,5380,598,202,17.148447,0,7,13,20,21,2,0
incremental,in_distribution,106,0.7,673.894226,16.582684,110,202,5465,633,202,15.329017,0,16,15,26,51,2,0
incremental,in_distribution,107,0.4,603.603455,15.820501,154,203,5477,643,203,15.734992,0,15,12,65,60,2,0
incremental,in_distribution,108,0.5,555.913696,15.741489,134,201,5372,612,201,16.129383,0,16,48,37,31,2,0
incremental,in_distribution,109,0.4,660.488464,15.074198,168,201,5328,566,201,15.984624,0,32,64,26,44,2,0
incremental,in_distribution,110,0.8,595.344116,15.899732,174,202,5463,638,202,16.398991,0,32,48,31,61,2,0
incremental,in_distribution,111,0.5,23.881199,15.932311,99,201,5458,616,201,15.557645,0,32,16,41,9,1,0
incremental,in_distribution,112,0.1,670.848511,16.743616,146,203,5431,563,203,16.94117,0,16,32,51,45,2,0
incremental,in_distribution,113,0.6,23.496437,16.652458,103,205,5468,633,205,16.07234,0,32,32,29,9,1,0
incremental,in_distribution,114,0.4,588.657715,16.301249,113,202,5424,599,202,17.79035,0,13,29,29,40,2,0
incremental,in_distribution,115,0.3,624.696045,18.148151,124,202,5505,639,202,15.506706,0,16,16,27,63,2,0
incremental,in_distribution,116,0.6,614.827698,13.420463,170,200,5412,555,200,14.274772,0,16,32,58,62,2,0
incremental,in_distribution,117,0.6,616.713684,18.200035,129,207,5470,615,207,16.841169,0,16,31,22,58,2,0
incremental,in_distribution,118,0.2,609.416687,15.852937,129,202,5524,626,202,16.17481,0,16,32,16,63,2,0
incremental,in_distribution,119,0.2,674.18457,13.966977,143,201,5444,620,201,15.192933,0,31,16,50,44,2,0
incremental,in_distribution,120,0.4,586.914917,17.42506,117,204,5496,617,204,17.00552,0,32,48,6,29,2,0
incremental,in_distribution,121,0.5,632.799377,15.250812,124,201,5333,558,201,16.174118,0,16,32,25,49,2,0
incremental,in_distribution,122,0.5,589.031616,14.651642,103,200,5526,591,200,16.319401,0,32,32,6,31,2,0
incremental,in_distribution,123,0.4,466.93103,16.363026,104,201,5444,592,201,16.565947,0,32,16,32,22,2,0
incremental,in_distribution,124,0.5,23.082241,13.984624,87,201,5446,589,201,17.165922,0,48,16,13,9,1,0
incremental,in_distribution,125,0.6,449.89505,14.33046,134,201,5520,598,201,13.975633,0,16,63,31,22,2,0
incremental,in_distribution,126,0.4,676.35321,13.630978,169,200,5496,583,200,14.612782,0,64,16,43,44,2,0
incremental,in_distribution,127,0.3,613.553528,14.51859,156,200,5433,620,200,15.77087,0,32,48,22,52,2,0
incremental,in_distribution,128,0.4,682.563049,17.294855,134,205,5485,587,205,16.849352,0,14,48,26,44,2,0
incremental,in_distribution,129,0.6,576.118591,15.405966,159,201,5329,614,201,14.467083,0,16,48,42,51,2,0
incremental,in_distribution,130,0.5,631.295105,14.794257,161,202,5383,610,202,15.245569,0,48,32,21,58,2,0
incremental,in_distribution,131,0.4,686.228516,18.868742,106,206,5665,643,206,19.293098,0,16,16,27,45,2,0
incremental,in_distribution,132,0.6,555.725403,14.026215,188,224,6103,595,224,14.855618,0,96,16,43,31,2,0
incremental,in_distribution,133,0.7,668.630005,14.14727,109,202,5406,591,202,14.644114,0,16,32,23,36,2,0
incremental,in_distribution,134,0.7,26.350885,16.049875,105,207,5599,595,207,16.035295,0,16,64,15,9,1,0
incremental,in_distribution,135,0.6,575.4104,15.146412,153,201,5391,586,201,15.372461,0,16,32,52,51,2,0
incremental,in_distribution,136,0.4,629.02771,14.839046,160,203,5452,593,203,17.563486,0,48,32,29,49,2,0
incremental,in_distribution,137,0.2,549.489807,14.806917,101,205,5587,534,205,15.872814,0,48,16,6,29,2,0
incremental,in_distribution,138,0.4,689.260132,16.100828,131,204,5434,534,204,15.889827,0,14,59,8,48,2,0
incremental,in_distribution,139,0.5,683.4729,17.183258,114,203,5500,599,203,15.685472,0,16,32,20,44,2,0
incremental,in_distribution,140,0.7,701.106079,16.472454,107,201,5491,547,201,17.771292,0,32,16,13,44,2,0
incremental,in_distribution,141,0.6,687.228088,16.098278,159,202,5575,599,202,16.494137,0,32,47,32,46,2,0
incremental,in_distribution,142,0.5,614.651428,16.20999,168,208,5478,581,208,16.215654,0,32,48,25,61,2,0
incremental,in_distribution,143,0.6,549.306274,15.30761,139,201,5359,570,201,16.689486,0,32,48,21,37,1,0
incremental,in_distribution,144,0.4,695.483704,14.811544,131,206,5569,610,206,15.623777,0,32,29,22,46,2,0
incremental,in_distribution,145,0.4,584.845276,17.847311,161,201,5305,588,201,17.846432,0,16,32,60,51,2,0
incremental,in_distribution,146,0.4,618.41748,14.321024,125,205,5587,559,205,14.347342,0,32,16,26,49,2,0
incremental,in_distribution,147,0.5,554.41217,12.065237,129,201,5459,581,201,14.776966,0,41,45,7,35,1,0
incremental,in_distribution,148,0.7,684.807617,16.002012,151,203,5347,543,203,15.675575,0,16,48,41,44,2,0
incremental,in_distribution,149,0.3,573.0849,16.738384,134,202,5454,580,202,15.694572,0,16,32,53,31,2,0
incremental,in_distribution,150,0.2,494.348145,17.45212,108,203,5431,645,203,19.011505,0,16,47,25,18,2,0
incremental,in_distribution,151,0.5,677.07373,13.538612,163,208,5479,599,208,15.083244,0,48,48,21,44,2,0
incremental,in_distribution,152,0.4,684.886536,15.207582,154,201,5335,587,201,15.268579,0,16,48,44,44,2,0
incremental,in_distribution,153,0.5,584.395752,17.426979,114,203,5451,596,203,16.727245,0,16,32,13,51,2,0
incremental,in_distribution,154,0.4,566.993896,18.648546,85,222,5915,621,222,18.341404,0,16,16,20,31,2,0
incremental,in_distribution,155,0.6,20.447487,15.279049,109,202,5421,520,202,15.001214,0,16,64,12,16,1,0
incremental,in_distribution,156,0.4,610.24469,15.791684,141,200,5353,586,200,16.281939,0,32,16,42,49,2,0
incremental,in_distribution,157,0.4,700.45343,16.393183,110,212,5735,661,212,16.225077,0,16,27,16,49,2,0
incremental,in_distribution,158,0.8,464.601685,18.82177,126,202,5387,629,202,17.217484,0,16,48,28,32,2,0
incremental,in_distribution,159,0.4,572.346008,17.459854,170,206,5602,581,206,17.774506,0,32,48,37,51,2,0
incremental,in_distribution,160,0.7,547.941895,14.132282,131,203,5508,610,203,14.968367,0,16,48,16,50,1,0
incremental,in_distribution,161,0.3,636.814941,15.907416,131,201,5413,565,201,16.215166,0,32,32,9,56,2,0
incremental,in_distribution,162,0.3,634.301025,14.080956,136,201,5406,591,201,13.386073,0,16,32,37,49,2,0
incremental,in_distribution,163,0.2,27.322895,17.990225,115,208,5559,624,208,17.990225,0,16,48,41,9,1,0
incremental,in_distribution,164,0.5,591.750488,16.250286,126,213,5743,666,213,17.62311,0,32,16,36,40,2,0
incremental,in_distribution,165,0.4,632.206787,18.050184,131,201,5390,592,201,18.134487,0,16,48,9,56,2,0
incremental,in_distribution,166,0.4,679.598267,17.07486,136,202,5437,610,202,16.605448,0,16,48,24,46,2,0
incremental,in_distribution,167,0.1,631.981262,16.589735,158,201,5443,593,201,17.814785,0,64,32,6,54,2,0
incremental,in_distribution,168,0.3,23.045,14.448757,109,201,5410,623,201,15.636896,0,32,16,44,16,1,0
incremental,in_distribution,169,0.7,565.361267,15.865098,125,203,5622,615,203,15.939698,0,48,16,28,31,2,0
incremental,in_distribution,170,0.5,659.710144,17.850435,99,206,5514,580,206,18.063919,0,16,16,21,44,2,0
incremental,in_distribution,171,0.6,565.787354,17.169718,142,201,5394,607,201,16.632002,0,32,32,25,51,2,0
incremental,in_distribution,172,0.6,555.201721,15.188883,115,203,5627,619,203,16.562599,0,32,32,28,21,2,0
incremental,in_distribution,173,0.3,561.787048,14.123118,113,209,5558,588,209,15.316503,0,32,32,16,31,2,0
incremental,in_distribution,174,0.3,484.861877,16.015247,97,202,5493,594,202,15.067362,0,16,16,32,31,2,0
incremental,in_distribution,175,0.6,486.499512,13.966959,82,204,5479,609,204,15.209272,0,16,16,26,22,2,0
incremental,in_distribution,176,0.3,665.542358,12.572339,157,201,5418,573,201,14.509871,0,16,61,33,45,2,0
incremental,in_distribution,177,0.6,581.952698,17.13377,113,201,5409,599,201,15.915181,0,16,32,14,49,2,0
incremental,in_distribution,178,0.9,476.490662,14.45889,129,203,5501,595,203,15.152454,0,32,16,48,31,2,0
incremental,in_distribution,179,0.6,21.314392,15.889819,122,200,5511,610,200,16.187666,0,16,31,58,16,1,0
incremental,in_distribution,180,0.4,672.123657,16.273039,157,208,5531,592,208,16.152184,0,48,16,38,53,2,0
incremental,in_distribution,181,0.5,22.185776,15.956438,103,203,5330,612,203,16.573563,0,32,16,51,3,1,0
incremental,in_distribution,182,0.6,648.012512,13.580097,130,201,5380,579,201,15.588691,0,16,28,40,44,2,0
incremental,in_distribution,183,0.4,27.853626,17.129459,87,201,5472,562,201,16.718315,0,32,32,13,9,1,0
incremental,in_distribution,184,0.6,701.928101,16.986488,135,203,5560,604,203,18.815773,0,16,25,52,40,2,0
incremental,in_distribution,185,0.4,671.984436,13.828558,145,211,5655,558,211,14.675716,0,48,16,25,54,2,0
incremental,in_distribution,186,0.5,634.60199,18.496958,114,205,5537,659,205,19.018177,0,16,16,10,70,2,0
incremental,in_distribution,187,0.8,649.792786,14.878217,128,201,5463,619,201,15.816217,0,32,15,26,53,2,0
incremental,in_distribution,188,0.3,23.649042,18.435469,100,201,5378,646,201,18.529541,0,16,16,64,3,1,0
incremental,in_distribution,189,0.6,677.739746,16.561214,136,201,5556,620,201,16.156054,0,32,16,40,46,2,0
incremental,in_distribution,190,0.7,687.311035,13.19519,122,200,5406,579,200,13.42938,0,32,16,27,45,2,0
incremental,in_distribution,191,0.4,616.620117,15.689218,156,202,5527,597,202,16.319845,0,48,16,39,51,2,0
incremental,in_distribution,192,0.6,567.189392,14.953205,100,204,5534,610,204,14.477557,0,16,16,22,44,2,0
incremental,in_distribution,193,0.3,22.809753,13.212109,105,202,5492,608,202,14.642744,0,16,16,63,9,1,0
incremental,in_distribution,194,0.5,478.364014,14.775734,93,204,5424,592,204,14.991419,0,16,32,25,18,2,0
incremental,in_distribution,195,0.6,464.138367,14.587412,173,200,5293,535,200,15.770904,0,96,16,27,32,2,0
incremental,in_distribution,196,0.4,668.674805,15.459264,107,200,5465,602,200,15.763501,0,32,16,21,36,2,0
incremental,in_distribution,197,0.4,696.711121,17.844814,200,200,5362,561,200,17.921602,0,32,48,72,46,2,0
incremental,in_distribution,198,0.3,463.591888,16.587465,104,215,5863,606,215,16.575277,0,48,16,16,22,2,0
incremental,in_distribution,199,0.4,486.627045,15.343952,109,211,5698,542,211,16.003838,0,32,32,25,18,2,0
incremental,in_distribution,200,0.6,461.284607,14.044841,110,200,5369,597,200,14.870585,0,16,48,12,32,2,0
incremental,in_distribution,201,0.6,547.433289,17.491764,142,202,5427,638,202,17.158609,0,32,32,25,51,2,0
incremental,in_distribution,202,0.5,566.171387,14.305177,194,200,5367,574,200,16.59066,0,16,112,13,51,2,0
incremental,in_distribution,203,0.4,607.186768,17.144068,108,205,5498,592,205,16.426149,0,16,32,6,52,2,0
incremental,in_distribution,204,0.3,593.003601,18.99128,130,202,5402,613,202,19.283316,0,16,16,26,70,2,0
incremental,in_distribution,205,0.2,595.405029,17.241964,153,202,5346,564,202,16.868986,0,32,16,40,63,2,0
incremental,in_distribution,206,0.3,597.533813,15.50843,160,203,5526,594,203,16.841824,0,48,16,51,43,2,0
incremental,in_distribution,207,0.4,619.366516,15.353205,197,201,5477,593,201,16.038231,0,96,15,35,49,2,0
incremental,in_distribution,208,0.5,665.900452,13.770831,143,202,5430,617,202,14.525982,0,48,16,26,51,2,0
incremental,in_distribution,209,0.6,669.665039,15.906584,166,200,5377,579,200,16.355097,0,16,61,41,46,2,0
incremental,in_distribution,210,0.2,457.316223,14.970385,157,207,5607,604,207,16.442484,0,32,64,27,32,2,0
incremental,in_distribution,211,0.4,685.414795,16.084135,134,206,5612,605,206,16.943556,0,16,32,36,48,2,0
incremental,in_distribution,212,0.3,21.814302,15.781697,129,200,5375,546,200,16.326466,0,32,32,48,16,1,0
incremental,in_distribution,213,0.9,708.472046,18.313774,132,201,5498,581,201,17.593742,0,16,16,58,40,2,0
incremental,in_distribution,214,0.4,660.566895,15.683996,102,204,5510,633,204,16.185366,0,16,32,10,42,2,0
incremental,in_distribution,215,0.5,586.176758,16.754734,119,203,5471,589,203,16.189095,0,31,14,32,40,2,0
incremental,in_distribution,216,0.8,675.083069,12.604988,192,203,5453,562,203,14.503372,0,48,48,41,53,2,0
incremental,in_distribution,217,0.6,23.819353,16.546759,157,210,5717,545,210,17.284323,0,48,48,44,16,1,0
incremental,in_distribution,218,0.6,492.740021,17.697491,94,201,5451,549,201,16.620724,0,16,16,42,18,2,0
incremental,in_distribution,219,0.6,608.553101,15.917657,155,201,5485,627,201,14.957103,0,16,48,37,52,2,0
incremental,in_distribution,220,0.9,474.977722,12.979083,110,202,5554,602,202,14.09881,0,16,16,44,32,2,0
incremental,in_distribution,221,0.6,589.297668,15.86327,143,201,5439,558,201,16.299854,0,32,32,56,21,2,0
incremental,in_distribution,222,0.4,662.326233,15.215323,122,200,5424,556,200,15.455132,0,16,32,36,36,2,0
incremental,in_distribution,223,0.6,564.110413,17.23715,138,206,5509,610,206,17.040651,0,32,63,7,35,1,0
incremental,in_distribution,224,0.4,606.129883,14.479969,173,200,5446,603,200,15.831347,0,48,31,43,49,2,0
incremental,in_distribution,225,0.9,19.572033,14.16509,140,200,5379,589,200,14.826837,0,48,48,40,3,1,0
incremental,in_distribution,226,0.5,544.18689,17.674276,132,205,5483,603,205,17.242554,0,32,16,32,51,1,0
incremental,in_distribution,227,0.4,656.976074,15.581295,102,201,5466,618,201,16.997595,0,16,16,26,42,2,0
incremental,in_distribution,228,0.4,22.801369,12.335148,93,200,5374,575,200,13.855335,0,32,16,28,16,1,0
incremental,in_distribution,229,0.6,588.903503,16.464256,144,205,5495,597,205,15.944968,0,11,45,37,49,2,0
incremental,in_distribution,230,0.7,599.03717,14.8051,113,201,5425,624,201,15.263778,0,16,32,14,49,2,0
incremental,in_distribution,231,0.5,637.419189,17.94327,144,200,5369,591,200,18.35788,0,48,16,10,68,2,0
incremental,in_distribution,232,0.3,617.950745,13.897449,149,201,5441,647,201,14.515909,0,32,16,32,67,2,0
incremental,in_distribution,233,0.6,543.770752,14.663081,107,202,5575,593,202,14.994604,0,32,32,22,20,1,0
incremental,in_distribution,234,0.6,22.020523,16.055132,102,205,5436,576,205,16.29842,0,32,31,29,9,1,0
incremental,in_distribution,235,0.6,460.917786,13.757987,104,200,5492,598,200,14.440818,0,16,48,16,22,2,0
incremental,in_distribution,236,0.6,571.147888,13.856711,154,200,5517,583,200,14.219961,0,32,32,37,51,2,0
incremental,in_distribution,237,0.6,626.902649,15.776356,219,202,5352,559,202,16.209444,0,48,80,38,51,2,0
incremental,in_distribution,238,0.2,685.159119,13.501377,117,201,5457,561,201,15.158823,0,32,16,27,40,2,0
incremental,in_distribution,239,0.4,634.103333,15.794672,129,205,5523,602,205,14.998705,0,16,32,23,56,2,0
incremental,in_distribution,240,0.4,675.658813,16.937756,117,203,5367,601,203,16.358868,0,32,32,11,40,2,0
incremental,in_distribution,241,0.3,622.427307,14.28514,116,204,5473,617,204,15.253459,0,16,14,32,52,2,0
incremental,in_distribution,242,0.5,659.393127,14.47191,118,208,5695,605,208,14.116207,0,16,32,24,44,2,0
incremental,in_distribution,243,0.2,619.382202,17.662754,137,206,5527,587,206,17.188534,0,32,16,33,54,2,0
incremental,in_distribution,244,0.6,583.914673,15.258375,162,200,5351,598,200,15.662001,0,16,48,45,51,2,0
