index_condition,query_condition,query_id,recall,entry_point_dist,base_layer_entry_dist,upper_layer_dist_computations,base_visited,base_dist_computations,candidates_remaining_at_termination,lb_trace_len,lb_trace_final,layer0_visits,layer1_visits,layer2_visits,layer3_visits,layer4_visits,layer5_visits,layer6_visits
incremental,in_distribution,25,0.1,2183.787109,1281.856934,174,34,1010,82,34,1443.814941,0,32,48,62,27,5,0
incremental,in_distribution,26,0.0,1767.35498,1767.35498,57,36,1078,84,36,1562.81604,0,16,16,16,4,5,0
incremental,in_distribution,27,0.0,2471.522705,1710.371826,111,25,762,85,25,1584.011353,0,16,32,32,21,10,0
incremental,in_distribution,28,0.1,2359.436035,1623.942627,96,27,834,84,27,1462.655029,0,16,16,16,38,10,0
incremental,in_distribution,29,0.0,2155.351562,1656.035522,72,37,1140,67,37,1606.31897,0,16,16,16,19,5,0
incremental,in_distribution,30,0.0,2580.594727,1713.067993,82,28,868,78,28,1537.068115,0,16,16,16,24,10,0
incremental,in_distribution,31,0.0,2504.3479,1639.181641,146,34,1034,76,34,1494.776001,0,16,48,16,56,10,0
incremental,in_distribution,32,0.0,2237.604736,1504.197388,132,29,901,71,29,1488.720337,0,48,16,16,42,10,0
incremental,in_distribution,33,0.1,2408.79541,1722.08606,115,26,794,81,26,1563.022217,0,16,16,64,9,10,0
incremental,in_distribution,34,0.0,2322.9375,1626.838135,104,36,1110,72,36,1683.058228,0,16,32,32,19,5,0
incremental,in_distribution,35,0.0,2515.3479,1307.501465,141,24,703,62,24,1429.122803,0,48,48,15,20,10,0
incremental,in_distribution,36,0.1,2457.811035,1495.05896,98,30,931,75,30,1427.522705,0,16,16,32,24,10,0
incremental,in_distribution,37,0.0,2665.385742,1578.081787,117,27,829,86,27,1469.251465,0,16,16,32,43,10,0
incremental,in_distribution,38,0.0,2217.252441,1469.156006,98,23,717,65,23,1391.034546,0,16,32,16,24,10,0
incremental,in_distribution,39,0.0,2460.366211,1541.571045,152,32,984,80,32,1456.0802,0,16,16,62,48,10,0
incremental,in_distribution,40,0.2,2285.261475,1279.462402,131,22,679,65,22,1437.496582,0,16,48,16,41,10,0
incremental,in_distribution,41,0.0,2305.208496,1430.801636,148,28,838,60,28,1633.611084,0,64,16,31,27,10,0
incremental,in_distribution,42,0.0,2814.641846,1768.481445,115,35,1063,79,35,1576.82312,0,16,32,16,41,10,0
incremental,in_distribution,43,0.1,2188.283447,1388.631592,148,22,686,63,22,1398.210327,0,48,32,16,42,10,0
incremental,in_distribution,44,0.0,2026.336426,1612.859863,88,26,784,66,26,1518.649292,0,32,16,16,19,5,0
incremental,in_distribution,45,0.0,2880.099121,1472.742065,162,36,1111,81,36,1516.699341,0,48,48,16,40,10,0
incremental,in_distribution,46,0.1,2047.86499,1400.453857,146,25,768,58,25,1435.989136,0,32,16,79,9,10,0
incremental,in_distribution,47,0.0,2109.851074,1575.769409,99,25,759,74,25,1440.511597,0,16,32,32,9,10,0
incremental,in_distribution,48,0.1,2628.326904,1350.937988,100,29,861,60,29,1559.55249,0,32,15,16,27,10,0
incremental,in_distribution,49,0.1,2679.294678,1545.983887,117,28,858,74,28,1553.749878,0,16,48,16,27,10,0
incremental,in_distribution,50,0.0,2433.1875,1767.726685,117,28,843,73,28,1665.845337,0,16,16,48,27,10,0
incremental,in_distribution,51,0.0,2318.193604,1630.083252,106,28,856,73,28,1553.931396,0,16,32,13,35,10,0
incremental,in_distribution,52,0.0,2259.098389,1507.44751,170,35,1061,68,35,1532.923584,0,32,48,46,34,10,0
incremental,in_distribution,53,0.0,2262.769043,1552.468994,96,26,806,65,26,1573.710693,0,32,16,16,22,10,0
incremental,in_distribution,54,0.0,2173.888428,1539.179443,99,30,897,71,30,1410.961182,0,16,16,16,41,10,0
incremental,in_distribution,55,0.0,1758.655029,1288.303833,137,22,675,49,22,1349.087891,0,32,80,16,4,5,0
incremental,in_distribution,56,0.0,2181.087402,1619.673096,104,36,1113,79,36,1484.103882,0,16,32,16,35,5,0
incremental,in_distribution,57,0.1,2204.553467,1378.695068,116,31,941,68,31,1312.804199,0,48,15,16,27,10,0
incremental,in_distribution,58,0.2,2424.869141,1452.337646,112,24,735,67,24,1520.225952,0,32,16,16,38,10,0
incremental,in_distribution,59,0.0,1840.666626,1390.526855,121,30,919,81,30,1374.453735,0,32,32,48,4,5,0
incremental,in_distribution,60,0.0,2533.094727,1604.393799,165,27,828,80,27,1732.3573,0,64,32,32,32,5,0
incremental,in_distribution,61,0.0,2803.333984,1604.465332,144,25,778,78,25,1495.279663,0,16,32,32,54,10,0
incremental,in_distribution,62,0.0,1977.575684,1452.861816,131,26,814,81,26,1371.357788,0,32,32,16,41,10,0
incremental,in_distribution,63,0.0,2581.962158,1839.818604,91,34,1035,81,34,1636.03479,0,16,16,16,33,10,0
incremental,in_distribution,64,0.1,2082.097168,1473.417603,144,28,869,68,28,1430.251221,0,16,16,64,38,10,0
incremental,in_distribution,65,0.1,2089.096924,1179.905396,116,28,866,66,28,1385.370728,0,32,16,32,26,10,0
incremental,in_distribution,66,0.2,1908.267578,1464.791748,102,26,790,76,26,1410.213013,0,16,32,30,19,5,0
incremental,in_distribution,67,0.1,2054.216309,1395.627197,115,33,1008,48,33,1505.272461,0,16,48,16,25,10,0
incremental,in_distribution,68,0.0,2808.85376,1483.630859,125,34,1012,69,34,1492.961426,0,16,32,32,35,10,0
incremental,in_distribution,69,0.0,2732.560059,1615.483521,116,38,1160,63,38,1586.585815,0,16,32,32,26,10,0
incremental,in_distribution,70,0.0,2040.355225,1511.695923,98,24,741,72,24,1425.543823,0,16,32,15,25,10,0
incremental,in_distribution,71,0.1,2445.674072,1490.608276,116,20,606,64,20,1592.9375,0,15,32,32,27,10,0
incremental,in_distribution,72,0.1,2273.44043,1395.780518,203,22,678,65,22,1530.223633,0,48,64,16,65,10,0
incremental,in_distribution,73,0.1,2274.547363,1299.038086,136,24,733,64,24,1369.801147,0,32,48,30,16,10,0
incremental,in_distribution,74,0.0,2192.717773,1548.430664,114,26,805,80,26,1468.250732,0,16,48,16,24,10,0
incremental,in_distribution,75,0.0,3288.976562,1655.73584,149,38,1155,78,38,1735.251099,0,64,16,32,27,10,0
incremental,in_distribution,76,0.0,2594.57251,1620.094116,132,26,809,81,26,1706.416748,0,32,48,31,11,10,0
incremental,in_distribution,77,0.0,2464.063232,1672.58667,94,34,1052,68,34,1620.199829,0,16,16,16,36,10,0
incremental,in_distribution,78,0.0,2681.29248,1365.076782,107,24,723,58,24,1466.659424,0,16,32,16,33,10,0
incremental,in_distribution,79,0.1,2271.284912,1476.195679,117,24,740,64,24,1469.354248,0,16,32,32,27,10,0
incremental,in_distribution,80,0.0,2356.373291,1625.866211,115,35,1084,73,35,1611.143799,0,32,16,48,9,10,0
incremental,in_distribution,81,0.2,2188.480469,1642.018311,101,25,712,74,25,1556.868286,0,16,32,16,27,10,0
incremental,in_distribution,82,0.2,1927.368042,1561.550781,102,29,896,67,29,1436.453247,0,32,16,16,33,5,0
incremental,in_distribution,83,0.0,2075.85498,1513.828003,136,22,680,79,22,1539.657349,0,48,32,32,19,5,0
incremental,in_distribution,84,0.2,2303.495117,1455.008057,124,21,651,69,21,1466.776123,0,32,32,16,34,10,0
incremental,in_distribution,85,0.0,2684.540771,1561.375122,116,20,619,72,20,1603.727295,0,16,48,16,26,10,0
incremental,in_distribution,86,0.0,2280.560547,1564.030518,139,25,772,56,25,1560.403931,0,16,64,30,19,10,0
incremental,in_distribution,87,0.0,2112.289551,1737.522461,88,35,1043,68,35,1661.792358,0,16,16,16,35,5,0
incremental,in_distribution,88,0.0,2596.533203,1291.772827,154,20,617,52,20,1492.111206,0,32,32,48,32,10,0
incremental,in_distribution,89,0.0,2514.567627,1497.299683,111,25,772,61,25,1500.769287,0,16,48,16,21,10,0
incremental,in_distribution,90,0.1,2296.108154,1685.40271,132,22,675,67,22,1655.453491,0,28,48,16,35,5,0
incremental,in_distribution,91,0.2,2279.776367,1483.736572,113,35,1070,73,35,1369.25,0,16,16,48,23,10,0
incremental,in_distribution,92,0.1,2013.403442,1431.482788,124,30,928,74,30,1386.111816,0,32,32,14,36,10,0
incremental,in_distribution,93,0.0,2115.398438,1418.034424,98,24,739,57,24,1527.906006,0,16,32,16,24,10,0
incremental,in_distribution,94,0.0,1921.770752,1466.536621,97,26,810,74,26,1350.247925,0,16,16,32,23,10,0
incremental,in_distribution,95,0.0,2321.424805,1449.562866,109,29,901,74,29,1465.367554,0,32,16,16,35,10,0
incremental,in_distribution,96,0.0,2226.180664,1294.421875,114,29,891,74,29,1291.864136,0,32,32,16,24,10,0
incremental,in_distribution,97,0.0,2220.647705,1622.391479,118,20,613,63,20,1699.193604,0,48,16,32,17,5,0
incremental,in_distribution,98,0.0,2407.130371,1464.616455,113,22,683,63,22,1556.666504,0,48,16,16,23,10,0
incremental,in_distribution,99,0.0,2038.729492,1381.66748,130,29,889,63,29,1391.566284,0,16,48,16,40,10,0
incremental,in_distribution,100,0.0,2208.510986,1708.476807,176,26,801,56,26,1618.656982,0,16,16,64,70,10,0
incremental,in_distribution,101,0.0,2448.193604,1529.641235,114,21,637,61,21,1418.645264,0,16,32,16,40,10,0
incremental,in_distribution,102,0.3,2034.660889,1289.5,144,28,868,77,28,1335.711182,0,16,64,30,24,10,0
incremental,in_distribution,103,0.0,2496.71167,1475.058228,111,22,675,83,22,1490.015991,0,16,16,32,37,10,0
incremental,in_distribution,104,0.1,1708.044434,1465.952148,89,41,1250,85,41,1379.019775,0,16,48,16,4,5,0
incremental,in_distribution,105,0.1,1904.038818,1259.802246,145,25,780,70,25,1287.570679,0,16,62,48,9,10,0
incremental,in_distribution,106,0.0,1993.393433,1302.674316,141,21,653,59,21,1314.939453,0,48,16,32,35,10,0
incremental,in_distribution,107,0.0,2138.279297,1148.591309,101,22,659,51,22,1272.385742,0,32,16,16,27,10,0
incremental,in_distribution,108,0.0,2705.326172,1407.203003,114,29,897,70,29,1549.246582,0,48,16,15,25,10,0
incremental,in_distribution,109,0.0,2427.491455,1771.912354,106,26,783,72,26,1633.769775,0,16,16,31,33,10,0
incremental,in_distribution,110,0.0,2343.156738,1649.571777,151,33,1027,71,33,1653.020752,0,32,32,16,61,10,0
incremental,in_distribution,111,0.1,2392.828125,1449.401978,83,23,718,73,23,1333.484741,0,16,16,16,25,10,0
incremental,in_distribution,112,0.0,2918.810059,1544.69165,85,36,1106,66,36,1535.866699,0,16,16,16,27,10,0
incremental,in_distribution,113,0.0,2463.285889,1393.640625,101,29,899,74,29,1404.279785,0,32,16,16,27,10,0
incremental,in_distribution,114,0.0,2406.362793,1509.793823,147,24,713,61,24,1454.921631,0,16,48,16,57,10,0
incremental,in_distribution,115,0.1,2075.524414,1415.494751,137,21,653,68,21,1420.853149,0,16,16,64,31,10,0
incremental,in_distribution,116,0.0,2688.223389,1660.378662,121,24,723,68,24,1778.275635,0,16,47,15,33,10,0
incremental,in_distribution,117,0.2,2749.602295,1636.074097,128,26,782,72,26,1520.252808,0,16,48,16,38,10,0
incremental,in_distribution,118,0.0,2361.006592,1312.844238,128,21,650,57,21,1435.733887,0,16,48,32,22,10,0
incremental,in_distribution,119,0.0,2580.998535,1455.598633,113,24,705,67,24,1649.905518,0,32,16,16,39,10,0
incremental,in_distribution,120,0.0,2176.217773,1585.526611,129,22,671,61,22,1535.445435,0,16,48,16,39,10,0
incremental,in_distribution,121,0.0,2336.388672,1219.07019,151,29,896,66,29,1367.788208,0,48,16,32,45,10,0
incremental,in_distribution,122,0.0,2016.47583,1398.540405,131,23,716,62,23,1467.544678,0,16,64,32,9,10,0
incremental,in_distribution,123,0.0,2267.941162,1523.387695,116,35,1090,65,35,1566.54248,0,16,32,16,42,10,0
incremental,in_distribution,124,0.0,1906.752319,1321.862793,104,22,683,39,22,1558.829834,0,32,16,32,19,5,0
incremental,in_distribution,125,0.0,2650.028564,1858.963379,133,23,704,72,23,1778.970947,0,16,48,32,27,10,0
incremental,in_distribution,126,0.0,1903.025635,1488.05127,98,22,676,75,22,1404.697021,0,16,16,31,25,10,0
incremental,in_distribution,127,0.1,2370.021973,1255.166016,165,32,958,59,32,1432.03833,0,48,16,48,43,10,0
incremental,in_distribution,128,0.0,3095.479736,1781.50708,115,24,751,84,24,1686.196533,0,16,32,48,9,10,0
incremental,in_distribution,129,0.1,2341.168945,1705.100464,127,33,980,75,33,1549.050293,0,16,32,16,53,10,0
incremental,in_distribution,130,0.0,2700.267578,1877.564941,111,25,772,67,25,1753.133057,0,32,16,16,37,10,0
incremental,in_distribution,131,0.0,2434.618652,1541.357056,107,36,1099,78,36,1448.224609,0,32,16,16,33,10,0
incremental,in_distribution,132,0.0,2194.758301,1543.474487,107,25,776,65,25,1526.235229,0,32,16,16,33,10,0
incremental,in_distribution,133,0.0,2100.162842,1366.479858,144,36,1116,74,36,1356.470703,0,32,32,32,38,10,0
incremental,in_distribution,134,0.0,2233.022705,1304.519287,143,28,837,56,28,1280.882812,0,48,16,27,42,10,0
incremental,in_distribution,135,0.0,1751.958618,1731.476562,89,29,866,74,29,1635.228516,0,48,16,16,4,5,0
incremental,in_distribution,136,0.0,1784.530029,1314.4375,116,30,932,72,30,1237.786621,0,32,16,32,31,5,0
incremental,in_distribution,137,0.0,2461.843262,1521.402466,133,22,656,61,22,1538.119263,0,16,16,41,50,10,0
incremental,in_distribution,138,0.0,2849.608887,1537.388428,149,24,753,61,24,1626.146729,0,32,16,48,43,10,0
incremental,in_distribution,139,0.0,1857.679688,1451.137573,115,23,702,62,23,1356.587402,0,32,16,48,9,10,0
incremental,in_distribution,140,0.1,2510.164795,1464.22876,143,28,871,62,28,1455.368164,0,16,48,48,21,10,0
incremental,in_distribution,141,0.0,2513.319336,1720.982422,99,24,745,83,24,1553.397583,0,16,16,32,25,10,0
incremental,in_distribution,142,0.0,2003.879883,1369.199829,101,21,636,68,21,1330.697144,0,16,16,32,27,10,0
incremental,in_distribution,143,0.0,2369.642578,1507.19458,113,22,663,54,22,1513.345459,0,14,32,32,25,10,0
incremental,in_distribution,144,0.0,2493.087891,1544.671753,131,37,1151,77,37,1366.269775,0,16,32,64,9,10,0
incremental,in_distribution,145,0.0,2736.000732,1812.273071,132,31,962,78,31,1743.082275,0,32,16,16,58,10,0
incremental,in_distribution,146,0.0,2292.334229,1616.377808,146,37,1135,69,37,1550.564453,0,16,32,63,25,10,0
incremental,in_distribution,147,0.1,2335.076172,1573.057617,128,26,813,85,26,1464.953125,0,16,16,48,38,10,0
incremental,in_distribution,148,0.0,2439.129395,1523.838989,93,26,759,66,26,1588.802734,0,32,16,16,19,10,0
incremental,in_distribution,149,0.0,2696.572998,1492.501587,141,22,676,55,22,1615.531982,0,16,32,64,19,10,0
incremental,in_distribution,150,0.0,2343.4021,1645.745972,128,35,1057,64,35,1609.946777,0,32,16,16,54,10,0
incremental,in_distribution,151,0.0,2546.572754,1545.946167,112,28,843,81,28,1438.833984,0,16,16,32,38,10,0
incremental,in_distribution,152,0.2,2200.744873,1423.829834,101,39,1195,75,39,1395.640625,0,32,16,16,27,10,0
incremental,in_distribution,153,0.0,2278.556396,1514.799194,130,36,1088,71,36,1588.931641,0,16,48,32,24,10,0
incremental,in_distribution,154,0.0,2558.193115,1595.125977,184,23,714,74,23,1594.594971,0,48,16,80,30,10,0
incremental,in_distribution,155,0.0,2299.148193,1633.677246,75,28,835,68,28,1532.239746,0,16,16,14,19,10,0
incremental,in_distribution,156,0.1,2062.655518,1326.348877,114,32,1000,77,32,1271.37146,0,16,32,32,24,10,0
incremental,in_distribution,157,0.1,2341.494385,1497.785889,131,25,778,53,25,1575.460449,0,16,16,64,25,10,0
incremental,in_distribution,158,0.1,2304.324463,1369.764282,115,20,605,61,20,1411.765991,0,16,32,32,25,10,0
incremental,in_distribution,159,0.0,1857.236328,1413.313721,105,28,848,69,28,1352.87854,0,16,48,32,4,5,0
incremental,in_distribution,160,0.0,2067.17627,1485.725342,151,24,737,64,24,1474.856689,0,48,16,32,50,5,0
incremental,in_distribution,161,0.0,2465.13501,1589.358765,128,25,772,66,25,1536.96521,0,32,16,32,38,10,0
incremental,in_distribution,162,0.1,2299.537354,1561.68457,82,30,932,59,30,1461.127808,0,16,16,16,24,10,0
incremental,in_distribution,163,0.0,2173.547607,1677.595215,111,21,637,74,21,1566.932495,0,16,16,32,37,10,0
incremental,in_distribution,164,0.0,2213.866455,1509.22644,103,32,989,65,32,1415.596313,0,16,16,16,45,10,0
incremental,in_distribution,165,0.0,2062.224365,1254.710449,131,30,915,71,30,1281.122192,0,16,16,32,57,10,0
incremental,in_distribution,166,0.0,2273.558594,1658.914795,98,27,797,67,27,1673.565674,0,16,16,32,24,10,0
incremental,in_distribution,167,0.0,2450.60083,1387.065796,113,21,651,66,21,1414.776978,0,32,32,16,23,10,0
incremental,in_distribution,168,0.0,2290.808838,1570.590576,89,21,653,64,21,1454.192139,0,16,16,30,17,10,0
incremental,in_distribution,169,0.1,2346.88623,1429.025879,147,26,799,78,26,1326.924194,0,64,16,16,41,10,0
incremental,in_distribution,170,0.0,2232.622559,1535.793701,132,28,839,70,28,1496.995361,0,64,16,31,11,10,0
incremental,in_distribution,171,0.0,2146.983643,1521.841797,133,25,764,66,25,1543.945435,0,48,16,32,32,5,0
incremental,in_distribution,172,0.0,2499.145264,1458.375,146,26,801,70,26,1535.246582,0,16,48,16,56,10,0
incremental,in_distribution,173,0.1,2610.556396,1501.291016,98,30,878,67,30,1471.944336,0,32,16,16,24,10,0
incremental,in_distribution,174,0.0,2388.891357,1704.762329,138,26,798,70,26,1675.0271,0,48,16,16,48,10,0
incremental,in_distribution,175,0.0,2240.901123,1654.49646,109,27,834,75,27,1667.933105,0,48,16,16,19,10,0
incremental,in_distribution,176,0.0,2648.322266,1466.918457,138,23,712,53,23,1550.691772,0,48,16,10,54,10,0
incremental,in_distribution,177,0.2,2094.962402,1460.9823,100,23,694,73,23,1421.276978,0,32,16,32,10,10,0
incremental,in_distribution,178,0.0,2196.269043,1455.233276,158,22,651,58,22,1483.767578,0,32,32,32,52,10,0
incremental,in_distribution,179,0.0,2571.881836,1735.63501,144,26,808,78,26,1628.358276,0,32,32,32,38,10,0
incremental,in_distribution,180,0.1,2382.762695,1455.633423,98,22,687,62,22,1445.940552,0,16,16,31,25,10,0
incremental,in_distribution,181,0.0,2506.134277,1594.983765,131,35,1079,80,35,1519.333496,0,16,32,32,41,10,0
incremental,in_distribution,182,0.0,2594.749512,1449.081543,133,21,627,50,21,1601.235962,0,16,64,16,27,10,0
incremental,in_distribution,183,0.1,2191.686279,1446.494507,136,29,891,58,29,1481.148926,0,32,48,16,35,5,0
incremental,in_distribution,184,0.0,2247.685791,1420.19043,158,32,972,76,32,1371.398926,0,48,16,48,36,10,0
incremental,in_distribution,185,0.1,2291.650146,1761.269653,112,29,885,92,29,1597.289795,0,16,32,16,43,5,0
incremental,in_distribution,186,0.0,2544.745605,1342.952637,130,24,733,66,24,1369.996216,0,48,16,16,40,10,0
incremental,in_distribution,187,0.1,2247.715576,1611.789551,149,24,722,57,24,1706.845581,0,32,32,48,27,10,0
incremental,in_distribution,188,0.0,2236.994629,1349.165161,210,20,621,53,20,1407.66687,0,112,16,16,56,10,0
incremental,in_distribution,189,0.0,2445.722168,1412.369995,165,27,841,66,27,1480.806885,0,48,32,16,59,10,0
incremental,in_distribution,190,0.1,2043.589478,1520.439697,152,28,845,79,28,1455.113647,0,32,16,64,30,10,0
incremental,in_distribution,191,0.0,2870.387939,1771.11377,133,35,1064,83,35,1715.32251,0,16,32,48,27,10,0
incremental,in_distribution,192,0.0,3022.775879,1535.437622,162,21,638,66,21,1561.21106,0,48,16,48,40,10,0
incremental,in_distribution,193,0.1,2316.206299,1550.547974,109,37,1132,82,37,1382.697876,0,16,48,15,20,10,0
incremental,in_distribution,194,0.1,2419.390137,1612.792236,152,33,1003,84,33,1580.850342,0,32,64,30,16,10,0
incremental,in_distribution,195,0.0,2259.730469,1505.300781,140,27,806,68,27,1439.838257,0,16,16,15,83,10,0
incremental,in_distribution,196,0.0,2463.543945,1620.125854,101,27,830,73,27,1681.537598,0,16,32,16,27,10,0
incremental,in_distribution,197,0.1,1900.305664,1112.326904,129,27,841,58,27,1206.281738,0,16,48,32,23,10,0
incremental,in_distribution,198,0.1,2355.034668,1571.287476,114,29,862,88,29,1414.330933,0,32,32,16,24,10,0
incremental,in_distribution,199,0.0,2449.100098,1659.141846,160,21,625,64,21,1667.451416,0,16,64,32,38,10,0
incremental,in_distribution,200,0.0,2267.360352,1642.096924,148,26,771,75,26,1599.609253,0,48,48,16,26,10,0
incremental,in_distribution,201,0.0,2266.586182,1461.872559,115,22,673,75,22,1347.213135,0,16,48,16,25,10,0
incremental,in_distribution,202,0.1,2182.530029,1420.872314,98,26,779,67,26,1437.648193,0,16,16,32,24,10,0
incremental,in_distribution,203,0.0,2401.178955,1753.741455,123,30,897,78,30,1563.824219,0,16,16,32,49,10,0
incremental,in_distribution,204,0.0,2634.858154,1633.952271,128,28,865,77,28,1550.907715,0,16,32,16,54,10,0
incremental,in_distribution,205,0.0,2360.183105,1442.237549,110,26,810,70,26,1406.087891,0,32,16,16,36,10,0
incremental,in_distribution,206,0.0,2793.354248,1564.960938,117,26,795,80,26,1456.291382,0,16,48,16,27,10,0
incremental,in_distribution,207,0.0,2214.857422,1506.190552,98,22,685,74,22,1524.712891,0,16,32,15,30,5,0
incremental,in_distribution,208,0.0,2262.496094,1469.537476,108,24,723,74,24,1466.297241,0,16,16,32,34,10,0
incremental,in_distribution,209,0.0,2854.111328,1625.882935,115,21,644,47,21,1617.24939,0,32,16,16,41,10,0
incremental,in_distribution,210,0.1,2345.460449,1414.292236,115,26,771,70,26,1377.545898,0,16,16,48,25,10,0
incremental,in_distribution,211,0.0,1993.423462,1514.272461,115,28,856,74,28,1502.120728,0,32,16,48,9,10,0
incremental,in_distribution,212,0.0,2618.880859,1487.286133,164,28,872,60,28,1587.503662,0,32,48,48,26,10,0
incremental,in_distribution,213,0.1,2603.152344,1848.963013,129,40,1213,68,40,1774.202881,0,32,32,32,23,10,0
incremental,in_distribution,214,0.1,2274.795166,1730.923584,152,26,787,80,26,1716.80127,0,32,16,64,35,5,0
incremental,in_distribution,215,0.0,2395.318604,1276.202271,148,26,798,60,26,1415.226807,0,32,64,32,10,10,0
incremental,in_distribution,216,0.0,1931.273071,1262.555298,169,24,723,80,24,1359.006226,0,64,16,80,4,5,0
incremental,in_distribution,217,0.1,2116.679688,1306.938965,161,25,781,72,25,1283.220947,0,48,32,48,23,10,0
incremental,in_distribution,218,0.0,2262.284912,1527.27124,116,44,1325,77,44,1447.598267,0,16,32,16,42,10,0
incremental,in_distribution,219,0.0,2054.574219,1344.61792,139,22,681,70,22,1289.744019,0,16,48,32,33,10,0
incremental,in_distribution,220,0.1,2228.551758,1442.264526,112,20,604,66,20,1582.300049,0,16,16,16,54,10,0
incremental,in_distribution,221,0.1,2045.484375,1388.419678,141,22,686,74,22,1404.944946,0,16,48,48,19,10,0
incremental,in_distribution,222,0.0,2326.717529,1623.190674,148,28,827,81,28,1605.842773,0,16,64,16,42,10,0
incremental,in_distribution,223,0.0,2606.340576,1556.46875,131,25,750,75,25,1556.663208,0,16,48,32,25,10,0
incremental,in_distribution,224,0.0,2193.368164,1579.957764,158,23,720,70,23,1555.869629,0,32,32,62,27,5,0
incremental,in_distribution,225,0.0,2514.151367,1683.445435,147,29,860,73,29,1699.219727,0,32,48,16,41,10,0
incremental,in_distribution,226,0.0,2125.518799,1209.088379,146,30,920,81,30,1310.544678,0,32,16,64,24,10,0
incremental,in_distribution,227,0.2,2525.20166,1398.071045,165,25,761,73,25,1434.832153,0,16,32,64,43,10,0
incremental,in_distribution,228,0.0,2330.394043,1935.331543,88,26,797,78,26,1787.063477,0,16,16,32,19,5,0
incremental,in_distribution,229,0.1,2286.549072,1625.444092,115,23,714,92,23,1490.001343,0,16,16,48,25,10,0
incremental,in_distribution,230,0.1,2676.048096,1656.54248,99,30,911,65,30,1705.619873,0,32,16,32,9,10,0
incremental,in_distribution,231,0.1,2253.145508,1512.472412,102,27,791,83,27,1403.484009,0,48,16,16,17,5,0
incremental,in_distribution,232,0.0,2276.297119,1503.912354,159,26,797,76,26,1527.989624,0,64,48,16,21,10,0
incremental,in_distribution,233,0.0,2599.197266,1527.75061,114,29,884,61,29,1551.510986,0,16,32,16,40,10,0
incremental,in_distribution,234,0.1,2624.69458,1504.138672,149,20,616,53,20,1616.475464,0,48,32,16,43,10,0
