index_condition,query_condition,query_id,recall,entry_point_dist,base_layer_entry_dist,upper_layer_dist_computations,base_visited,base_dist_computations,candidates_remaining_at_termination,lb_trace_len,lb_trace_final,layer0_visits,layer1_visits,layer2_visits,layer3_visits,layer4_visits,layer5_visits,layer6_visits
incremental,in_distribution,27,0.1,2180.700928,1409.98999,157,23,697,69,23,1435.010132,0,64,16,16,51,10,0
incremental,in_distribution,28,0.0,1858.348633,1378.315552,131,22,685,69,22,1271.547974,0,16,16,64,25,10,0
incremental,in_distribution,29,0.1,2201.354248,1405.142822,108,23,716,81,23,1247.503052,0,16,16,48,18,10,0
incremental,in_distribution,30,0.0,2413.951904,1486.299683,191,35,1054,62,35,1472.452515,0,80,16,32,53,10,0
incremental,in_distribution,31,0.0,2401.984131,1573.599243,119,29,873,64,29,1507.751953,0,14,48,16,31,10,0
incremental,in_distribution,32,0.1,2249.520996,1401.622803,115,22,654,61,22,1455.114624,0,48,16,16,25,10,0
incremental,in_distribution,33,0.0,2486.250488,1524.380371,141,31,963,67,31,1474.12085,0,16,32,15,68,10,0
incremental,in_distribution,34,0.0,2296.436035,1509.630859,146,23,700,61,23,1570.645264,0,32,32,63,9,10,0
incremental,in_distribution,35,0.0,2199.397461,1764.334473,95,32,974,86,32,1523.090088,0,15,14,15,46,5,0
incremental,in_distribution,36,0.1,2263.408203,1465.993408,131,21,632,73,21,1429.63501,0,16,16,64,25,10,0
incremental,in_distribution,37,0.0,2628.797607,1780.204834,100,27,797,69,27,1651.829834,0,16,32,32,10,10,0
incremental,in_distribution,38,0.1,2235.47583,1562.408447,172,23,695,76,23,1479.932007,0,48,16,64,34,10,0
incremental,in_distribution,39,0.0,2510.560059,1572.218872,130,22,667,58,22,1521.39563,0,32,16,16,56,10,0
incremental,in_distribution,40,0.0,2443.594971,1660.094238,186,27,828,67,27,1647.567017,0,16,47,64,54,5,0
incremental,in_distribution,41,0.0,1955.207397,1310.512451,149,25,773,66,25,1379.02002,0,48,32,32,32,5,0
incremental,in_distribution,42,0.0,2599.394043,1679.159302,111,25,750,79,25,1613.28186,0,16,16,32,37,10,0
incremental,in_distribution,43,0.0,2088.258057,1672.964355,144,32,958,72,32,1539.234009,0,16,16,80,27,5,0
incremental,in_distribution,44,0.0,2043.959961,1534.238525,162,25,740,69,25,1443.451416,0,16,32,79,25,10,0
incremental,in_distribution,45,0.0,2358.822754,1562.561157,144,24,738,64,24,1608.519653,0,32,16,16,70,10,0
incremental,in_distribution,46,0.0,2189.816406,1640.91394,122,37,1117,80,37,1566.248413,0,16,16,48,37,5,0
incremental,in_distribution,47,0.0,2293.162109,1257.85022,115,35,1084,67,35,1312.512329,0,32,32,16,25,10,0
incremental,in_distribution,48,0.0,2006.90918,1374.899658,156,28,869,67,28,1360.889526,0,16,79,32,19,10,0
incremental,in_distribution,49,0.1,2331.060059,1409.908569,99,24,742,63,24,1302.45459,0,16,16,16,41,10,0
incremental,in_distribution,50,0.0,2742.410889,1596.500244,116,23,708,84,23,1454.117065,0,16,48,32,10,10,0
incremental,in_distribution,51,0.0,2268.436035,1598.797974,175,24,726,64,24,1559.405884,0,64,32,16,53,10,0
incremental,in_distribution,52,0.0,2801.058838,1641.314453,124,32,970,67,32,1648.517822,0,16,48,13,37,10,0
incremental,in_distribution,53,0.0,2352.326416,1546.593262,130,33,996,58,33,1607.608521,0,32,62,16,10,10,0
incremental,in_distribution,54,0.1,2468.671143,1432.073486,210,23,714,71,23,1375.633545,0,64,16,64,56,10,0
incremental,in_distribution,55,0.0,2403.125977,1591.804688,107,31,924,76,31,1521.71167,0,16,16,46,19,10,0
incremental,in_distribution,56,0.0,2151.239014,1459.769531,123,24,722,73,24,1442.275024,0,32,16,16,54,5,0
incremental,in_distribution,57,0.0,2446.083984,1529.046143,120,38,1165,82,38,1534.200928,0,16,16,44,34,10,0
incremental,in_distribution,58,0.0,2536.157959,1430.539062,147,23,711,63,23,1420.272217,0,32,32,48,25,10,0
incremental,in_distribution,59,0.0,2411.891113,1486.077026,140,37,1090,79,37,1595.634155,0,16,32,45,37,10,0
incremental,in_distribution,60,0.0,2992.915527,1768.289062,147,35,1064,69,35,1833.40686,0,32,32,48,25,10,0
incremental,in_distribution,61,0.1,2225.346436,1456.702759,167,36,1102,69,36,1456.702759,0,32,15,64,46,10,0
incremental,in_distribution,62,0.1,2977.00415,1483.19751,132,28,846,65,28,1629.11731,0,26,11,61,24,10,0
incremental,in_distribution,63,0.0,2329.606689,1527.686279,146,21,636,61,21,1629.325439,0,48,48,15,30,5,0
incremental,in_distribution,64,0.0,2230.339844,1516.874023,137,27,792,80,27,1453.494141,0,32,16,16,63,10,0
incremental,in_distribution,65,0.1,2355.062988,1500.341553,112,29,886,73,29,1541.112549,0,32,16,16,38,10,0
incremental,in_distribution,66,0.0,2527.079346,1473.619507,83,24,731,62,24,1524.940186,0,16,16,16,25,10,0
incremental,in_distribution,67,0.0,2256.569092,1313.12915,115,23,708,64,23,1254.619385,0,16,32,32,25,10,0
incremental,in_distribution,68,0.1,2254.206299,1508.498413,133,22,656,61,22,1507.233154,0,16,15,48,44,10,0
incremental,in_distribution,69,0.0,2585.128174,1521.619263,129,29,899,101,29,1443.231812,0,32,48,16,23,10,0
incremental,in_distribution,70,0.0,2702.753418,1795.705322,68,23,677,69,23,1718.939941,0,16,16,16,10,10,0
incremental,in_distribution,71,0.0,2053.64209,1488.300049,115,38,1147,71,38,1459.593506,0,16,32,32,25,10,0
incremental,in_distribution,72,0.0,1919.127686,1479.73584,123,25,778,70,25,1385.698364,0,16,16,46,40,5,0
incremental,in_distribution,73,0.0,2349.557129,1539.322754,158,26,815,84,26,1527.183472,0,16,48,64,20,10,0
incremental,in_distribution,74,0.0,2080.986572,1412.269287,78,39,1201,85,39,1385.96228,0,16,29,14,9,10,0
incremental,in_distribution,75,0.0,2481.075684,1509.747681,115,28,840,74,28,1566.014526,0,16,32,32,25,10,0
incremental,in_distribution,76,0.0,1912.554688,1433.56311,179,23,665,66,23,1480.223389,0,48,48,32,46,5,0
incremental,in_distribution,77,0.0,2697.477295,1423.224854,114,20,614,60,20,1618.761719,0,16,32,16,40,10,0
incremental,in_distribution,78,0.0,2236.002686,1405.552246,124,27,814,70,27,1377.8479,0,32,16,29,37,10,0
incremental,in_distribution,79,0.0,2299.493896,1573.26416,145,24,693,63,24,1506.970093,0,14,64,48,9,10,0
incremental,in_distribution,80,0.0,2357.031738,1610.684204,127,23,707,71,23,1602.456543,0,46,16,31,24,10,0
incremental,in_distribution,81,0.0,2208.053223,1686.134033,141,27,828,79,27,1668.634644,0,16,48,16,56,5,0
incremental,in_distribution,82,0.0,2103.337158,1307.894897,121,35,1081,68,35,1365.577393,0,32,16,32,31,10,0
incremental,in_distribution,83,0.0,1752.45874,1384.226929,114,20,597,60,20,1430.843384,0,32,48,13,16,5,0
incremental,in_distribution,84,0.2,2384.199463,1453.99585,143,29,880,61,29,1504.287231,0,48,16,16,53,10,0
incremental,in_distribution,85,0.2,2656.277588,1796.747681,111,38,1174,80,38,1543.070068,0,32,32,16,21,10,0
incremental,in_distribution,86,0.0,2108.203857,1692.552246,112,36,1115,72,36,1538.475098,0,16,16,48,27,5,0
incremental,in_distribution,87,0.1,2307.23999,1156.387329,135,20,620,45,20,1330.712524,0,16,16,48,45,10,0
incremental,in_distribution,88,0.1,2021.018555,1535.010742,117,32,987,68,32,1467.688843,0,16,32,32,32,5,0
incremental,in_distribution,89,0.0,2468.16748,1519.415283,143,25,764,62,25,1560.585327,0,32,16,48,37,10,0
incremental,in_distribution,90,0.3,2930.019531,1698.289551,137,38,1115,64,38,1703.163574,0,16,48,16,47,10,0
incremental,in_distribution,91,0.0,2057.403076,1253.742554,144,26,814,64,26,1278.723145,0,32,32,16,54,10,0
incremental,in_distribution,92,0.1,1943.990723,1565.937012,156,24,726,75,24,1475.882568,0,64,16,43,28,5,0
incremental,in_distribution,93,0.1,3053.015625,1683.023438,137,22,686,71,22,1734.213623,0,16,48,32,31,10,0
incremental,in_distribution,94,0.0,2592.449219,1719.115723,106,32,976,92,32,1500.772827,0,16,16,16,48,10,0
incremental,in_distribution,95,0.0,2471.643799,1826.058594,126,43,1309,79,43,1671.51001,0,32,48,16,20,10,0
incremental,in_distribution,96,0.0,2392.484375,1581.001343,139,32,975,83,32,1468.77124,0,16,16,48,49,10,0
incremental,in_distribution,97,0.1,2486.605225,1557.440918,112,26,808,78,26,1455.707153,0,30,12,12,48,10,0
incremental,in_distribution,98,0.0,1866.715942,1552.213745,129,21,634,56,21,1551.086304,0,48,32,16,28,5,0
incremental,in_distribution,99,0.1,2640.935059,1597.861084,105,28,871,79,28,1580.51123,0,16,48,16,15,10,0
incremental,in_distribution,100,0.0,2698.817871,1443.677368,115,24,739,52,24,1543.668213,0,16,64,16,9,10,0
incremental,in_distribution,101,0.0,2258.33667,1509.780884,112,25,761,81,25,1447.04541,0,32,16,32,27,5,0
incremental,in_distribution,102,0.0,2445.577881,1502.260986,142,25,769,78,25,1442.909912,0,16,64,32,20,10,0
incremental,in_distribution,103,0.0,2128.236328,1340.61084,144,35,1059,70,35,1377.169189,0,48,32,16,43,5,0
incremental,in_distribution,104,0.0,2106.607666,1484.530396,107,39,1204,74,39,1452.63208,0,10,16,30,41,10,0
incremental,in_distribution,105,0.0,2256.58667,1483.852905,114,25,765,71,25,1407.550049,0,16,16,32,40,10,0
incremental,in_distribution,106,0.1,2047.593262,1479.157471,98,25,772,72,25,1321.843872,0,16,16,16,40,10,0
incremental,in_distribution,107,0.0,2409.554443,1601.430298,122,28,841,72,28,1560.206787,0,32,32,16,32,10,0
incremental,in_distribution,108,0.1,2511.108643,1640.159668,169,26,759,76,26,1622.855347,0,47,64,16,32,10,0
incremental,in_distribution,109,0.1,2675.159424,1660.209473,114,21,652,60,21,1637.374268,0,16,32,16,40,10,0
incremental,in_distribution,110,0.0,2743.083008,1946.009399,95,30,892,83,30,1710.394287,0,8,24,16,37,10,0
incremental,in_distribution,111,0.0,2002.630615,1176.424438,131,31,946,69,31,1304.395508,0,32,48,16,25,10,0
incremental,in_distribution,112,0.0,2282.529785,1564.463623,167,24,734,69,24,1503.748291,0,16,32,48,61,10,0
incremental,in_distribution,113,0.0,2557.541504,1826.092773,112,31,946,70,31,1631.189575,0,16,32,16,38,10,0
incremental,in_distribution,114,0.0,2682.817383,1570.9104,90,26,798,54,26,1570.9104,0,27,14,16,23,10,0
incremental,in_distribution,115,0.1,2280.179932,1237.458252,163,23,699,54,23,1334.361328,0,96,16,16,25,10,0
incremental,in_distribution,116,0.0,2581.918945,1461.833374,114,24,748,60,24,1573.555908,0,32,16,16,40,10,0
incremental,in_distribution,117,0.0,2893.709961,1655.198242,132,26,753,88,26,1593.894409,0,48,16,16,42,10,0
incremental,in_distribution,118,0.1,2608.264893,1556.333008,115,32,957,67,32,1491.463745,0,32,16,32,25,10,0
incremental,in_distribution,119,0.1,2190.436035,1613.440674,128,23,718,66,23,1503.938477,0,48,16,13,41,10,0
incremental,in_distribution,120,0.1,1963.847656,1327.119873,162,25,765,69,25,1324.613892,0,64,16,16,56,10,0
incremental,in_distribution,121,0.0,2158.664307,1393.089966,114,31,930,69,31,1395.041748,0,32,32,16,24,10,0
incremental,in_distribution,122,0.0,2063.416016,1468.94397,124,26,782,64,26,1422.872437,0,16,48,16,34,10,0
incremental,in_distribution,123,0.0,2010.380859,1283.105103,129,20,609,58,20,1425.658203,0,32,16,47,24,10,0
incremental,in_distribution,124,0.1,2513.555176,1634.826416,124,23,673,75,23,1595.668579,0,16,16,32,50,10,0
incremental,in_distribution,125,0.2,2797.738525,1396.022461,136,27,816,66,27,1564.45813,0,16,48,16,46,10,0
incremental,in_distribution,126,0.0,2262.845947,1490.148438,146,22,675,57,22,1569.662109,0,48,32,16,40,10,0
incremental,in_distribution,127,0.0,2256.417969,1466.558228,147,27,830,67,27,1580.120605,0,16,48,48,25,10,0
incremental,in_distribution,128,0.0,2510.117676,1538.651489,114,24,726,60,24,1466.281494,0,32,16,32,24,10,0
incremental,in_distribution,129,0.0,1949.979736,1325.034424,68,27,793,74,27,1344.859009,0,14,12,12,20,10,0
incremental,in_distribution,130,0.0,2505.761475,1612.968872,137,25,754,70,25,1567.586426,0,32,16,48,31,10,0
incremental,in_distribution,131,0.0,2497.536377,1469.99231,137,20,623,62,20,1530.156494,0,16,48,16,47,10,0
incremental,in_distribution,132,0.0,2494.505615,1452.05188,83,25,763,70,25,1385.574585,0,16,32,16,9,10,0
incremental,in_distribution,133,0.0,2188.253418,1411.227905,147,28,841,69,28,1438.305908,0,48,16,48,25,10,0
incremental,in_distribution,134,0.0,2071.086182,1586.170044,106,35,1071,81,35,1552.003662,0,16,32,16,37,5,0
incremental,in_distribution,135,0.0,2318.731201,1398.556763,115,29,852,47,29,1540.875732,0,16,32,32,25,10,0
incremental,in_distribution,136,0.1,2191.680176,1378.134033,146,21,617,65,21,1409.153442,0,16,63,32,25,10,0
incremental,in_distribution,137,0.0,2968.48877,1695.612671,114,29,896,83,29,1634.894653,0,16,62,16,10,10,0
incremental,in_distribution,138,0.0,2116.375488,1536.085449,109,25,780,81,25,1348.838379,0,16,16,47,20,10,0
incremental,in_distribution,139,0.0,2096.866455,1302.073364,98,30,929,69,30,1360.990356,0,32,16,16,24,10,0
incremental,in_distribution,140,0.0,2583.946289,1602.006836,99,31,956,74,31,1574.778687,0,16,32,16,25,10,0
incremental,in_distribution,141,0.0,2464.293457,1417.171631,99,30,931,71,30,1341.215088,0,32,16,16,25,10,0
incremental,in_distribution,142,0.0,2743.749512,1699.741211,109,23,687,85,23,1594.15332,0,16,16,16,51,10,0
incremental,in_distribution,143,0.1,2214.332275,1613.597534,111,25,762,66,25,1527.512573,0,32,16,32,21,10,0
incremental,in_distribution,144,0.0,2205.21167,1639.447144,121,25,773,74,25,1581.918579,0,16,32,16,47,10,0
incremental,in_distribution,145,0.0,2323.989746,1528.065308,108,31,953,67,31,1488.612305,0,32,32,16,18,10,0
incremental,in_distribution,146,0.0,2814.953369,1639.10083,131,27,828,59,27,1744.099365,0,32,16,32,41,10,0
incremental,in_distribution,147,0.0,2386.216797,1436.54187,161,21,649,67,21,1498.316772,0,48,64,15,24,10,0
incremental,in_distribution,148,0.0,2096.560303,1539.65686,164,22,629,64,22,1567.542725,0,48,64,16,31,5,0
incremental,in_distribution,149,0.0,2653.534912,1756.303101,110,41,1255,74,41,1678.037842,0,16,47,16,21,10,0
incremental,in_distribution,150,0.1,2331.835449,1635.120483,92,30,895,76,30,1540.041016,0,16,16,32,18,10,0
incremental,in_distribution,151,0.0,2517.801025,1602.046387,114,28,834,76,28,1501.80188,0,16,16,48,24,10,0
incremental,in_distribution,152,0.0,2668.469238,1729.348145,110,25,749,87,25,1589.700073,0,16,16,47,21,10,0
incremental,in_distribution,153,0.0,1923.78186,1450.19812,96,39,1156,84,39,1391.453247,0,16,16,32,27,5,0
incremental,in_distribution,154,0.0,2161.533691,1421.608276,148,27,840,57,27,1463.310669,0,32,48,16,47,5,0
incremental,in_distribution,155,0.0,2762.603271,1541.509399,125,24,735,53,24,1669.732788,0,16,48,16,35,10,0
incremental,in_distribution,156,0.1,2650.768555,1670.87085,109,23,714,70,23,1628.65625,0,32,16,32,19,10,0
incremental,in_distribution,157,0.0,2418.087891,1610.843018,115,21,657,54,21,1620.619507,0,48,16,16,25,10,0
incremental,in_distribution,158,0.2,2519.065918,1700.251953,119,31,962,82,31,1533.934814,0,16,16,16,61,10,0
incremental,in_distribution,159,0.0,2080.677734,1396.914673,136,26,809,74,26,1399.529541,0,16,16,48,51,5,0
incremental,in_distribution,160,0.1,2527.294678,1609.713257,149,23,649,56,23,1530.020874,0,32,32,58,17,10,0
incremental,in_distribution,161,0.1,2737.906738,1602.986328,100,36,1048,68,36,1689.769531,0,16,32,16,26,10,0
incremental,in_distribution,162,0.0,2766.29834,1870.833984,95,30,913,89,30,1565.427124,0,16,16,16,37,10,0
incremental,in_distribution,163,0.0,2530.552734,1641.889038,81,21,650,69,21,1591.640991,0,16,16,16,23,10,0
incremental,in_distribution,164,0.1,2227.302734,1645.699219,116,23,705,67,23,1589.383301,0,16,32,48,10,10,0
incremental,in_distribution,165,0.1,2278.946777,1541.258179,125,31,938,73,31,1440.165649,0,32,16,32,35,10,0
incremental,in_distribution,166,0.0,2359.70459,1514.862549,145,30,866,70,30,1473.995605,0,48,16,16,55,10,0
incremental,in_distribution,167,0.0,2177.45166,1578.309448,98,33,1002,73,33,1455.263794,0,16,16,16,40,10,0
incremental,in_distribution,168,0.2,2382.056396,1653.495605,144,23,680,74,23,1577.074097,0,32,32,16,54,10,0
incremental,in_distribution,169,0.0,2592.720215,1638.324341,158,20,599,50,20,1679.983887,0,48,48,16,36,10,0
incremental,in_distribution,170,0.0,2137.171631,1235.895874,115,32,967,65,32,1337.771118,0,16,32,32,25,10,0
incremental,in_distribution,171,0.0,2316.329834,1591.748291,132,35,1073,73,35,1458.128052,0,32,32,16,42,10,0
incremental,in_distribution,172,0.0,1917.437988,1398.269897,115,21,652,70,21,1418.023926,0,32,16,48,9,10,0
incremental,in_distribution,173,0.0,2389.782471,1598.948853,124,25,770,69,25,1571.565308,0,16,16,48,34,10,0
incremental,in_distribution,174,0.1,1785.144409,1344.889771,112,26,797,71,26,1305.038818,0,32,32,16,27,5,0
incremental,in_distribution,175,0.1,2184.151855,1249.151733,127,22,660,66,22,1330.589111,0,16,48,16,37,10,0
incremental,in_distribution,176,0.0,2326.880615,1360.318237,156,41,1255,72,41,1324.230225,0,64,48,16,18,10,0
incremental,in_distribution,177,0.0,2414.165527,1574.274902,99,37,1135,57,37,1561.508545,0,32,16,16,25,10,0
incremental,in_distribution,178,0.0,1770.060669,1109.858887,174,22,690,61,22,1265.820801,0,32,32,80,20,10,0
incremental,in_distribution,179,0.0,2616.593018,1293.973267,109,22,670,62,22,1430.554199,0,32,32,16,19,10,0
incremental,in_distribution,180,0.1,2259.198242,1517.261353,128,22,672,67,22,1604.181641,0,16,48,32,27,5,0
incremental,in_distribution,181,0.1,2305.116211,1927.949341,85,34,1043,89,34,1768.04895,0,16,16,16,32,5,0
incremental,in_distribution,182,0.1,2465.389648,1543.191162,115,29,886,74,29,1357.942749,0,16,16,48,25,10,0
incremental,in_distribution,183,0.0,2541.079346,1561.697754,173,37,1109,68,37,1471.891113,0,32,64,32,35,10,0
incremental,in_distribution,184,0.0,2688.633057,1854.007446,106,39,1173,88,39,1650.644897,0,16,16,32,32,10,0
incremental,in_distribution,185,0.0,2733.696777,1470.205078,104,30,889,60,30,1522.961426,0,16,32,16,30,10,0
incremental,in_distribution,186,0.0,2270.172852,1373.627197,114,20,576,71,20,1457.036499,0,16,32,16,40,10,0
incremental,in_distribution,187,0.0,2557.28418,1614.825317,137,25,780,76,25,1421.735718,0,16,16,32,63,10,0
incremental,in_distribution,188,0.1,2491.148682,1690.924316,107,44,1330,69,44,1473.739014,0,16,16,32,33,10,0
incremental,in_distribution,189,0.0,2136.244141,1425.90979,115,29,884,58,29,1508.899048,0,32,16,32,25,10,0
incremental,in_distribution,190,0.0,2774.299316,1728.964355,89,23,714,62,23,1600.849121,0,16,32,16,15,10,0
incremental,in_distribution,191,0.0,2581.764648,1648.037476,91,35,1069,69,35,1548.961914,0,16,16,16,33,10,0
incremental,in_distribution,192,0.0,2773.716064,1778.678345,144,29,836,81,29,1608.258789,0,32,32,32,38,10,0
incremental,in_distribution,193,0.0,2889.486084,1672.286499,140,28,847,59,28,1669.849854,0,16,32,30,52,10,0
incremental,in_distribution,194,0.0,2914.790771,1864.001831,115,31,930,69,31,1779.55127,0,32,32,16,25,10,0
incremental,in_distribution,195,0.0,2024.405029,1395.78479,84,22,683,76,22,1297.721558,0,16,16,32,10,10,0
incremental,in_distribution,196,0.1,2653.95874,1458.206543,102,29,882,77,29,1456.169312,0,32,16,10,34,10,0
incremental,in_distribution,197,0.0,2170.184082,1813.956543,96,24,727,88,24,1686.299194,0,32,16,16,27,5,0
incremental,in_distribution,198,0.0,2036.892334,1389.413086,140,35,1041,63,35,1370.730225,0,32,48,16,34,10,0
incremental,in_distribution,199,0.0,2383.345459,1577.307251,115,23,714,72,23,1434.653076,0,16,32,16,41,10,0
incremental,in_distribution,200,0.0,2186.135254,1508.879395,110,32,964,93,32,1319.859985,0,16,16,48,20,10,0
incremental,in_distribution,201,0.1,2829.879395,1519.367188,116,25,778,69,25,1507.676758,0,32,32,32,10,10,0
incremental,in_distribution,202,0.0,2045.499512,1334.994385,148,21,639,63,21,1384.509399,0,64,32,32,10,10,0
incremental,in_distribution,203,0.0,2018.457886,1485.378296,112,34,1041,75,34,1507.074341,0,16,48,16,27,5,0
incremental,in_distribution,204,0.0,2118.809326,1539.760498,140,25,748,70,25,1488.090576,0,32,16,48,34,10,0
incremental,in_distribution,205,0.0,2589.008545,1552.16748,132,41,1236,64,41,1525.285645,0,32,48,32,10,10,0
incremental,in_distribution,206,0.0,2275.981445,1566.698486,115,23,696,71,23,1489.14209,0,12,32,16,45,10,0
incremental,in_distribution,207,0.0,2838.434814,1529.212769,138,22,677,57,22,1637.363892,0,64,16,16,32,10,0
incremental,in_distribution,208,0.0,2430.684082,1592.295898,92,27,825,60,27,1436.609497,0,16,16,32,18,10,0
incremental,in_distribution,209,0.0,2167.28418,1210.188843,94,29,880,71,29,1290.026123,0,32,16,16,20,10,0
incremental,in_distribution,210,0.0,2503.74585,1599.356323,136,20,623,55,20,1681.460693,0,37,26,46,17,10,0
incremental,in_distribution,211,0.0,2739.665283,1950.967896,83,29,889,81,29,1811.917725,0,16,16,16,25,10,0
incremental,in_distribution,212,0.0,2567.034668,1803.909668,124,22,666,66,22,1681.968384,0,16,48,16,34,10,0
incremental,in_distribution,213,0.1,2291.362305,1465.8302,113,24,733,78,24,1561.458862,0,16,32,31,24,10,0
incremental,in_distribution,214,0.0,1961.463013,1461.420776,142,20,625,59,20,1477.220093,0,32,16,64,25,5,0
incremental,in_distribution,215,0.0,1945.236206,1192.672119,115,28,872,68,28,1193.810181,0,16,32,32,25,10,0
incremental,in_distribution,216,0.1,2215.435791,1538.175293,130,24,749,73,24,1468.738037,0,16,32,32,40,10,0
incremental,in_distribution,217,0.0,2152.057373,1448.596802,123,26,793,85,26,1381.33728,0,28,16,48,21,10,0
incremental,in_distribution,218,0.2,2382.135742,1348.311035,119,26,801,73,26,1389.33374,0,31,15,32,31,10,0
incremental,in_distribution,219,0.2,2548.780029,1490.168945,161,24,745,67,24,1551.291748,0,32,48,62,9,10,0
incremental,in_distribution,220,0.1,2149.490234,1403.643921,114,31,965,71,31,1426.756958,0,32,16,32,24,10,0
incremental,in_distribution,221,0.0,2375.506836,1681.919434,147,22,657,67,22,1687.509033,0,32,16,80,9,10,0
incremental,in_distribution,222,0.0,2376.908447,1531.344238,108,21,637,61,21,1609.418701,0,32,16,32,18,10,0
incremental,in_distribution,223,0.0,2664.465332,1483.634644,171,31,949,75,31,1451.598022,0,48,32,16,65,10,0
incremental,in_distribution,224,0.1,1917.89978,1459.71228,115,28,855,64,28,1370.108398,0,16,48,32,9,10,0
incremental,in_distribution,225,0.0,2479.738037,1499.268799,112,23,712,69,23,1441.657227,0,16,32,16,38,10,0
incremental,in_distribution,226,0.0,1969.282349,1125.80896,139,20,622,61,20,1196.660156,0,16,48,32,33,10,0
incremental,in_distribution,227,0.1,2746.807617,1614.832031,203,26,806,66,26,1610.154053,0,80,64,16,33,10,0
incremental,in_distribution,228,0.0,2122.265381,1447.550293,120,21,619,65,21,1482.869629,0,32,16,32,30,10,0
incremental,in_distribution,229,0.0,2348.784912,1460.362549,174,27,820,76,27,1494.042114,0,32,32,63,42,5,0
incremental,in_distribution,230,0.0,2189.913574,1454.824463,116,20,621,52,20,1518.305054,0,32,16,32,31,5,0
incremental,in_distribution,231,0.0,2190.941406,1700.507324,99,21,646,57,21,1761.715698,0,32,16,16,25,10,0
incremental,in_distribution,232,0.1,2286.501465,1536.017334,144,37,1093,74,37,1354.976685,0,32,32,16,54,10,0
incremental,in_distribution,233,0.0,2380.67334,1472.351807,162,28,866,73,28,1520.557373,0,16,48,64,24,10,0
incremental,in_distribution,234,0.0,1961.762329,1280.52832,128,27,839,81,27,1295.350464,0,48,32,16,27,5,0
