query_id,shift,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length,layer_0_visits,layer_1_visits,layer_2_visits,layer_3_visits,layer_4_visits,layer_5_visits
96,0.0,1.0,237.9017791748047,161.77069091796875,124,203,4931,524,203,0,64,32,28,0,0
97,0.0,0.7,265.42327880859375,179.45455932617188,85,202,5011,552,202,0,16,44,25,0,0
98,0.0,0.6,246.0810546875,177.97598266601562,118,200,4915,547,200,0,48,48,22,0,0
99,0.0,0.5,230.9097442626953,166.84637451171875,71,207,5029,530,207,0,32,29,10,0,0
100,0.0,0.8,250.09860229492188,168.74827575683594,91,201,4886,548,201,0,31,32,28,0,0
101,0.0,1.0,242.8758087158203,167.38526916503906,108,201,4792,561,201,0,48,32,28,0,0
102,0.0,0.9,289.5071105957031,170.23825073242188,98,204,4973,562,204,0,32,30,36,0,0
103,0.0,0.9,305.497314453125,193.80308532714844,67,201,4920,569,201,0,31,27,9,0,0
104,0.0,0.8,261.3340759277344,173.74404907226562,62,201,4842,543,201,0,14,23,25,0,0
105,0.0,0.8,274.2284240722656,209.8809814453125,56,201,4794,485,201,0,32,15,9,0,0
106,0.0,0.9,231.38763427734375,192.34413146972656,52,201,4741,532,201,0,29,10,13,0,0
107,0.0,0.8,237.18650817871094,172.2987823486328,106,210,5046,586,210,0,80,15,11,0,0
108,0.0,0.5,308.6975402832031,200.3920135498047,85,200,4827,558,200,0,16,40,29,0,0
109,0.0,0.5,291.6266784667969,201.492919921875,106,201,4898,564,201,0,16,53,37,0,0
110,0.0,0.4,300.2743225097656,185.74908447265625,87,203,4881,612,203,0,16,41,30,0,0
111,0.0,0.5,228.16015625,168.58277893066406,71,200,4950,561,200,0,30,24,17,0,0
112,0.0,0.6,305.9096374511719,186.80874633789062,85,201,4828,521,201,0,32,31,22,0,0
113,0.0,0.8,237.9100341796875,199.08187866210938,65,201,4937,586,201,0,15,32,18,0,0
114,0.0,0.8,286.7940368652344,177.2618865966797,90,202,4925,557,202,0,16,57,17,0,0
115,0.0,0.6,276.4767150878906,193.95101928710938,87,203,4925,590,203,0,31,31,25,0,0
116,0.0,0.7,272.77252197265625,181.73739624023438,72,200,4872,520,200,0,16,46,10,0,0
117,0.0,0.9,286.7196960449219,181.12704467773438,131,201,4851,512,201,0,64,41,26,0,0
118,0.0,0.6,259.6659240722656,188.86703491210938,65,202,4863,531,202,0,16,27,22,0,0
119,0.0,0.9,226.05191040039062,198.68844604492188,41,205,4971,592,205,0,16,15,10,0,0
120,0.0,0.5,246.10540771484375,180.43373107910156,84,200,4726,507,200,0,16,31,37,0,0
121,0.0,0.6,251.42596435546875,201.39373779296875,46,201,4783,558,201,0,16,25,5,0,0
122,0.0,0.7,302.1310119628906,197.56190490722656,69,202,4907,528,202,0,29,21,19,0,0
123,0.0,0.6,256.8104248046875,182.54408264160156,84,200,4781,535,200,0,32,15,37,0,0
124,0.0,0.8,276.6292419433594,174.35794067382812,70,200,4849,576,200,0,32,16,22,0,0
125,0.0,1.0,231.9315185546875,163.73629760742188,72,200,4821,520,200,0,32,13,27,0,0
126,0.0,0.6,222.359619140625,193.96664428710938,62,203,4851,565,203,0,16,41,5,0,0
127,0.0,0.7,266.95379638671875,182.94007873535156,58,204,4895,540,204,0,16,31,11,0,0
128,0.0,0.8,282.6722412109375,163.19381713867188,65,200,4864,569,200,0,15,32,18,0,0
129,0.0,0.9,225.4776153564453,170.59628295898438,88,205,4832,540,205,0,47,31,10,0,0
130,0.0,0.7,301.2344665527344,181.64036560058594,60,201,4833,563,201,0,16,25,19,0,0
131,0.0,0.9,259.86859130859375,176.34585571289062,58,200,4861,572,200,0,16,31,11,0,0
132,0.0,0.8,297.7871398925781,204.3379669189453,100,209,4963,558,209,0,16,47,37,0,0
133,0.0,0.9,238.60720825195312,178.6109619140625,72,203,4856,514,203,0,32,31,9,0,0
134,0.0,0.9,272.9369201660156,183.52403259277344,117,207,4917,578,207,0,16,74,27,0,0
135,0.0,0.9,276.3115234375,186.6370849609375,115,202,4871,528,202,0,32,74,9,0,0
136,0.0,0.7,246.07638549804688,170.4153594970703,112,202,4787,564,202,0,16,78,18,0,0
137,0.0,0.7,291.7620544433594,175.89218139648438,68,201,4879,536,201,0,16,27,25,0,0
138,0.0,0.8,283.0871276855469,189.99795532226562,70,203,4763,539,203,0,32,16,22,0,0
139,0.0,0.7,319.2927551269531,193.16966247558594,67,204,4875,574,204,0,16,31,20,0,0
140,0.0,0.7,264.2821960449219,201.77706909179688,52,201,4789,520,201,0,14,27,11,0,0
141,0.0,0.7,317.1843566894531,218.91725158691406,84,215,5288,545,215,0,32,30,22,0,0
142,0.0,0.7,239.92576599121094,172.3873748779297,101,202,4762,533,202,0,16,47,38,0,0
143,0.0,0.8,305.36029052734375,187.22621154785156,53,203,4999,579,203,0,16,15,22,0,0
144,0.0,0.8,301.6785888671875,203.38002014160156,59,202,4800,523,202,0,25,24,10,0,0
145,0.0,1.0,242.07603454589844,191.08241271972656,42,201,4906,541,201,0,16,15,11,0,0
146,0.0,0.7,250.1223907470703,176.23475646972656,73,206,4898,553,206,0,32,31,10,0,0
147,0.0,0.4,249.8501434326172,187.23658752441406,68,201,4883,575,201,0,15,28,25,0,0
148,0.0,0.4,257.3006896972656,193.6507568359375,97,200,4853,572,200,0,32,28,37,0,0
149,0.0,0.8,240.5283966064453,181.0539093017578,91,200,4849,525,200,0,16,46,29,0,0
150,0.0,0.6,256.928955078125,189.88853454589844,57,205,4900,582,205,0,16,31,10,0,0
151,0.0,0.7,256.80328369140625,207.18902587890625,42,202,4738,530,202,0,16,15,11,0,0
152,0.0,0.8,288.8759765625,181.1829833984375,66,202,4891,587,202,0,16,27,23,0,0
153,0.0,0.8,313.16278076171875,208.1892852783203,54,201,4918,587,201,0,15,9,30,0,0
154,0.0,0.8,235.81826782226562,190.16036987304688,55,202,4838,550,202,0,16,30,9,0,0
155,0.0,0.4,264.8592224121094,191.53407287597656,94,200,4842,593,200,0,48,41,5,0,0
156,0.0,0.7,325.5029296875,197.76272583007812,59,200,4914,565,200,0,31,9,19,0,0
157,0.0,0.6,279.56829833984375,166.02366638183594,90,200,4829,511,200,0,48,31,11,0,0
158,0.0,0.7,224.2421417236328,167.2540740966797,84,202,4737,505,202,0,61,10,13,0,0
159,0.0,0.8,262.14666748046875,215.55784606933594,60,207,4971,529,207,0,16,16,28,0,0
160,0.0,0.8,284.2048645019531,187.5388641357422,57,202,4819,570,202,0,16,31,10,0,0
161,0.0,0.6,247.74993896484375,184.1923370361328,108,200,4832,557,200,0,16,56,36,0,0
162,0.0,0.7,247.0049285888672,189.87208557128906,60,201,4854,536,201,0,16,23,21,0,0
163,0.0,0.8,283.38543701171875,194.7855987548828,101,203,4813,587,203,0,32,42,27,0,0
164,0.0,1.0,284.8133850097656,201.49465942382812,70,203,4885,524,203,0,32,16,22,0,0
165,0.0,0.5,320.2754821777344,213.31295776367188,74,201,4871,573,201,0,31,9,34,0,0
166,0.0,0.7,296.96014404296875,204.7776336669922,57,201,4888,581,201,0,16,31,10,0,0
167,0.0,1.0,243.31820678710938,174.85604858398438,107,203,4934,523,203,0,80,5,22,0,0
168,0.0,0.5,233.89700317382812,179.6962127685547,61,201,4919,583,201,0,47,9,5,0,0
169,0.0,0.7,280.99688720703125,166.64024353027344,100,200,4750,520,200,0,32,43,25,0,0
170,0.0,1.0,262.288330078125,162.29052734375,54,200,4722,524,200,0,16,13,25,0,0
171,0.0,0.9,258.7439880371094,176.5121612548828,83,205,4919,518,205,0,48,5,30,0,0
172,0.0,0.7,280.17803955078125,158.07366943359375,114,205,4934,543,205,0,48,46,20,0,0
173,0.0,1.0,322.1932067871094,210.87684631347656,88,202,4849,575,202,0,16,47,25,0,0
174,0.0,0.9,233.88412475585938,202.4588623046875,35,202,4823,533,202,0,15,11,9,0,0
175,0.0,0.8,231.93101501464844,188.4965362548828,71,205,4990,561,205,0,44,12,15,0,0
176,0.0,0.6,304.954833984375,222.3780059814453,72,206,4896,528,206,0,32,31,9,0,0
177,0.0,0.8,260.63043212890625,211.71946716308594,78,201,4837,532,201,0,32,41,5,0,0
178,0.0,0.8,291.5158996582031,168.10357666015625,125,200,4893,527,200,0,64,25,36,0,0
179,0.0,0.8,215.0303955078125,169.97100830078125,88,202,4753,540,202,0,15,62,11,0,0
180,0.0,0.6,242.15576171875,180.46148681640625,78,200,4698,551,200,0,16,57,5,0,0
181,0.0,0.8,251.7040557861328,191.9221649169922,89,205,5045,535,205,0,16,56,17,0,0
182,0.0,0.8,236.2472381591797,184.33656311035156,82,201,4993,547,201,0,16,41,25,0,0
183,0.0,0.9,237.2779083251953,133.1120147705078,68,200,4918,559,200,0,32,16,20,0,0
184,0.0,0.7,303.00140380859375,186.0745086669922,94,200,4874,561,200,0,16,58,20,0,0
185,0.0,0.7,275.77264404296875,179.1071014404297,72,200,4807,528,200,0,45,11,16,0,0
186,0.0,0.5,282.4439697265625,236.65872192382812,64,203,4890,606,203,0,16,16,32,0,0
187,0.0,0.7,244.99795532226562,198.11309814453125,67,202,4855,513,202,0,16,26,25,0,0
188,0.0,0.7,235.82098388671875,156.4319305419922,91,203,4991,541,203,0,57,24,10,0,0
189,0.0,0.8,250.31065368652344,177.24603271484375,83,202,4861,539,202,0,16,46,21,0,0
190,0.0,0.8,243.03350830078125,176.02427673339844,85,203,4794,528,203,0,32,26,27,0,0
191,0.0,0.6,233.51864624023438,184.19996643066406,78,200,4878,528,200,0,48,25,5,0,0
192,0.0,0.8,278.9010314941406,197.9425811767578,58,201,4707,517,201,0,16,31,11,0,0
193,0.0,0.6,318.2449035644531,205.1667022705078,59,202,4864,545,202,0,16,27,16,0,0
194,0.0,0.7,243.51199340820312,173.77285766601562,74,203,5002,532,203,0,32,31,11,0,0
195,0.0,0.5,324.5441589355469,208.50384521484375,74,202,4841,573,202,0,16,47,11,0,0
196,0.0,0.7,264.0701904296875,192.17324829101562,57,204,4882,548,204,0,16,36,5,0,0
197,0.0,0.7,252.8745880126953,184.76620483398438,84,202,4949,538,202,0,47,12,25,0,0
198,0.0,0.8,310.386474609375,192.26585388183594,84,204,5004,544,204,0,16,31,37,0,0
199,0.0,0.8,261.3086242675781,185.1099395751953,77,200,4876,552,200,0,32,25,20,0,0
0,0.5,0.7,261.61614990234375,215.88897705078125,53,202,4924,540,202,0,16,32,5,0,0
1,0.5,0.7,238.8010711669922,217.9223175048828,49,208,5035,589,208,0,16,16,17,0,0
2,0.5,0.8,264.8570251464844,197.86965942382812,53,204,4953,528,204,0,16,16,21,0,0
3,0.5,0.7,229.64486694335938,178.69886779785156,93,203,4871,517,203,0,79,9,5,0,0
4,0.5,0.5,262.6011657714844,232.03794860839844,57,203,4832,547,203,0,16,31,10,0,0
5,0.5,0.7,254.32818603515625,234.75135803222656,42,201,4879,546,201,0,16,15,11,0,0
6,0.5,0.5,300.98443603515625,212.2748565673828,70,202,4832,562,202,0,32,16,22,0,0
7,0.5,0.4,273.2244873046875,198.95053100585938,90,200,4875,540,200,0,32,47,11,0,0
8,0.5,0.9,268.6815490722656,217.8797607421875,69,205,4969,542,205,0,16,31,22,0,0
9,0.5,0.5,308.078369140625,198.7803192138672,69,200,4809,580,200,0,32,16,21,0,0
10,0.5,0.7,315.5651550292969,215.70993041992188,100,203,4871,577,203,0,48,15,37,0,0
11,0.5,0.7,316.57110595703125,252.65663146972656,68,216,5155,548,216,0,16,15,37,0,0
12,0.5,0.5,273.9770202636719,212.23684692382812,86,201,5005,521,201,0,48,16,22,0,0
13,0.5,0.9,300.96661376953125,205.22958374023438,91,200,4813,569,200,0,48,16,27,0,0
14,0.5,0.8,279.55859375,192.72825622558594,73,203,4918,573,203,0,48,15,10,0,0
15,0.5,0.6,281.95257568359375,213.90626525878906,68,203,4993,559,203,0,32,16,20,0,0
16,0.5,0.5,324.2347412109375,207.83653259277344,43,201,4855,541,201,0,16,5,22,0,0
17,0.5,0.8,298.2674865722656,206.34967041015625,135,201,4873,523,201,0,64,41,30,0,0
18,0.5,0.8,212.97283935546875,204.2467041015625,61,201,4887,545,201,0,47,9,5,0,0
19,0.5,0.5,284.7509765625,204.4276580810547,50,211,5072,535,211,0,16,16,18,0,0
20,0.5,0.3,315.8960266113281,206.7210235595703,59,208,5013,600,208,0,16,16,27,0,0
21,0.5,0.5,291.47308349609375,204.37091064453125,70,200,4856,533,200,0,32,16,22,0,0
22,0.5,0.8,254.41616821289062,219.9913787841797,61,201,4809,567,201,0,32,24,5,0,0
23,0.5,0.7,247.27304077148438,195.7780303955078,90,202,4907,553,202,0,48,31,11,0,0
24,0.5,0.6,255.49363708496094,191.65005493164062,71,201,4799,571,201,0,32,30,9,0,0
25,0.5,0.9,326.5117492675781,210.03134155273438,98,200,4834,505,200,0,48,32,18,0,0
26,0.5,1.0,316.33587646484375,192.6518096923828,78,205,5046,515,205,0,26,27,25,0,0
27,0.5,0.4,294.50653076171875,190.21372985839844,84,200,4757,559,200,0,48,16,20,0,0
28,0.5,0.5,279.20159912109375,213.77886962890625,89,200,4823,579,200,0,48,31,10,0,0
29,0.5,0.9,258.07830810546875,180.9231719970703,74,202,4951,528,202,0,16,47,11,0,0
30,0.5,0.6,277.7780456542969,202.02139282226562,82,202,4805,559,202,0,48,16,18,0,0
31,0.5,0.8,275.6806640625,230.36061096191406,41,204,4870,581,204,0,13,7,21,0,0
32,0.5,0.7,267.8833312988281,197.0659942626953,41,201,4884,566,201,0,16,15,10,0,0
33,0.5,0.8,294.4718933105469,199.82139587402344,69,201,4870,558,201,0,32,16,21,0,0
34,0.5,0.8,255.04721069335938,186.606201171875,98,201,4800,511,201,0,47,30,21,0,0
35,0.5,0.8,285.4123229980469,238.5406951904297,62,202,4927,536,202,0,16,41,5,0,0
36,0.5,0.6,265.6303405761719,190.21058654785156,101,200,4868,477,200,0,64,16,21,0,0
37,0.5,0.8,330.4971618652344,220.75363159179688,73,200,4796,566,200,0,32,15,26,0,0
38,0.5,0.7,325.31524658203125,224.9191436767578,101,200,4776,563,200,0,64,16,21,0,0
39,0.5,0.7,274.0722351074219,192.1588592529297,62,201,4811,528,201,0,16,41,5,0,0
40,0.5,0.8,285.44970703125,189.41456604003906,116,200,4844,573,200,0,32,62,22,0,0
41,0.5,0.3,329.26788330078125,224.3788604736328,86,203,4915,578,203,0,16,45,25,0,0
42,0.5,0.6,259.1318054199219,195.44241333007812,66,204,4921,607,204,0,32,25,9,0,0
43,0.5,0.6,325.5,227.07754516601562,67,200,4756,559,200,0,47,11,9,0,0
44,0.5,0.8,275.33282470703125,200.44729614257812,56,200,4937,561,200,0,16,29,11,0,0
45,0.5,0.6,290.7569580078125,222.60057067871094,88,205,4774,510,205,0,16,31,41,0,0
46,0.5,0.7,309.5586242675781,207.0933837890625,128,202,4803,595,202,0,32,62,34,0,0
47,0.5,0.8,310.4284362792969,205.29701232910156,69,200,4785,561,200,0,32,16,21,0,0
48,0.5,0.6,321.25445556640625,204.47900390625,69,210,5053,547,210,0,32,16,21,0,0
49,0.5,0.7,308.6831970214844,230.58811950683594,110,201,4828,558,201,0,32,46,32,0,0
50,0.5,0.7,336.76055908203125,251.03167724609375,69,200,4734,493,200,0,32,16,21,0,0
51,0.5,0.7,240.04856872558594,209.72792053222656,85,200,4840,492,200,0,16,48,21,0,0
52,0.5,0.6,292.11309814453125,227.7701873779297,86,201,4863,561,201,0,48,13,25,0,0
53,0.5,0.6,256.2710266113281,208.87278747558594,67,205,4947,596,205,0,16,30,21,0,0
54,0.5,0.6,307.63763427734375,232.86744689941406,68,201,4899,543,201,0,32,16,20,0,0
55,0.5,0.7,310.1584777832031,215.86033630371094,76,200,4935,548,200,0,16,32,28,0,0
56,0.5,0.6,279.92352294921875,188.9939422607422,57,200,4882,563,200,0,32,15,10,0,0
57,0.5,0.9,312.15142822265625,229.06491088867188,117,203,4799,531,203,0,32,64,21,0,0
58,0.5,0.6,294.5191955566406,251.42625427246094,61,204,4865,515,204,0,32,24,5,0,0
59,0.5,0.8,255.26126098632812,182.46205139160156,53,200,4808,607,200,0,16,16,21,0,0
60,0.5,0.8,270.98870849609375,208.67967224121094,91,200,4831,553,200,0,63,11,17,0,0
61,0.5,0.7,258.8108825683594,209.12252807617188,80,201,4812,525,201,0,16,32,32,0,0
62,0.5,0.9,266.7913818359375,190.1535186767578,90,203,4865,535,203,0,48,31,11,0,0
63,0.5,0.3,323.4269104003906,220.33526611328125,84,209,4905,511,209,0,32,31,21,0,0
64,0.5,0.6,312.3918151855469,200.94813537597656,66,201,4860,577,201,0,16,32,18,0,0
65,0.5,0.7,230.13890075683594,189.5343475341797,57,201,4855,540,201,0,16,31,10,0,0
66,0.5,0.7,282.3775329589844,206.56448364257812,57,203,4844,553,203,0,32,15,10,0,0
67,0.5,0.8,303.6787414550781,213.8361358642578,113,201,4957,596,201,0,64,24,25,0,0
68,0.5,0.8,261.59967041015625,191.37718200683594,76,200,4756,596,200,0,32,25,19,0,0
69,0.5,0.8,271.96453857421875,192.5467529296875,83,200,4778,558,200,0,31,30,22,0,0
70,0.5,0.7,291.8281555175781,208.62294006347656,101,200,4770,565,200,0,64,16,21,0,0
71,0.5,0.6,230.47731018066406,221.5813446044922,78,201,4807,583,201,0,16,57,5,0,0
72,0.5,0.7,241.7227325439453,190.44122314453125,118,201,4784,536,201,0,32,64,22,0,0
73,0.5,0.7,282.2756042480469,192.25106811523438,101,203,4911,544,203,0,48,32,21,0,0
74,0.5,0.8,369.3945007324219,245.59722900390625,56,202,4860,562,202,0,16,15,25,0,0
75,0.5,0.4,266.6635437011719,226.286865234375,53,202,4852,546,202,0,16,16,21,0,0
76,0.5,0.7,270.2429504394531,199.30271911621094,105,201,4734,529,201,0,32,62,11,0,0
77,0.5,0.4,320.6120910644531,229.53839111328125,98,203,4857,563,203,0,47,30,21,0,0
78,0.5,0.8,253.14610290527344,185.11184692382812,110,203,4909,565,203,0,32,73,5,0,0
79,0.5,0.5,293.1092529296875,234.39627075195312,85,207,4937,550,207,0,16,48,21,0,0
80,0.5,0.5,302.6430969238281,198.67648315429688,99,200,4769,537,200,0,47,30,22,0,0
