query_id,shift,recall,entry_point_distance,base_layer_entry_distance,upper_layer_dist_comps,base_layer_visited,base_layer_dist_comps,candidates_remaining,trace_length,layer_0_visits,layer_1_visits,layer_2_visits,layer_3_visits,layer_4_visits,layer_5_visits
109,in_distribution,0.8,234.2880401611328,175.06460571289062,84,200,4703,514,200,0,48,16,20,0,0
110,in_distribution,0.5,209.51524353027344,184.64695739746094,35,203,4842,582,203,0,15,11,9,0,0
111,in_distribution,0.9,282.7403564453125,187.62481689453125,72,203,4925,550,203,0,15,25,32,0,0
112,in_distribution,0.8,242.7821502685547,164.9309539794922,69,201,4855,567,201,0,16,28,25,0,0
113,in_distribution,0.7,279.5534362792969,161.44708251953125,72,200,4800,553,200,0,45,8,19,0,0
114,in_distribution,1.0,199.61524963378906,153.08255004882812,90,201,4823,542,201,0,16,31,43,0,0
115,in_distribution,0.6,287.0499572753906,175.25253295898438,70,206,5024,580,206,0,32,16,22,0,0
116,in_distribution,0.8,266.4609375,188.40843200683594,109,200,4831,522,200,0,48,36,25,0,0
117,in_distribution,0.7,253.5777587890625,169.6276092529297,82,200,4811,539,200,0,48,16,18,0,0
118,in_distribution,0.8,265.62451171875,168.1542510986328,81,201,4873,588,201,0,16,48,17,0,0
119,in_distribution,0.7,321.4545593261719,195.9939727783203,65,202,4812,517,202,0,15,32,18,0,0
120,in_distribution,0.8,279.54443359375,156.56646728515625,92,200,4949,510,200,0,32,32,28,0,0
121,in_distribution,0.8,222.91619873046875,166.3928680419922,102,215,5155,598,215,0,64,16,22,0,0
122,in_distribution,0.8,252.77508544921875,165.46359252929688,108,204,4930,566,204,0,32,55,21,0,0
123,in_distribution,0.8,237.66551208496094,168.97994995117188,82,201,4920,576,201,0,16,26,40,0,0
124,in_distribution,0.7,290.29345703125,184.46359252929688,58,200,4795,527,200,0,32,15,11,0,0
125,in_distribution,0.6,317.0718688964844,183.00535583496094,73,201,4841,535,201,0,32,31,10,0,0
126,in_distribution,0.9,263.2095947265625,190.46548461914062,92,200,4690,523,200,0,32,32,28,0,0
127,in_distribution,0.7,245.0093231201172,186.59690856933594,58,204,4869,603,204,0,16,25,17,0,0
128,in_distribution,0.7,208.88307189941406,166.9742431640625,43,201,4778,519,201,0,15,11,17,0,0
129,in_distribution,0.6,263.7344665527344,173.136474609375,54,201,4915,547,201,0,16,16,22,0,0
130,in_distribution,0.6,273.9297790527344,206.809326171875,72,201,4964,562,201,0,32,31,9,0,0
131,in_distribution,0.8,247.59637451171875,178.9974822998047,87,207,5051,541,207,0,16,45,26,0,0
132,in_distribution,0.8,244.1036376953125,166.17648315429688,103,200,4902,535,200,0,48,25,30,0,0
133,in_distribution,0.8,245.6793670654297,152.88638305664062,97,201,4866,520,201,0,32,28,37,0,0
134,in_distribution,0.5,267.0433654785156,181.17327880859375,50,202,4884,602,202,0,16,16,18,0,0
135,in_distribution,0.7,271.23529052734375,179.1385955810547,86,202,4942,542,202,0,16,61,9,0,0
136,in_distribution,0.7,259.2597351074219,212.478759765625,54,206,4833,550,206,0,16,16,22,0,0
137,in_distribution,0.8,317.865478515625,197.95338439941406,77,203,4800,582,203,0,16,41,20,0,0
138,in_distribution,0.7,245.1397247314453,164.8693389892578,81,200,4752,557,200,0,31,30,20,0,0
139,in_distribution,0.5,242.60389709472656,176.76727294921875,93,200,4873,567,200,0,48,40,5,0,0
140,in_distribution,1.0,245.14918518066406,171.28143310546875,92,200,4899,582,200,0,32,39,21,0,0
141,in_distribution,0.9,293.69622802734375,198.0037078857422,83,206,4911,492,206,0,32,28,23,0,0
142,in_distribution,0.9,269.212158203125,192.28187561035156,91,201,4907,550,201,0,16,45,30,0,0
143,in_distribution,0.8,275.10589599609375,189.957763671875,66,207,4978,542,207,0,16,41,9,0,0
144,in_distribution,0.9,330.9309387207031,190.87969970703125,85,201,4895,519,201,0,32,31,22,0,0
145,in_distribution,0.8,275.4371337890625,193.92764282226562,85,201,4771,556,201,0,16,42,27,0,0
146,in_distribution,0.6,243.12571716308594,171.60598754882812,116,200,4824,561,200,0,48,31,37,0,0
147,in_distribution,0.7,274.0947570800781,174.88201904296875,85,202,4922,569,202,0,32,31,22,0,0
148,in_distribution,0.7,250.79461669921875,174.41307067871094,42,202,4811,559,202,0,16,15,11,0,0
149,in_distribution,0.7,253.82766723632812,172.22885131835938,76,219,5209,537,219,0,32,23,21,0,0
150,in_distribution,0.6,245.11273193359375,160.8295440673828,90,201,4830,596,201,0,16,31,43,0,0
151,in_distribution,0.8,294.7681884765625,181.2679443359375,92,200,4726,535,200,0,48,23,21,0,0
152,in_distribution,0.6,246.6388702392578,172.15118408203125,69,200,4764,478,200,0,32,12,25,0,0
153,in_distribution,0.8,260.2861328125,184.60813903808594,87,207,4953,553,207,0,32,46,9,0,0
154,in_distribution,0.2,305.6619567871094,220.0330352783203,50,207,4984,574,207,0,16,16,18,0,0
155,in_distribution,0.6,270.84161376953125,193.57122802734375,76,202,4791,547,202,0,32,25,19,0,0
156,in_distribution,1.0,228.2267608642578,136.72543334960938,63,200,4750,513,200,0,16,19,28,0,0
157,in_distribution,0.7,303.9420166015625,196.9307403564453,77,200,4895,527,200,0,16,27,34,0,0
158,in_distribution,0.5,229.96493530273438,189.4435272216797,56,202,4994,605,202,0,32,15,9,0,0
159,in_distribution,0.5,281.96246337890625,190.98089599609375,84,200,4955,595,200,0,32,32,20,0,0
160,in_distribution,0.3,246.10389709472656,191.19825744628906,54,203,4826,548,203,0,14,30,10,0,0
161,in_distribution,0.5,312.85284423828125,209.34466552734375,86,200,4866,533,200,0,48,16,22,0,0
162,in_distribution,0.8,213.2189483642578,190.7789306640625,61,200,4796,579,200,0,47,9,5,0,0
163,in_distribution,0.8,250.2880096435547,176.59202575683594,96,201,4861,591,201,0,32,32,32,0,0
164,in_distribution,0.9,261.7605895996094,165.1104278564453,116,201,4908,523,201,0,48,57,11,0,0
165,in_distribution,0.7,220.01626586914062,175.56881713867188,54,202,4827,564,202,0,16,16,22,0,0
166,in_distribution,0.8,258.0494079589844,188.00457763671875,89,200,4708,555,200,0,64,15,10,0,0
167,in_distribution,0.6,334.31134033203125,186.6083221435547,103,207,4943,538,207,0,32,60,11,0,0
168,in_distribution,0.5,324.7484436035156,177.15469360351562,82,200,4953,496,200,0,48,16,18,0,0
169,in_distribution,0.7,269.32769775390625,166.03945922851562,92,201,4944,545,201,0,32,43,17,0,0
170,in_distribution,0.6,260.49053955078125,147.28709411621094,71,201,4859,501,201,0,16,28,27,0,0
171,in_distribution,0.2,295.2538757324219,191.26353454589844,89,202,4872,538,202,0,32,32,25,0,0
172,in_distribution,0.7,264.2758483886719,178.5207061767578,107,201,4856,523,201,0,59,26,22,0,0
173,in_distribution,0.7,250.90773010253906,161.82693481445312,116,200,4916,513,200,0,32,47,37,0,0
174,in_distribution,0.5,264.88775634765625,174.57476806640625,74,200,4863,567,200,0,16,47,11,0,0
175,in_distribution,0.9,302.8764343261719,199.36117553710938,81,201,4882,577,201,0,31,41,9,0,0
176,in_distribution,0.7,268.4891052246094,157.69235229492188,64,200,4926,568,200,0,15,32,17,0,0
177,in_distribution,0.8,263.6153869628906,190.62620544433594,69,201,4918,531,201,0,28,8,33,0,0
178,in_distribution,0.8,318.69403076171875,177.6991729736328,108,201,4797,546,201,0,32,59,17,0,0
179,in_distribution,0.8,259.97564697265625,181.39991760253906,100,205,4982,481,205,0,64,16,20,0,0
180,in_distribution,0.7,291.47784423828125,206.53515625,65,201,4805,532,201,0,32,16,17,0,0
181,in_distribution,0.7,243.5377197265625,201.27328491210938,57,205,5015,553,205,0,29,7,21,0,0
182,in_distribution,0.7,280.8030090332031,198.46240234375,75,204,4854,549,204,0,15,32,28,0,0
183,in_distribution,0.8,267.9986877441406,164.578125,69,207,4979,530,207,0,16,31,22,0,0
184,in_distribution,0.7,290.90338134765625,189.8567657470703,72,203,4899,515,203,0,16,26,30,0,0
185,in_distribution,0.7,294.1819763183594,203.2025604248047,87,200,4807,562,200,0,16,61,10,0,0
186,in_distribution,0.7,275.2892150878906,199.72850036621094,52,207,4971,586,207,0,16,16,20,0,0
187,in_distribution,0.9,275.32159423828125,202.59869384765625,62,203,4892,552,203,0,10,25,27,0,0
188,in_distribution,0.7,280.2745056152344,145.97586059570312,140,202,4995,543,202,0,48,71,21,0,0
189,in_distribution,0.6,319.5314025878906,197.14117431640625,84,202,4812,572,202,0,32,32,20,0,0
190,in_distribution,0.8,290.54754638671875,177.4315185546875,132,200,4790,522,200,0,32,62,38,0,0
191,in_distribution,0.7,242.76141357421875,168.86334228515625,107,200,4679,548,200,0,64,13,30,0,0
192,in_distribution,0.5,308.627197265625,181.41500854492188,82,200,4832,531,200,0,38,27,17,0,0
193,in_distribution,0.7,269.4061584472656,146.75302124023438,76,203,4845,554,203,0,16,41,19,0,0
194,in_distribution,0.4,246.7719268798828,178.52444458007812,112,201,4852,561,201,0,48,32,32,0,0
195,in_distribution,0.7,282.0584716796875,199.53578186035156,53,204,4907,542,204,0,13,31,9,0,0
196,in_distribution,0.5,250.4861297607422,174.10977172851562,99,202,4862,527,202,0,32,56,11,0,0
197,in_distribution,0.6,235.16989135742188,167.77891540527344,82,200,4829,569,200,0,32,32,18,0,0
198,in_distribution,0.5,264.8368835449219,177.39804077148438,85,201,4927,523,201,0,32,31,22,0,0
199,in_distribution,0.5,301.0693054199219,188.3965301513672,119,202,4867,549,202,0,80,13,26,0,0
0,covariance_shift,0.2,436.4479675292969,363.58074951171875,67,210,4867,582,210,0,16,31,20,0,0
1,covariance_shift,0.3,443.9766845703125,339.036865234375,103,201,4851,528,201,0,32,46,25,0,0
2,covariance_shift,0.6,448.93695068359375,345.7812805175781,81,214,4955,543,214,0,48,16,17,0,0
3,covariance_shift,0.6,396.2569274902344,356.09149169921875,45,201,4743,577,201,0,31,9,5,0,0
4,covariance_shift,0.7,583.728515625,410.5907287597656,68,200,4612,557,200,0,32,16,20,0,0
5,covariance_shift,0.4,498.2392883300781,360.1263427734375,79,207,4823,547,207,0,16,38,25,0,0
6,covariance_shift,0.6,413.9244079589844,330.29522705078125,81,207,4795,607,207,0,13,46,22,0,0
7,covariance_shift,0.5,399.4371337890625,304.09893798828125,56,205,4862,527,205,0,16,31,9,0,0
8,covariance_shift,0.3,466.6448059082031,371.7379455566406,52,200,4713,632,200,0,29,10,13,0,0
9,covariance_shift,0.4,460.068115234375,360.2865295410156,88,204,4695,547,204,0,43,25,20,0,0
10,covariance_shift,0.6,449.3124694824219,324.4908142089844,68,203,4766,573,203,0,16,31,21,0,0
11,covariance_shift,0.4,468.3169250488281,316.8529968261719,93,200,4736,541,200,0,32,43,18,0,0
12,covariance_shift,0.7,357.7715759277344,297.5536804199219,42,202,4731,616,202,0,16,15,11,0,0
13,covariance_shift,0.6,489.9891662597656,340.7581787109375,68,201,4715,562,201,0,16,27,25,0,0
14,covariance_shift,0.4,517.4829711914062,430.6805419921875,74,214,4888,598,214,0,48,15,11,0,0
15,covariance_shift,0.5,532.4412841796875,321.3128967285156,83,215,5117,558,215,0,30,15,38,0,0
16,covariance_shift,0.4,464.9373779296875,378.66290283203125,87,204,4707,561,204,0,32,50,5,0,0
17,covariance_shift,0.7,519.5191650390625,374.4462585449219,98,200,4509,582,200,0,32,46,20,0,0
18,covariance_shift,0.6,547.294677734375,398.9274597167969,150,224,5083,629,224,0,80,59,11,0,0
19,covariance_shift,0.8,459.56787109375,346.66217041015625,76,201,4690,549,201,0,16,43,17,0,0
20,covariance_shift,0.6,598.8621826171875,409.5530090332031,81,202,4591,578,202,0,29,30,22,0,0
21,covariance_shift,0.4,467.93682861328125,383.8749694824219,76,211,5017,595,211,0,16,39,21,0,0
22,covariance_shift,0.6,418.6123352050781,266.9613952636719,73,206,4967,540,206,0,16,47,10,0,0
23,covariance_shift,0.6,710.20458984375,558.3699951171875,76,204,4709,565,204,0,16,40,20,0,0
24,covariance_shift,0.8,388.212158203125,288.4819641113281,88,202,4798,573,202,0,13,43,32,0,0
25,covariance_shift,0.4,393.939697265625,277.74993896484375,97,202,4679,523,202,0,32,28,37,0,0
26,covariance_shift,0.8,504.89044189453125,310.0834655761719,103,200,4619,569,200,0,64,29,10,0,0
27,covariance_shift,0.3,472.3213806152344,337.9234924316406,84,203,4787,540,203,0,32,32,20,0,0
28,covariance_shift,0.3,516.4051513671875,352.2129821777344,67,214,5130,596,214,0,16,31,20,0,0
29,covariance_shift,0.5,525.8284912109375,381.84075927734375,86,205,4744,592,205,0,16,40,30,0,0
30,covariance_shift,0.6,558.7139282226562,404.9834289550781,90,202,4672,561,202,0,31,50,9,0,0
31,covariance_shift,0.6,492.13714599609375,338.65020751953125,68,207,4807,578,207,0,16,31,21,0,0
32,covariance_shift,0.6,548.5703125,401.8653564453125,40,204,4771,648,204,0,16,15,9,0,0
33,covariance_shift,0.3,418.1663513183594,341.4068908691406,82,200,4703,524,200,0,32,32,18,0,0
34,covariance_shift,0.4,450.0780334472656,369.696533203125,68,203,4720,538,203,0,29,26,13,0,0
35,covariance_shift,0.5,521.6067504882812,400.63409423828125,54,208,4943,564,208,0,16,16,22,0,0
36,covariance_shift,0.8,401.2599792480469,287.31622314453125,99,201,4530,551,201,0,32,39,28,0,0
37,covariance_shift,0.6,468.9544677734375,358.9931335449219,74,203,4795,585,203,0,16,47,11,0,0
38,covariance_shift,0.3,482.3514404296875,329.8760986328125,74,204,4830,522,204,0,32,31,11,0,0
39,covariance_shift,0.6,511.7449951171875,347.9360656738281,100,202,4796,549,202,0,64,16,20,0,0
40,covariance_shift,0.4,552.054931640625,404.6141052246094,65,204,4952,577,204,0,16,40,9,0,0
41,covariance_shift,0.5,519.6887817382812,422.538818359375,70,203,4831,594,203,0,32,22,16,0,0
42,covariance_shift,0.7,387.4292297363281,260.3603515625,58,204,4896,626,204,0,32,15,11,0,0
43,covariance_shift,0.5,423.8002014160156,344.8951416015625,69,206,4679,546,206,0,48,16,5,0,0
44,covariance_shift,0.5,397.028564453125,278.1343994140625,112,201,4631,572,201,0,32,44,36,0,0
45,covariance_shift,0.5,444.5741882324219,336.5643310546875,86,202,4758,589,202,0,59,12,15,0,0
46,covariance_shift,0.4,528.1763305664062,418.25921630859375,56,234,5269,582,234,0,32,15,9,0,0
47,covariance_shift,0.5,521.6087036132812,390.6750183105469,70,200,4784,560,200,0,16,44,10,0,0
48,covariance_shift,0.4,441.58453369140625,441.58453369140625,29,201,4827,567,201,0,15,9,5,0,0
49,covariance_shift,0.6,482.7528076171875,351.3502502441406,66,203,4890,599,203,0,19,17,30,0,0
50,covariance_shift,0.2,520.0916137695312,382.4317932128906,74,200,4677,555,200,0,16,47,11,0,0
51,covariance_shift,0.4,557.8012084960938,390.8142395019531,52,202,4663,603,202,0,16,16,20,0,0
52,covariance_shift,0.4,439.2878112792969,309.9631652832031,90,203,4768,589,203,0,16,63,11,0,0
53,covariance_shift,0.5,486.92083740234375,343.5008850097656,85,200,4697,572,200,0,48,16,21,0,0
54,covariance_shift,0.5,433.0438537597656,266.8680419921875,114,200,4721,549,200,0,63,22,29,0,0
55,covariance_shift,0.4,600.0648803710938,450.600830078125,71,203,4662,529,203,0,32,26,13,0,0
56,covariance_shift,0.4,495.404052734375,339.0047607421875,60,201,4704,524,201,0,16,23,21,0,0
57,covariance_shift,0.6,601.1090087890625,419.28094482421875,99,204,4750,619,204,0,32,56,11,0,0
58,covariance_shift,0.6,429.6694030761719,320.78173828125,62,209,4995,581,209,0,11,40,11,0,0
59,covariance_shift,0.4,534.2227783203125,407.3482971191406,81,203,4814,586,203,0,48,16,17,0,0
60,covariance_shift,0.6,450.7975769042969,329.27947998046875,104,200,4754,563,200,0,46,47,11,0,0
61,covariance_shift,0.9,374.07037353515625,248.35816955566406,57,201,4678,557,201,0,16,15,26,0,0
62,covariance_shift,0.6,488.7711181640625,405.2322082519531,82,201,4613,566,201,0,56,15,11,0,0
63,covariance_shift,0.4,462.900146484375,395.49951171875,74,201,4565,524,201,0,32,31,11,0,0
64,covariance_shift,0.2,606.0267944335938,448.9068298339844,86,202,4826,567,202,0,16,49,21,0,0
65,covariance_shift,0.3,447.5279541015625,296.7076721191406,83,200,4740,580,200,0,31,30,22,0,0
66,covariance_shift,0.4,500.50567626953125,352.8885498046875,115,201,4798,607,201,0,16,62,37,0,0
67,covariance_shift,0.6,509.0959777832031,392.5198669433594,72,208,4829,551,208,0,16,47,9,0,0
68,covariance_shift,0.3,529.9769897460938,373.4724426269531,100,200,4553,574,200,0,62,27,11,0,0
