update_n,reason,edges_added,total_edges,pool_size,mean_bl_entry,bl_threshold,ef
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,10
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,10
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,10
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,10
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,10
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,10
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,10
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,10
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,10
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,10
52,bl_entry 14018.72 > 10183.61,0,58,18,14018.7151953125,10183.606165466308,10
53,bl_entry 14081.96 > 10183.61,0,58,18,14081.96076171875,10183.606165466308,10
1,bl_entry 10192.70 > 10183.61,13,13,5,10192.697904052735,10183.606165466308,20
2,bl_entry 10226.00 > 10183.61,1,14,5,10226.00172241211,10183.606165466308,20
3,bl_entry 10296.98 > 10183.61,1,15,6,10296.980356445312,10183.606165466308,20
4,bl_entry 10221.68 > 10183.61,1,16,7,10221.675400390624,10183.606165466308,20
5,bl_entry 10232.59 > 10183.61,2,18,7,10232.587639160156,10183.606165466308,20
6,bl_entry 10235.82 > 10183.61,6,24,9,10235.820615234376,10183.606165466308,20
7,bl_entry 10229.28 > 10183.61,3,27,11,10229.279506835937,10183.606165466308,20
8,bl_entry 10204.63 > 10183.61,4,31,11,10204.628010253906,10183.606165466308,20
9,bl_entry 10186.55 > 10183.61,6,37,13,10186.553356933593,10183.606165466308,20
10,bl_entry 10281.02 > 10183.61,2,39,13,10281.02301513672,10183.606165466308,20
11,bl_entry 10189.05 > 10183.61,1,40,14,10189.05354248047,10183.606165466308,20
12,bl_entry 10263.10 > 10183.61,0,40,14,10263.103322753906,10183.606165466308,20
13,bl_entry 10191.10 > 10183.61,5,45,14,10191.101369628906,10183.606165466308,20
14,bl_entry 10201.34 > 10183.61,7,52,14,10201.340100097656,10183.606165466308,20
15,bl_entry 10570.54 > 10183.61,0,52,14,10570.5428515625,10183.606165466308,20
16,bl_entry 11013.08 > 10183.61,0,52,14,11013.078959960938,10183.606165466308,20
17,bl_entry 11333.31 > 10183.61,1,53,14,11333.307783203125,10183.606165466308,20
18,bl_entry 11402.63 > 10183.61,1,54,14,11402.629216308595,10183.606165466308,20
19,bl_entry 11349.15 > 10183.61,0,54,15,11349.150031738282,10183.606165466308,20
20,bl_entry 11542.18 > 10183.61,0,54,15,11542.180166015625,10183.606165466308,20
21,bl_entry 11370.19 > 10183.61,1,55,15,11370.189245605468,10183.606165466308,20
22,bl_entry 11412.17 > 10183.61,0,55,15,11412.171188964843,10183.606165466308,20
23,bl_entry 11400.76 > 10183.61,0,55,15,11400.762145996094,10183.606165466308,20
24,bl_entry 11235.11 > 10183.61,0,55,15,11235.106857910156,10183.606165466308,20
25,bl_entry 11456.39 > 10183.61,0,55,16,11456.385017089844,10183.606165466308,20
26,bl_entry 11364.72 > 10183.61,0,55,16,11364.715366210938,10183.606165466308,20
27,bl_entry 11423.26 > 10183.61,0,55,16,11423.259948730469,10183.606165466308,20
28,bl_entry 11460.86 > 10183.61,0,55,16,11460.858344726563,10183.606165466308,20
29,bl_entry 11409.93 > 10183.61,0,55,16,11409.92905517578,10183.606165466308,20
30,bl_entry 11355.34 > 10183.61,1,56,16,11355.337092285155,10183.606165466308,20
31,bl_entry 11304.62 > 10183.61,1,57,16,11304.621936035157,10183.606165466308,20
32,bl_entry 11114.51 > 10183.61,0,57,16,11114.506716308593,10183.606165466308,20
33,bl_entry 11073.57 > 10183.61,0,57,16,11073.568110351562,10183.606165466308,20
34,bl_entry 11543.08 > 10183.61,1,58,16,11543.084675292968,10183.606165466308,20
35,bl_entry 12277.33 > 10183.61,0,58,16,12277.325200195313,10183.606165466308,20
36,bl_entry 13083.49 > 10183.61,0,58,17,13083.49443359375,10183.606165466308,20
37,bl_entry 13834.82 > 10183.61,0,58,17,13834.817998046876,10183.606165466308,20
38,bl_entry 14177.89 > 10183.61,0,58,18,14177.889907226563,10183.606165466308,20
39,bl_entry 14203.99 > 10183.61,0,58,18,14203.985712890624,10183.606165466308,20
40,bl_entry 14336.07 > 10183.61,0,58,18,14336.066645507812,10183.606165466308,20
41,bl_entry 14223.38 > 10183.61,0,58,18,14223.377119140625,10183.606165466308,20
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,20
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,20
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,20
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,20
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,20
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,20
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,20
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,20
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,20
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,20
52,bl_entry 14018.72 > 10183.61,0,58,18,14018.7151953125,10183.606165466308,20
53,bl_entry 14081.96 > 10183.61,0,58,18,14081.96076171875,10183.606165466308,20
1,bl_entry 10192.70 > 10183.61,13,13,5,10192.697904052735,10183.606165466308,50
2,bl_entry 10226.00 > 10183.61,1,14,5,10226.00172241211,10183.606165466308,50
3,bl_entry 10296.98 > 10183.61,1,15,6,10296.980356445312,10183.606165466308,50
4,bl_entry 10221.68 > 10183.61,1,16,7,10221.675400390624,10183.606165466308,50
5,bl_entry 10232.59 > 10183.61,2,18,7,10232.587639160156,10183.606165466308,50
6,bl_entry 10235.82 > 10183.61,6,24,9,10235.820615234376,10183.606165466308,50
7,bl_entry 10229.28 > 10183.61,3,27,11,10229.279506835937,10183.606165466308,50
8,bl_entry 10204.63 > 10183.61,4,31,11,10204.628010253906,10183.606165466308,50
9,bl_entry 10186.55 > 10183.61,6,37,13,10186.553356933593,10183.606165466308,50
10,bl_entry 10281.02 > 10183.61,2,39,13,10281.02301513672,10183.606165466308,50
11,bl_entry 10189.05 > 10183.61,1,40,14,10189.05354248047,10183.606165466308,50
12,bl_entry 10263.10 > 10183.61,0,40,14,10263.103322753906,10183.606165466308,50
13,bl_entry 10191.10 > 10183.61,5,45,14,10191.101369628906,10183.606165466308,50
14,bl_entry 10201.34 > 10183.61,7,52,14,10201.340100097656,10183.606165466308,50
15,bl_entry 10570.54 > 10183.61,0,52,14,10570.5428515625,10183.606165466308,50
16,bl_entry 11013.08 > 10183.61,0,52,14,11013.078959960938,10183.606165466308,50
17,bl_entry 11333.31 > 10183.61,1,53,14,11333.307783203125,10183.606165466308,50
18,bl_entry 11402.63 > 10183.61,1,54,14,11402.629216308595,10183.606165466308,50
19,bl_entry 11349.15 > 10183.61,0,54,15,11349.150031738282,10183.606165466308,50
20,bl_entry 11542.18 > 10183.61,0,54,15,11542.180166015625,10183.606165466308,50
21,bl_entry 11370.19 > 10183.61,1,55,15,11370.189245605468,10183.606165466308,50
22,bl_entry 11412.17 > 10183.61,0,55,15,11412.171188964843,10183.606165466308,50
23,bl_entry 11400.76 > 10183.61,0,55,15,11400.762145996094,10183.606165466308,50
24,bl_entry 11235.11 > 10183.61,0,55,15,11235.106857910156,10183.606165466308,50
25,bl_entry 11456.39 > 10183.61,0,55,16,11456.385017089844,10183.606165466308,50
26,bl_entry 11364.72 > 10183.61,0,55,16,11364.715366210938,10183.606165466308,50
27,bl_entry 11423.26 > 10183.61,0,55,16,11423.259948730469,10183.606165466308,50
28,bl_entry 11460.86 > 10183.61,0,55,16,11460.858344726563,10183.606165466308,50
29,bl_entry 11409.93 > 10183.61,0,55,16,11409.92905517578,10183.606165466308,50
30,bl_entry 11355.34 > 10183.61,1,56,16,11355.337092285155,10183.606165466308,50
31,bl_entry 11304.62 > 10183.61,1,57,16,11304.621936035157,10183.606165466308,50
32,bl_entry 11114.51 > 10183.61,0,57,16,11114.506716308593,10183.606165466308,50
33,bl_entry 11073.57 > 10183.61,0,57,16,11073.568110351562,10183.606165466308,50
34,bl_entry 11543.08 > 10183.61,1,58,16,11543.084675292968,10183.606165466308,50
35,bl_entry 12277.33 > 10183.61,0,58,16,12277.325200195313,10183.606165466308,50
36,bl_entry 13083.49 > 10183.61,0,58,17,13083.49443359375,10183.606165466308,50
37,bl_entry 13834.82 > 10183.61,0,58,17,13834.817998046876,10183.606165466308,50
38,bl_entry 14177.89 > 10183.61,0,58,18,14177.889907226563,10183.606165466308,50
39,bl_entry 14203.99 > 10183.61,0,58,18,14203.985712890624,10183.606165466308,50
40,bl_entry 14336.07 > 10183.61,0,58,18,14336.066645507812,10183.606165466308,50
41,bl_entry 14223.38 > 10183.61,0,58,18,14223.377119140625,10183.606165466308,50
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,50
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,50
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,50
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,50
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,50
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,50
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,50
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,50
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,50
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,50
52,bl_entry 14018.72 > 10183.61,0,58,18,14018.7151953125,10183.606165466308,50
53,bl_entry 14081.96 > 10183.61,0,58,18,14081.96076171875,10183.606165466308,50
1,bl_entry 10192.70 > 10183.61,13,13,5,10192.697904052735,10183.606165466308,100
2,bl_entry 10226.00 > 10183.61,1,14,5,10226.00172241211,10183.606165466308,100
3,bl_entry 10296.98 > 10183.61,1,15,6,10296.980356445312,10183.606165466308,100
4,bl_entry 10221.68 > 10183.61,1,16,7,10221.675400390624,10183.606165466308,100
5,bl_entry 10232.59 > 10183.61,2,18,7,10232.587639160156,10183.606165466308,100
6,bl_entry 10235.82 > 10183.61,6,24,9,10235.820615234376,10183.606165466308,100
7,bl_entry 10229.28 > 10183.61,3,27,11,10229.279506835937,10183.606165466308,100
8,bl_entry 10204.63 > 10183.61,4,31,11,10204.628010253906,10183.606165466308,100
9,bl_entry 10186.55 > 10183.61,6,37,13,10186.553356933593,10183.606165466308,100
10,bl_entry 10281.02 > 10183.61,2,39,13,10281.02301513672,10183.606165466308,100
11,bl_entry 10189.05 > 10183.61,1,40,14,10189.05354248047,10183.606165466308,100
12,bl_entry 10263.10 > 10183.61,0,40,14,10263.103322753906,10183.606165466308,100
13,bl_entry 10191.10 > 10183.61,5,45,14,10191.101369628906,10183.606165466308,100
14,bl_entry 10201.34 > 10183.61,7,52,14,10201.340100097656,10183.606165466308,100
15,bl_entry 10570.54 > 10183.61,0,52,14,10570.5428515625,10183.606165466308,100
16,bl_entry 11013.08 > 10183.61,0,52,14,11013.078959960938,10183.606165466308,100
17,bl_entry 11333.31 > 10183.61,1,53,14,11333.307783203125,10183.606165466308,100
18,bl_entry 11402.63 > 10183.61,1,54,14,11402.629216308595,10183.606165466308,100
19,bl_entry 11349.15 > 10183.61,0,54,15,11349.150031738282,10183.606165466308,100
20,bl_entry 11542.18 > 10183.61,0,54,15,11542.180166015625,10183.606165466308,100
21,bl_entry 11370.19 > 10183.61,1,55,15,11370.189245605468,10183.606165466308,100
22,bl_entry 11412.17 > 10183.61,0,55,15,11412.171188964843,10183.606165466308,100
23,bl_entry 11400.76 > 10183.61,0,55,15,11400.762145996094,10183.606165466308,100
24,bl_entry 11235.11 > 10183.61,0,55,15,11235.106857910156,10183.606165466308,100
25,bl_entry 11456.39 > 10183.61,0,55,16,11456.385017089844,10183.606165466308,100
26,bl_entry 11364.72 > 10183.61,0,55,16,11364.715366210938,10183.606165466308,100
27,bl_entry 11423.26 > 10183.61,0,55,16,11423.259948730469,10183.606165466308,100
28,bl_entry 11460.86 > 10183.61,0,55,16,11460.858344726563,10183.606165466308,100
29,bl_entry 11409.93 > 10183.61,0,55,16,11409.92905517578,10183.606165466308,100
30,bl_entry 11355.34 > 10183.61,1,56,16,11355.337092285155,10183.606165466308,100
31,bl_entry 11304.62 > 10183.61,1,57,16,11304.621936035157,10183.606165466308,100
32,bl_entry 11114.51 > 10183.61,0,57,16,11114.506716308593,10183.606165466308,100
33,bl_entry 11073.57 > 10183.61,0,57,16,11073.568110351562,10183.606165466308,100
34,bl_entry 11543.08 > 10183.61,1,58,16,11543.084675292968,10183.606165466308,100
35,bl_entry 12277.33 > 10183.61,0,58,16,12277.325200195313,10183.606165466308,100
36,bl_entry 13083.49 > 10183.61,0,58,17,13083.49443359375,10183.606165466308,100
37,bl_entry 13834.82 > 10183.61,0,58,17,13834.817998046876,10183.606165466308,100
38,bl_entry 14177.89 > 10183.61,0,58,18,14177.889907226563,10183.606165466308,100
39,bl_entry 14203.99 > 10183.61,0,58,18,14203.985712890624,10183.606165466308,100
40,bl_entry 14336.07 > 10183.61,0,58,18,14336.066645507812,10183.606165466308,100
41,bl_entry 14223.38 > 10183.61,0,58,18,14223.377119140625,10183.606165466308,100
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,100
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,100
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,100
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,100
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,100
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,100
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,100
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,100
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,100
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,100
52,bl_entry 14018.72 > 10183.61,0,58,18,14018.7151953125,10183.606165466308,100
53,bl_entry 14081.96 > 10183.61,0,58,18,14081.96076171875,10183.606165466308,100
1,bl_entry 10192.70 > 10183.61,13,13,5,10192.697904052735,10183.606165466308,200
2,bl_entry 10226.00 > 10183.61,1,14,5,10226.00172241211,10183.606165466308,200
3,bl_entry 10296.98 > 10183.61,1,15,6,10296.980356445312,10183.606165466308,200
4,bl_entry 10221.68 > 10183.61,1,16,7,10221.675400390624,10183.606165466308,200
5,bl_entry 10232.59 > 10183.61,2,18,7,10232.587639160156,10183.606165466308,200
6,bl_entry 10235.82 > 10183.61,6,24,9,10235.820615234376,10183.606165466308,200
7,bl_entry 10229.28 > 10183.61,3,27,11,10229.279506835937,10183.606165466308,200
8,bl_entry 10204.63 > 10183.61,4,31,11,10204.628010253906,10183.606165466308,200
9,bl_entry 10186.55 > 10183.61,6,37,13,10186.553356933593,10183.606165466308,200
10,bl_entry 10281.02 > 10183.61,2,39,13,10281.02301513672,10183.606165466308,200
11,bl_entry 10189.05 > 10183.61,1,40,14,10189.05354248047,10183.606165466308,200
12,bl_entry 10263.10 > 10183.61,0,40,14,10263.103322753906,10183.606165466308,200
13,bl_entry 10191.10 > 10183.61,5,45,14,10191.101369628906,10183.606165466308,200
14,bl_entry 10201.34 > 10183.61,7,52,14,10201.340100097656,10183.606165466308,200
15,bl_entry 10570.54 > 10183.61,0,52,14,10570.5428515625,10183.606165466308,200
16,bl_entry 11013.08 > 10183.61,0,52,14,11013.078959960938,10183.606165466308,200
17,bl_entry 11333.31 > 10183.61,1,53,14,11333.307783203125,10183.606165466308,200
18,bl_entry 11402.63 > 10183.61,1,54,14,11402.629216308595,10183.606165466308,200
19,bl_entry 11349.15 > 10183.61,0,54,15,11349.150031738282,10183.606165466308,200
20,bl_entry 11542.18 > 10183.61,0,54,15,11542.180166015625,10183.606165466308,200
21,bl_entry 11370.19 > 10183.61,1,55,15,11370.189245605468,10183.606165466308,200
22,bl_entry 11412.17 > 10183.61,0,55,15,11412.171188964843,10183.606165466308,200
23,bl_entry 11400.76 > 10183.61,0,55,15,11400.762145996094,10183.606165466308,200
24,bl_entry 11235.11 > 10183.61,0,55,15,11235.106857910156,10183.606165466308,200
25,bl_entry 11456.39 > 10183.61,0,55,16,11456.385017089844,10183.606165466308,200
26,bl_entry 11364.72 > 10183.61,0,55,16,11364.715366210938,10183.606165466308,200
27,bl_entry 11423.26 > 10183.61,0,55,16,11423.259948730469,10183.606165466308,200
28,bl_entry 11460.86 > 10183.61,0,55,16,11460.858344726563,10183.606165466308,200
29,bl_entry 11409.93 > 10183.61,0,55,16,11409.92905517578,10183.606165466308,200
30,bl_entry 11355.34 > 10183.61,1,56,16,11355.337092285155,10183.606165466308,200
31,bl_entry 11304.62 > 10183.61,1,57,16,11304.621936035157,10183.606165466308,200
32,bl_entry 11114.51 > 10183.61,0,57,16,11114.506716308593,10183.606165466308,200
33,bl_entry 11073.57 > 10183.61,0,57,16,11073.568110351562,10183.606165466308,200
34,bl_entry 11543.08 > 10183.61,1,58,16,11543.084675292968,10183.606165466308,200
35,bl_entry 12277.33 > 10183.61,0,58,16,12277.325200195313,10183.606165466308,200
36,bl_entry 13083.49 > 10183.61,0,58,17,13083.49443359375,10183.606165466308,200
37,bl_entry 13834.82 > 10183.61,0,58,17,13834.817998046876,10183.606165466308,200
38,bl_entry 14177.89 > 10183.61,0,58,18,14177.889907226563,10183.606165466308,200
39,bl_entry 14203.99 > 10183.61,0,58,18,14203.985712890624,10183.606165466308,200
40,bl_entry 14336.07 > 10183.61,0,58,18,14336.066645507812,10183.606165466308,200
41,bl_entry 14223.38 > 10183.61,0,58,18,14223.377119140625,10183.606165466308,200
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,200
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,200
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,200
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,200
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,200
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,200
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,200
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,200
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,200
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,200
52,bl_entry 14018.72 > 10183.61,0,58,18,14018.7151953125,10183.606165466308,200
53,bl_entry 14081.96 > 10183.61,0,58,18,14081.96076171875,10183.606165466308,200
1,bl_entry 10192.70 > 10183.61,13,13,5,10192.697904052735,10183.606165466308,500
2,bl_entry 10226.00 > 10183.61,1,14,5,10226.00172241211,10183.606165466308,500
3,bl_entry 10296.98 > 10183.61,1,15,6,10296.980356445312,10183.606165466308,500
4,bl_entry 10221.68 > 10183.61,1,16,7,10221.675400390624,10183.606165466308,500
5,bl_entry 10232.59 > 10183.61,2,18,7,10232.587639160156,10183.606165466308,500
6,bl_entry 10235.82 > 10183.61,6,24,9,10235.820615234376,10183.606165466308,500
7,bl_entry 10229.28 > 10183.61,3,27,11,10229.279506835937,10183.606165466308,500
8,bl_entry 10204.63 > 10183.61,4,31,11,10204.628010253906,10183.606165466308,500
9,bl_entry 10186.55 > 10183.61,6,37,13,10186.553356933593,10183.606165466308,500
10,bl_entry 10281.02 > 10183.61,2,39,13,10281.02301513672,10183.606165466308,500
11,bl_entry 10189.05 > 10183.61,1,40,14,10189.05354248047,10183.606165466308,500
12,bl_entry 10263.10 > 10183.61,0,40,14,10263.103322753906,10183.606165466308,500
13,bl_entry 10191.10 > 10183.61,5,45,14,10191.101369628906,10183.606165466308,500
14,bl_entry 10201.34 > 10183.61,7,52,14,10201.340100097656,10183.606165466308,500
15,bl_entry 10570.54 > 10183.61,0,52,14,10570.5428515625,10183.606165466308,500
16,bl_entry 11013.08 > 10183.61,0,52,14,11013.078959960938,10183.606165466308,500
17,bl_entry 11333.31 > 10183.61,1,53,14,11333.307783203125,10183.606165466308,500
18,bl_entry 11402.63 > 10183.61,1,54,14,11402.629216308595,10183.606165466308,500
19,bl_entry 11349.15 > 10183.61,0,54,15,11349.150031738282,10183.606165466308,500
20,bl_entry 11542.18 > 10183.61,0,54,15,11542.180166015625,10183.606165466308,500
21,bl_entry 11370.19 > 10183.61,1,55,15,11370.189245605468,10183.606165466308,500
22,bl_entry 11412.17 > 10183.61,0,55,15,11412.171188964843,10183.606165466308,500
23,bl_entry 11400.76 > 10183.61,0,55,15,11400.762145996094,10183.606165466308,500
24,bl_entry 11235.11 > 10183.61,0,55,15,11235.106857910156,10183.606165466308,500
25,bl_entry 11456.39 > 10183.61,0,55,16,11456.385017089844,10183.606165466308,500
26,bl_entry 11364.72 > 10183.61,0,55,16,11364.715366210938,10183.606165466308,500
27,bl_entry 11423.26 > 10183.61,0,55,16,11423.259948730469,10183.606165466308,500
28,bl_entry 11460.86 > 10183.61,0,55,16,11460.858344726563,10183.606165466308,500
29,bl_entry 11409.93 > 10183.61,0,55,16,11409.92905517578,10183.606165466308,500
30,bl_entry 11355.34 > 10183.61,1,56,16,11355.337092285155,10183.606165466308,500
31,bl_entry 11304.62 > 10183.61,1,57,16,11304.621936035157,10183.606165466308,500
32,bl_entry 11114.51 > 10183.61,0,57,16,11114.506716308593,10183.606165466308,500
33,bl_entry 11073.57 > 10183.61,0,57,16,11073.568110351562,10183.606165466308,500
34,bl_entry 11543.08 > 10183.61,1,58,16,11543.084675292968,10183.606165466308,500
35,bl_entry 12277.33 > 10183.61,0,58,16,12277.325200195313,10183.606165466308,500
36,bl_entry 13083.49 > 10183.61,0,58,17,13083.49443359375,10183.606165466308,500
37,bl_entry 13834.82 > 10183.61,0,58,17,13834.817998046876,10183.606165466308,500
38,bl_entry 14177.89 > 10183.61,0,58,18,14177.889907226563,10183.606165466308,500
39,bl_entry 14203.99 > 10183.61,0,58,18,14203.985712890624,10183.606165466308,500
40,bl_entry 14336.07 > 10183.61,0,58,18,14336.066645507812,10183.606165466308,500
41,bl_entry 14223.38 > 10183.61,0,58,18,14223.377119140625,10183.606165466308,500
42,bl_entry 14203.59 > 10183.61,0,58,18,14203.5925,10183.606165466308,500
43,bl_entry 14107.33 > 10183.61,0,58,18,14107.3259765625,10183.606165466308,500
44,bl_entry 14059.47 > 10183.61,0,58,18,14059.470107421876,10183.606165466308,500
45,bl_entry 14214.98 > 10183.61,0,58,18,14214.977924804687,10183.606165466308,500
46,bl_entry 14150.09 > 10183.61,0,58,18,14150.087841796874,10183.606165466308,500
47,bl_entry 14217.29 > 10183.61,0,58,18,14217.293149414063,10183.606165466308,500
48,bl_entry 14238.60 > 10183.61,0,58,18,14238.600146484376,10183.606165466308,500
49,bl_entry 14131.33 > 10183.61,0,58,18,14131.33322265625,10183.606165466308,500
50,bl_entry 14191.03 > 10183.61,0,58,18,14191.02775390625,10183.606165466308,500
51,bl_entry 14168.98 > 10183.61,0,58,18,14168.980288085937,10183.606165466308,500
