index_condition,query_condition,query_id,recall,entry_point_dist,base_layer_entry_dist,upper_layer_dist_computations,base_visited,base_dist_computations,candidates_remaining_at_termination,lb_trace_len,lb_trace_final,layer0_visits,layer1_visits,layer2_visits,layer3_visits,layer4_visits,layer5_visits,layer6_visits
incremental,in_distribution,33,0.0,2412.145264,1543.833862,135,28,852,72,28,1527.515137,0,48,16,32,31,8,0
incremental,in_distribution,34,0.0,2688.570312,1605.191406,104,27,842,73,27,1571.427002,0,16,16,32,32,8,0
incremental,in_distribution,35,0.0,2247.166016,1469.071289,147,31,912,68,31,1548.686035,0,48,32,32,27,8,0
incremental,in_distribution,36,0.1,2668.055176,1409.244995,120,32,974,74,32,1409.244995,0,16,32,32,32,8,0
incremental,in_distribution,37,0.1,2689.32373,1567.38269,152,24,729,75,24,1635.046265,0,16,80,16,32,8,0
incremental,in_distribution,38,0.2,2390.281982,1441.062378,153,34,1038,68,34,1445.661377,0,48,16,32,49,8,0
incremental,in_distribution,39,0.0,2176.091309,1585.582764,115,27,819,62,27,1506.101562,0,16,32,15,44,8,0
incremental,in_distribution,40,0.1,2551.0354,1552.053589,119,32,968,61,32,1610.203491,0,16,47,32,16,8,0
incremental,in_distribution,41,0.0,2380.358887,1395.86853,114,36,1085,75,36,1389.286133,0,32,16,32,26,8,0
incremental,in_distribution,42,0.0,2468.401367,1733.120361,131,25,775,76,25,1553.782349,0,48,16,16,43,8,0
incremental,in_distribution,43,0.0,2771.928711,1677.773926,88,25,756,67,25,1558.537231,0,16,32,16,16,8,0
incremental,in_distribution,44,0.0,2081.274658,1375.019897,99,26,772,59,26,1444.402222,0,16,32,15,28,8,0
incremental,in_distribution,45,0.0,2697.118652,1650.99585,157,29,865,89,29,1622.891602,0,16,32,32,69,8,0
incremental,in_distribution,46,0.0,2628.646729,1549.343628,168,27,833,63,27,1583.162476,0,48,16,80,16,8,0
incremental,in_distribution,47,0.0,2176.520264,1378.705933,83,28,861,74,28,1344.150513,0,16,16,16,27,8,0
incremental,in_distribution,48,0.0,2819.226074,1286.451782,129,32,985,69,32,1370.448364,0,32,16,32,41,8,0
incremental,in_distribution,49,0.0,2074.299561,1247.460449,147,25,771,62,25,1303.037231,0,48,16,32,43,8,0
incremental,in_distribution,50,0.1,2477.987549,1684.473389,87,26,784,76,26,1486.28418,0,16,16,16,31,8,0
incremental,in_distribution,51,0.0,2475.453125,1577.70752,130,31,925,69,31,1547.312988,0,32,32,32,26,8,0
incremental,in_distribution,52,0.0,2442.314941,1654.6521,117,35,1061,86,35,1619.63623,0,48,16,16,29,8,0
incremental,in_distribution,53,0.0,2470.284912,1625.402588,138,28,832,69,28,1610.675293,0,64,26,16,24,8,0
incremental,in_distribution,54,0.0,2406.57959,1297.595093,152,22,672,68,22,1394.097412,0,16,64,32,32,8,0
incremental,in_distribution,55,0.0,2489.2771,1644.042358,179,34,1046,71,34,1524.932983,0,48,32,48,43,8,0
incremental,in_distribution,56,0.1,2395.339844,1474.203857,176,24,707,60,24,1431.330811,0,16,48,46,58,8,0
incremental,in_distribution,57,0.0,2236.280029,1546.472168,160,25,758,65,25,1555.265747,0,48,32,48,24,8,0
incremental,in_distribution,58,0.0,2042.908081,1450.257446,167,26,795,63,26,1417.233398,0,48,16,48,47,8,0
incremental,in_distribution,59,0.0,2780.955566,1606.218872,88,32,987,74,32,1590.336182,0,16,16,32,16,8,0
incremental,in_distribution,60,0.2,2320.455811,1824.790771,156,25,724,72,25,1825.327637,0,48,16,48,36,8,0
incremental,in_distribution,61,0.0,2288.192871,1300.337769,149,24,744,53,24,1471.867188,0,32,32,16,61,8,0
incremental,in_distribution,62,0.1,2568.789307,1641.945312,129,21,639,58,21,1667.421509,0,30,16,47,28,8,0
incremental,in_distribution,63,0.0,3027.3125,1830.973022,135,22,680,68,22,1670.639038,0,16,78,16,17,8,0
incremental,in_distribution,64,0.0,2384.05249,1489.033325,113,22,667,70,22,1447.881592,0,16,16,32,41,8,0
incremental,in_distribution,65,0.0,2670.460693,1559.98584,136,30,923,76,30,1529.382812,0,48,16,32,32,8,0
incremental,in_distribution,66,0.1,2496.988525,1313.626221,109,26,780,75,26,1518.757202,0,16,16,62,7,8,0
incremental,in_distribution,67,0.0,2125.463135,1163.060547,88,20,620,64,20,1311.502075,0,16,16,32,16,8,0
incremental,in_distribution,68,0.0,2230.658936,1429.700317,147,27,834,65,27,1550.776978,0,48,16,32,43,8,0
incremental,in_distribution,69,0.0,2135.296143,1518.512695,104,23,684,65,23,1483.153442,0,32,16,16,32,8,0
incremental,in_distribution,70,0.0,2439.763184,1761.864014,135,25,764,68,25,1703.277954,0,16,16,64,31,8,0
incremental,in_distribution,71,0.0,2587.3479,1584.337158,115,23,689,62,23,1471.987061,0,16,48,15,28,8,0
incremental,in_distribution,72,0.0,2407.745117,1376.399536,149,35,1079,75,35,1380.404297,0,48,16,32,45,8,0
incremental,in_distribution,73,0.0,2597.475586,1587.870605,146,22,671,59,22,1582.840332,0,32,32,32,42,8,0
incremental,in_distribution,74,0.0,2447.125977,1468.609253,131,24,724,60,24,1423.587402,0,32,16,32,43,8,0
incremental,in_distribution,75,0.0,2863.420654,1369.007324,191,20,621,53,20,1614.911865,0,80,16,48,39,8,0
incremental,in_distribution,76,0.0,2741.459961,1465.46106,120,31,921,65,31,1436.202759,0,32,32,16,32,8,0
incremental,in_distribution,77,0.2,2666.586914,1689.107422,119,30,917,74,30,1569.762207,0,16,32,31,32,8,0
incremental,in_distribution,78,0.0,2161.647705,1549.432495,88,24,752,77,24,1406.009399,0,16,16,32,16,8,0
incremental,in_distribution,79,0.0,2222.021973,1595.896606,114,33,1008,80,33,1501.283081,0,16,32,16,42,8,0
incremental,in_distribution,80,0.0,2732.259277,1583.867432,147,25,760,67,25,1599.662354,0,16,48,59,16,8,0
incremental,in_distribution,81,0.0,2890.184082,1773.930176,120,31,946,77,31,1656.17627,0,16,48,32,16,8,0
incremental,in_distribution,82,0.0,2065.145996,1488.247681,119,26,786,63,26,1321.330322,0,16,32,16,47,8,0
incremental,in_distribution,83,0.0,2583.455566,1495.391602,115,30,898,69,30,1457.125854,0,32,16,32,27,8,0
incremental,in_distribution,84,0.0,2769.698242,1557.94165,111,26,803,59,26,1526.786987,0,32,32,16,23,8,0
incremental,in_distribution,85,0.0,2594.093506,1660.398071,152,25,762,88,25,1551.965454,0,16,16,80,32,8,0
incremental,in_distribution,86,0.0,2782.153076,1398.345703,152,22,672,48,22,1572.999634,0,64,32,16,32,8,0
incremental,in_distribution,87,0.0,1952.9729,1260.255371,149,22,684,63,22,1337.651611,0,32,64,16,29,8,0
incremental,in_distribution,88,0.1,2659.90918,1717.634277,95,40,1210,71,40,1467.688843,0,16,32,16,23,8,0
incremental,in_distribution,89,0.0,2849.563232,1693.800293,133,27,840,73,27,1533.539673,0,32,16,32,45,8,0
incremental,in_distribution,90,0.3,2549.692139,1712.79248,128,26,777,67,26,1713.345215,0,32,48,16,24,8,0
incremental,in_distribution,91,0.0,1924.07251,1295.725464,120,29,882,59,29,1291.394043,0,16,16,48,32,8,0
incremental,in_distribution,92,0.1,2503.295166,1674.328125,120,25,747,76,25,1483.326172,0,16,16,64,16,8,0
incremental,in_distribution,93,0.0,2732.980469,1756.223267,131,31,930,68,31,1706.69458,0,32,16,32,43,8,0
incremental,in_distribution,94,0.1,2499.002686,1564.714355,160,28,855,68,28,1553.133789,0,16,64,32,40,8,0
incremental,in_distribution,95,0.0,2772.242676,1849.080078,88,27,825,63,27,1679.690918,0,16,16,32,16,8,0
incremental,in_distribution,96,0.0,2469.201904,1473.82312,103,25,774,71,25,1497.417236,0,32,16,16,31,8,0
incremental,in_distribution,97,0.0,2738.550293,1459.128418,117,33,972,75,33,1503.460449,0,32,16,16,45,8,0
incremental,in_distribution,98,0.0,2306.088135,1585.155762,142,26,782,66,26,1519.375366,0,16,32,63,23,8,0
incremental,in_distribution,99,0.0,2408.142334,1542.111084,167,21,628,62,21,1539.757568,0,16,64,32,47,8,0
incremental,in_distribution,100,0.0,2348.330078,1523.993286,72,26,789,67,26,1567.885254,0,16,16,16,16,8,0
incremental,in_distribution,101,0.0,2701.075439,1359.353271,136,24,730,55,24,1448.141235,0,32,48,16,32,8,0
incremental,in_distribution,102,0.2,2622.875244,1381.018066,135,25,777,62,25,1431.4198,0,16,16,48,47,8,0
incremental,in_distribution,103,0.0,2249.740479,1606.914307,130,24,748,74,24,1430.322754,0,32,16,16,58,8,0
incremental,in_distribution,104,0.1,2149.610107,1260.46814,136,32,993,72,32,1459.9375,0,16,64,16,32,8,0
incremental,in_distribution,105,0.1,2406.631348,1362.648438,104,26,793,59,26,1353.016968,0,16,16,32,32,8,0
incremental,in_distribution,106,0.1,2428.3479,1284.821411,168,24,730,60,24,1308.367065,0,48,32,32,48,8,0
incremental,in_distribution,107,0.0,2707.95459,1613.943237,140,22,639,60,22,1592.461914,0,48,16,16,52,8,0
incremental,in_distribution,108,0.0,2409.064941,1726.091431,130,27,828,73,27,1601.577271,0,32,32,16,42,8,0
incremental,in_distribution,109,0.0,2513.124756,1656.798828,101,31,961,72,31,1575.290894,0,16,16,30,31,8,0
incremental,in_distribution,110,0.0,2685.743164,1592.955566,151,35,1026,68,35,1707.882568,0,48,32,16,47,8,0
incremental,in_distribution,111,0.1,2362.973877,1353.916138,132,22,671,72,22,1326.208008,0,16,32,46,30,8,0
incremental,in_distribution,112,0.0,2818.08252,1445.087524,127,24,731,70,24,1471.045288,0,32,30,25,32,8,0
incremental,in_distribution,113,0.0,2644.320068,1620.064087,119,33,1005,73,33,1667.059692,0,32,16,16,47,8,0
incremental,in_distribution,114,0.0,2818.55542,1557.423584,151,24,732,60,24,1581.773315,0,32,64,16,31,8,0
incremental,in_distribution,115,0.2,2211.083252,1141.181152,103,38,1154,69,38,1313.24292,0,32,16,16,31,8,0
incremental,in_distribution,116,0.1,2492.311523,1524.290771,120,42,1275,77,42,1507.555908,0,16,48,32,16,8,0
incremental,in_distribution,117,0.1,1832.890747,1586.732056,114,40,1201,58,40,1541.65918,0,60,16,22,12,4,0
incremental,in_distribution,118,0.1,2379.661621,1681.559814,136,34,1036,77,34,1519.756348,0,16,32,48,32,8,0
incremental,in_distribution,119,0.0,2508.390381,1409.30249,168,28,866,62,28,1487.956177,0,32,64,16,48,8,0
incremental,in_distribution,120,0.0,2528.949463,1430.038574,88,23,683,68,23,1358.458984,0,16,16,32,16,8,0
incremental,in_distribution,121,0.0,2339.563721,1338.172485,131,20,604,64,20,1410.72644,0,16,48,16,43,8,0
incremental,in_distribution,122,0.0,2565.105957,1264.216064,82,30,934,62,30,1402.395142,0,16,16,16,26,8,0
incremental,in_distribution,123,0.0,2567.15625,1490.272461,104,37,1106,66,37,1387.723999,0,48,16,16,16,8,0
incremental,in_distribution,124,0.0,2497.738525,1699.083862,85,33,1008,85,33,1580.627686,0,16,16,16,29,8,0
incremental,in_distribution,125,0.0,1998.247803,1627.16626,88,27,811,75,27,1582.045654,0,16,16,32,16,8,0
incremental,in_distribution,126,0.0,2492.566895,1528.315063,143,20,608,59,20,1565.373535,0,64,16,31,24,8,0
incremental,in_distribution,127,0.0,2101.503906,1675.34436,108,29,888,76,29,1620.641357,0,16,32,16,40,4,0
incremental,in_distribution,128,0.0,2350.825928,1451.897705,148,36,1076,71,36,1446.572144,0,48,32,16,44,8,0
incremental,in_distribution,129,0.1,2224.166748,1251.421875,157,24,722,56,24,1310.562134,0,80,16,46,7,8,0
incremental,in_distribution,130,0.0,2541.652344,1627.722412,133,40,1173,80,40,1530.304688,0,16,48,16,45,8,0
incremental,in_distribution,131,0.0,2930.220947,1670.345703,136,32,989,75,32,1531.9552,0,16,16,64,32,8,0
incremental,in_distribution,132,0.0,2227.296875,1387.768066,99,31,926,56,31,1387.768066,0,16,16,32,27,8,0
incremental,in_distribution,133,0.1,2165.09668,1214.970947,104,28,858,63,28,1429.450562,0,32,32,16,16,8,0
incremental,in_distribution,134,0.1,2719.428711,1593.505859,104,28,851,67,28,1541.215088,0,32,16,16,32,8,0
incremental,in_distribution,135,0.0,2181.289795,1608.071533,114,28,853,87,28,1558.9021,0,16,32,32,26,8,0
incremental,in_distribution,136,0.1,2645.109375,1549.544434,117,27,841,81,27,1368.054688,0,32,16,32,29,8,0
incremental,in_distribution,137,0.0,2449.259033,1631.141846,88,22,646,75,22,1629.58252,0,16,16,32,16,8,0
incremental,in_distribution,138,0.0,2117.085938,1291.196289,119,26,782,74,26,1326.973511,0,16,48,16,31,8,0
incremental,in_distribution,139,0.0,2148.564697,1465.508179,115,28,849,69,28,1369.50061,0,16,32,16,43,8,0
incremental,in_distribution,140,0.0,2432.691406,1605.025146,117,26,786,72,26,1580.552124,0,16,32,32,29,8,0
incremental,in_distribution,141,0.0,2072.594971,1411.573242,157,37,1151,74,37,1324.893433,0,16,32,64,37,8,0
incremental,in_distribution,142,0.0,2283.209961,1565.699341,104,41,1249,75,41,1554.368652,0,32,32,16,16,8,0
incremental,in_distribution,143,0.0,2843.334717,1556.074463,101,20,612,62,20,1588.891357,0,32,16,16,29,8,0
incremental,in_distribution,144,0.0,2860.789062,1433.714966,136,39,1181,65,39,1569.286499,0,16,32,64,16,8,0
incremental,in_distribution,145,0.0,2357.694336,1553.959473,123,24,722,64,24,1493.34021,0,48,16,31,20,8,0
incremental,in_distribution,146,0.0,2623.35791,1831.462646,88,27,803,86,27,1725.911255,0,32,16,16,16,8,0
incremental,in_distribution,147,0.0,2385.917969,1526.702026,123,24,723,79,24,1500.031128,0,16,61,15,23,8,0
incremental,in_distribution,148,0.0,2680.669189,1625.929199,104,25,762,61,25,1562.634766,0,32,16,16,32,8,0
incremental,in_distribution,149,0.0,2974.669922,1761.546021,135,26,781,72,26,1701.040527,0,63,16,32,16,8,0
incremental,in_distribution,150,0.0,2573.601807,1610.147217,152,21,640,63,21,1638.530396,0,64,16,48,16,8,0
incremental,in_distribution,151,0.1,2373.355957,1685.386108,135,22,619,78,22,1512.310791,0,48,16,16,47,8,0
incremental,in_distribution,152,0.0,2518.064697,1623.226807,152,29,878,71,29,1614.466064,0,16,80,32,16,8,0
incremental,in_distribution,153,0.0,2304.569824,1321.845703,135,34,1037,61,34,1365.059082,0,32,16,32,47,8,0
incremental,in_distribution,154,0.0,2588.339355,1525.594604,120,27,821,66,27,1474.893066,0,32,32,32,16,8,0
incremental,in_distribution,155,0.0,2717.428223,1502.200562,86,21,623,66,21,1693.61792,0,16,16,30,16,8,0
incremental,in_distribution,156,0.1,2412.135254,1571.672974,154,26,805,67,26,1613.532227,0,63,14,12,57,8,0
incremental,in_distribution,157,0.0,2271.049561,1631.516968,126,33,999,74,33,1547.982056,0,16,16,32,54,8,0
incremental,in_distribution,158,0.0,2468.888672,1633.999512,196,23,719,69,23,1592.575684,0,32,60,41,55,8,0
incremental,in_distribution,159,0.0,1879.543579,1477.592529,126,26,805,76,26,1383.245483,0,16,16,64,26,4,0
incremental,in_distribution,160,0.1,1796.476318,1503.203125,127,27,821,65,27,1538.393799,0,64,16,16,27,4,0
incremental,in_distribution,161,0.0,2928.556396,1722.564697,136,24,733,60,24,1723.520752,0,16,64,16,32,8,0
incremental,in_distribution,162,0.1,2366.280273,1586.174683,147,29,883,79,29,1566.127441,0,16,48,32,43,8,0
incremental,in_distribution,163,0.1,2496.005615,1708.541748,152,23,680,76,23,1619.564575,0,32,64,16,32,8,0
incremental,in_distribution,164,0.0,2211.779297,1624.971802,109,27,805,64,27,1585.266846,0,16,16,16,53,8,0
incremental,in_distribution,165,0.1,2239.599609,1483.589478,146,26,809,72,26,1444.693481,0,16,48,32,42,8,0
incremental,in_distribution,166,0.0,2353.380615,1558.616089,88,24,742,70,24,1510.67627,0,16,16,16,32,8,0
incremental,in_distribution,167,0.0,2234.358154,1377.010254,194,20,622,57,20,1464.924805,0,80,32,32,42,8,0
incremental,in_distribution,168,0.1,2847.967773,1711.851929,164,33,1013,77,33,1560.531128,0,16,48,61,31,8,0
incremental,in_distribution,169,0.0,2568.242432,1601.483887,76,26,799,76,26,1646.635986,0,16,16,16,20,8,0
incremental,in_distribution,170,0.1,1858.850952,1311.036255,146,34,1022,66,34,1298.896362,0,32,32,48,26,8,0
incremental,in_distribution,171,0.0,2284.134277,1635.096313,127,26,785,76,26,1483.958252,0,16,48,32,23,8,0
incremental,in_distribution,172,0.1,2479.773926,1391.551636,88,27,800,77,27,1391.551636,0,16,16,32,16,8,0
incremental,in_distribution,173,0.0,2312.95874,1490.652466,120,27,839,68,27,1533.863281,0,48,16,16,32,8,0
incremental,in_distribution,174,0.1,2159.186523,1350.191406,120,22,679,63,22,1319.508667,0,16,16,48,32,8,0
incremental,in_distribution,175,0.0,1915.257568,1362.696289,101,32,983,78,32,1316.833496,0,16,16,32,29,8,0
incremental,in_distribution,176,0.0,2374.860352,1212.671753,147,22,662,58,22,1346.084961,0,32,32,47,28,8,0
incremental,in_distribution,177,0.1,2711.820557,1580.178467,104,24,727,78,24,1580.324585,0,16,48,16,16,8,0
incremental,in_distribution,178,0.0,2276.656738,1422.221802,104,31,953,85,31,1280.977539,0,32,16,32,16,8,0
incremental,in_distribution,179,0.1,2183.874756,1487.470825,128,25,771,52,25,1484.83313,0,16,48,32,24,8,0
incremental,in_distribution,180,0.0,2587.447754,1754.350342,104,25,770,76,25,1627.755981,0,32,16,32,16,8,0
incremental,in_distribution,181,0.0,2830.081543,1665.477661,144,26,786,50,26,1775.375977,0,32,48,32,24,8,0
incremental,in_distribution,182,0.1,2071.484863,1384.858887,88,42,1264,72,42,1347.79834,0,16,32,16,16,8,0
incremental,in_distribution,183,0.0,2023.163086,1410.402954,104,22,671,65,22,1482.38208,0,32,32,16,16,8,0
incremental,in_distribution,184,0.0,2806.561035,1758.126953,119,24,726,71,24,1688.209961,0,16,32,32,31,8,0
incremental,in_distribution,185,0.0,2267.863037,1533.619873,147,28,858,74,28,1533.619873,0,16,64,32,27,8,0
incremental,in_distribution,186,0.0,2295.817871,1550.826416,104,26,793,72,26,1443.654541,0,16,16,16,48,8,0
incremental,in_distribution,187,0.0,2526.429932,1363.908081,120,25,749,67,25,1431.562866,0,32,32,16,32,8,0
incremental,in_distribution,188,0.0,2486.369141,1613.630981,125,23,670,66,23,1526.448242,0,48,16,16,37,8,0
incremental,in_distribution,189,0.0,2602.154053,1384.603394,152,24,744,69,24,1489.578003,0,16,16,64,48,8,0
incremental,in_distribution,190,0.0,2337.1875,1768.027466,78,40,1191,90,40,1584.308228,0,16,16,15,23,8,0
incremental,in_distribution,191,0.0,1967.718506,1714.199829,88,24,740,69,24,1542.545288,0,16,16,32,16,8,0
incremental,in_distribution,192,0.1,2313.452393,1534.300293,130,27,778,64,27,1534.250488,0,32,16,32,42,8,0
incremental,in_distribution,193,0.0,2633.563965,1835.152466,88,23,706,76,23,1686.138428,0,16,32,16,16,8,0
incremental,in_distribution,194,0.0,2495.610107,1923.468628,124,26,764,57,26,1894.093384,0,29,32,29,26,8,0
incremental,in_distribution,195,0.1,2073.766113,1251.929443,115,27,807,84,27,1236.694824,0,16,48,16,27,8,0
incremental,in_distribution,196,0.1,2537.681152,1471.443481,136,36,1117,82,36,1471.443481,0,32,32,48,16,8,0
incremental,in_distribution,197,0.0,3175.134766,1612.136719,110,25,750,65,25,1678.588379,0,24,25,16,37,8,0
incremental,in_distribution,198,0.1,2186.480469,1363.029907,149,35,1075,68,35,1377.343018,0,32,64,14,31,8,0
incremental,in_distribution,199,0.0,2268.925293,1335.433838,104,24,735,63,24,1403.18042,0,32,16,16,32,8,0
incremental,in_distribution,200,0.0,2094.589355,1320.842529,145,31,932,73,31,1316.508789,0,48,29,12,48,8,0
incremental,in_distribution,201,0.0,2310.825684,1511.216431,120,30,936,75,30,1533.826904,0,32,16,48,16,8,0
incremental,in_distribution,202,0.0,2092.013428,1308.36731,189,25,764,62,25,1364.914551,0,16,80,78,7,8,0
incremental,in_distribution,203,0.1,2348.083984,1256.957764,151,28,864,54,28,1505.451904,0,32,48,32,31,8,0
incremental,in_distribution,204,0.0,2418.941162,1448.561646,157,22,687,64,22,1498.590576,0,16,48,78,7,8,0
incremental,in_distribution,205,0.1,2442.161621,1537.858398,152,26,791,79,26,1484.98584,0,48,48,32,16,8,0
incremental,in_distribution,206,0.0,2493.915527,1394.227173,165,20,617,56,20,1506.035522,0,32,32,48,45,8,0
incremental,in_distribution,207,0.0,2110.992188,1456.403198,120,24,710,48,24,1652.487427,0,32,32,32,16,8,0
incremental,in_distribution,208,0.1,2240.767334,1371.643311,136,22,688,62,22,1411.00354,0,48,32,16,32,8,0
incremental,in_distribution,209,0.1,2146.816162,1324.123779,167,37,1083,84,37,1316.763184,0,32,32,64,31,8,0
incremental,in_distribution,210,0.0,2678.800537,1724.476929,120,25,754,77,25,1682.592407,0,32,32,16,32,8,0
incremental,in_distribution,211,0.0,2977.550537,1870.756836,136,30,894,79,30,1825.906616,0,16,48,48,16,8,0
incremental,in_distribution,212,0.0,2617.881836,1722.474854,128,27,835,73,27,1704.117188,0,16,48,16,40,8,0
incremental,in_distribution,213,0.0,2869.823486,1637.138672,120,26,802,71,26,1580.741211,0,32,32,32,16,8,0
incremental,in_distribution,214,0.0,2589.43335,1395.018555,117,24,746,70,24,1454.859497,0,48,16,16,29,8,0
incremental,in_distribution,215,0.1,1933.164917,1218.859985,120,28,858,66,28,1189.351807,0,48,16,32,16,8,0
incremental,in_distribution,216,0.0,2082.312012,1474.82251,149,21,629,72,21,1478.968994,0,16,32,48,45,8,0
incremental,in_distribution,217,0.0,2313.382568,1356.617554,152,33,1021,60,33,1348.494263,0,48,48,32,16,8,0
incremental,in_distribution,218,0.0,2117.219482,1412.419678,120,23,715,72,23,1390.484009,0,16,32,48,16,8,0
incremental,in_distribution,219,0.2,2575.113281,1535.840088,136,20,615,62,20,1551.291748,0,48,32,32,16,8,0
incremental,in_distribution,220,0.0,1896.694336,1532.590576,149,27,807,79,27,1405.555176,0,32,16,64,29,8,0
incremental,in_distribution,221,0.0,3079.517822,1635.016113,111,22,678,65,22,1663.413208,0,16,16,32,39,8,0
incremental,in_distribution,222,0.0,2606.057617,1665.518066,101,23,697,57,23,1614.170288,0,32,16,16,29,8,0
incremental,in_distribution,223,0.0,2134.422119,1297.023071,127,27,832,69,27,1437.311157,0,48,16,16,39,8,0
incremental,in_distribution,224,0.0,2283.355957,1255.263306,133,26,767,48,26,1356.397217,0,16,32,32,45,8,0
incremental,in_distribution,225,0.0,2338.728271,1545.339355,133,32,982,85,32,1429.291016,0,32,16,32,45,8,0
incremental,in_distribution,226,0.1,1993.644775,1321.11438,165,23,705,73,23,1194.448975,0,32,48,32,45,8,0
incremental,in_distribution,227,0.2,2257.870605,1524.779419,179,22,668,59,22,1606.743042,0,64,64,16,27,8,0
incremental,in_distribution,228,0.1,2562.311035,1565.794678,147,31,895,85,31,1483.323486,0,48,32,16,43,8,0
incremental,in_distribution,229,0.0,2273.699707,1621.298096,85,26,805,66,26,1509.089478,0,16,16,16,29,8,0
incremental,in_distribution,230,0.0,2787.841553,1403.076782,136,24,700,52,24,1531.913452,0,32,48,16,32,8,0
incremental,in_distribution,231,0.0,2632.577881,1849.116699,135,23,721,64,23,1751.187622,0,16,32,32,47,8,0
incremental,in_distribution,232,0.1,2353.356445,1408.767456,136,25,781,64,25,1400.592773,0,32,48,16,32,8,0
incremental,in_distribution,233,0.1,2442.689697,1602.882935,195,33,1024,79,33,1474.401978,0,48,16,96,27,8,0
incremental,in_distribution,234,0.0,2145.196289,1318.619873,88,23,706,75,23,1291.769531,0,16,32,16,16,8,0
incremental,in_distribution,235,0.2,2031.958374,1434.63623,152,31,968,77,31,1307.697144,0,32,16,64,32,8,0
