index_condition,query_condition,query_id,recall,entry_point_dist,base_layer_entry_dist,upper_layer_dist_computations,base_visited,base_dist_computations,candidates_remaining_at_termination,lb_trace_len,lb_trace_final,layer0_visits,layer1_visits,layer2_visits,layer3_visits,layer4_visits,layer5_visits,layer6_visits
incremental,in_distribution,26,0.2,564.58783,15.870328,164,208,5717,610,208,15.801109,0,32,48,14,60,10,0
incremental,in_distribution,27,0.6,18.923288,16.57021,89,202,5605,628,202,16.678787,0,48,16,16,4,5,0
incremental,in_distribution,28,0.3,562.602295,15.112589,197,205,5731,680,205,15.146783,0,48,16,69,54,10,0
incremental,in_distribution,29,0.2,625.758606,13.255137,140,207,5809,624,207,14.585732,0,32,32,13,53,10,0
incremental,in_distribution,30,0.4,632.736206,16.263123,150,214,5852,594,214,15.454595,0,32,48,16,44,10,0
incremental,in_distribution,31,0.5,589.381287,15.93715,118,201,5599,590,201,14.134935,0,16,16,32,44,10,0
incremental,in_distribution,32,0.4,667.694885,15.893057,101,201,5547,567,201,16.244749,0,16,16,31,28,10,0
incremental,in_distribution,33,0.1,622.581055,14.472165,157,200,5558,613,200,14.502687,0,32,16,45,54,10,0
incremental,in_distribution,34,0.2,525.663147,17.826765,174,201,5511,577,201,18.001894,0,32,32,46,54,10,0
incremental,in_distribution,35,0.1,523.622559,14.819896,173,202,5678,640,202,16.623095,0,32,58,55,18,10,0
incremental,in_distribution,36,0.2,675.951477,13.329958,131,201,5596,604,201,14.833256,0,16,32,28,45,10,0
incremental,in_distribution,37,0.4,671.651733,17.070934,160,203,5528,573,203,17.135035,0,16,48,56,30,10,0
incremental,in_distribution,38,0.6,24.075279,14.626134,132,201,5446,608,201,15.700485,0,64,16,27,20,5,0
incremental,in_distribution,39,0.4,639.849182,13.191736,132,208,5739,591,208,14.137922,0,32,32,30,28,10,0
incremental,in_distribution,40,0.4,691.510559,16.136681,113,204,5566,648,204,15.366947,0,32,16,44,11,10,0
incremental,in_distribution,41,0.2,549.516541,15.962053,135,201,5486,611,201,16.283234,0,16,16,30,63,10,0
incremental,in_distribution,42,0.3,518.127686,15.43904,124,205,5513,602,205,16.119625,0,32,48,28,6,10,0
incremental,in_distribution,43,0.0,765.716675,328.095764,88,218,5098,577,218,336.898041,0,29,15,24,10,10,0
incremental,in_distribution,44,0.0,746.375854,315.942902,88,212,4913,580,212,325.226074,0,29,15,24,10,10,0
incremental,in_distribution,45,0.4,563.702332,17.24873,126,204,5565,620,204,16.939632,0,16,32,25,43,10,0
incremental,in_distribution,46,0.4,526.861511,16.495951,114,203,5583,643,203,16.372171,0,27,16,30,31,10,0
incremental,in_distribution,47,0.5,580.50061,14.983927,104,218,5876,537,218,15.421043,0,16,16,47,15,10,0
incremental,in_distribution,48,0.5,686.732422,16.873545,120,204,5652,600,204,15.806151,0,16,32,48,14,10,0
incremental,in_distribution,49,0.4,533.767639,16.787262,119,217,5918,599,217,18.085379,0,16,63,24,6,10,0
incremental,in_distribution,50,0.4,569.266174,18.384314,172,205,5605,649,205,18.193892,0,16,48,44,54,10,0
incremental,in_distribution,51,0.6,551.039001,18.434294,76,211,5794,580,211,17.299147,0,16,16,28,6,10,0
incremental,in_distribution,52,0.2,605.737976,16.425381,148,203,5587,591,203,15.265013,0,16,48,30,44,10,0
incremental,in_distribution,53,0.3,533.062744,14.076916,151,203,5613,626,203,15.697603,0,32,16,30,63,10,0
incremental,in_distribution,54,0.2,742.007324,16.312263,79,219,5962,594,219,16.926825,0,32,16,16,5,10,0
incremental,in_distribution,55,0.2,622.633301,17.368351,154,209,5889,608,209,16.768198,0,43,15,42,44,10,0
incremental,in_distribution,56,0.6,565.304749,14.270786,151,226,6277,629,226,15.977923,0,64,16,10,51,10,0
incremental,in_distribution,57,0.3,602.094177,16.461876,119,205,5625,646,205,16.601393,0,16,47,16,30,10,0
incremental,in_distribution,58,0.1,716.169006,18.597023,65,202,5286,589,202,16.011312,0,13,13,13,16,10,0
incremental,in_distribution,59,0.6,625.263184,15.487012,135,210,5726,600,210,16.573999,0,16,48,13,48,10,0
incremental,in_distribution,60,0.1,759.785278,16.603447,145,219,6102,586,219,16.38047,0,16,64,19,36,10,0
incremental,in_distribution,61,0.2,21.667683,17.847492,100,210,5725,581,210,17.678761,0,32,32,16,15,5,0
incremental,in_distribution,62,0.4,528.943787,18.112114,82,205,5744,621,205,16.141087,0,16,29,5,22,10,0
incremental,in_distribution,63,0.7,519.110352,13.445657,123,201,5549,586,201,15.226247,0,32,32,15,34,10,0
incremental,in_distribution,64,0.5,21.287222,16.504028,105,200,5343,599,200,17.615417,0,32,32,32,4,5,0
incremental,in_distribution,65,0.6,717.954346,15.686039,126,202,5477,622,202,15.448403,0,16,64,31,5,10,0
incremental,in_distribution,66,0.7,569.757324,12.452722,183,205,5624,627,205,14.583742,0,32,32,46,63,10,0
incremental,in_distribution,67,0.3,580.275696,14.290538,97,211,5527,550,211,15.503505,0,28,14,37,8,10,0
incremental,in_distribution,68,0.5,543.866272,14.671192,167,203,5593,611,203,14.857219,0,48,32,14,63,10,0
incremental,in_distribution,69,0.4,661.87738,15.733624,140,204,5715,610,204,15.651417,0,16,32,43,39,10,0
incremental,in_distribution,70,0.5,605.703003,14.028254,106,200,5420,594,200,14.666613,0,16,48,27,5,10,0
incremental,in_distribution,71,0.2,580.600525,17.764408,122,223,6023,668,223,17.391836,0,16,16,59,21,10,0
incremental,in_distribution,72,0.3,539.051453,15.966108,104,208,5731,603,208,16.821957,0,16,32,40,6,10,0
incremental,in_distribution,73,0.0,764.505249,309.498383,108,213,4993,612,213,308.147949,0,16,32,40,10,10,0
incremental,in_distribution,74,0.5,662.83313,17.019674,170,208,5659,594,208,16.643341,0,32,48,31,49,10,0
incremental,in_distribution,75,0.5,661.654114,15.744763,108,209,5824,583,209,15.35971,0,16,16,32,34,10,0
incremental,in_distribution,76,0.4,663.922241,15.296388,129,203,5630,635,203,14.62764,0,32,16,41,30,10,0
incremental,in_distribution,77,0.6,723.201965,16.669573,143,202,5536,597,202,15.87402,0,32,16,48,37,10,0
incremental,in_distribution,78,0.2,628.560852,14.616757,166,202,5652,612,202,14.971736,0,16,48,46,46,10,0
incremental,in_distribution,79,0.5,21.043303,13.482734,128,210,5843,533,210,14.238411,0,48,32,32,11,5,0
incremental,in_distribution,80,0.5,544.893799,14.224259,174,202,5602,561,202,13.988414,0,48,32,41,43,10,0
incremental,in_distribution,81,0.0,749.513184,296.810181,88,217,5144,592,217,303.553528,0,29,15,24,10,10,0
incremental,in_distribution,82,0.3,701.835571,15.989671,182,202,5586,629,202,16.704449,0,32,61,53,26,10,0
incremental,in_distribution,83,0.1,590.586731,16.504673,90,200,5361,605,200,18.117006,0,16,32,11,21,10,0
incremental,in_distribution,84,0.2,727.54425,15.50004,98,204,5521,593,204,16.85692,0,42,25,8,13,10,0
incremental,in_distribution,85,0.0,609.625244,14.301628,129,202,5199,643,202,15.730145,0,32,16,31,40,10,0
incremental,in_distribution,86,0.3,664.500732,14.953867,128,204,5596,631,204,15.317302,0,16,16,56,30,10,0
incremental,in_distribution,87,0.3,705.729431,15.133937,85,203,5514,589,203,15.654348,0,16,32,16,11,10,0
incremental,in_distribution,88,0.6,530.665466,16.596071,91,208,5734,642,208,15.52409,0,32,16,15,18,10,0
incremental,in_distribution,89,0.5,23.61178,14.589956,117,202,5540,619,202,15.261955,0,16,64,16,16,5,0
incremental,in_distribution,90,0.3,24.145508,20.167702,78,214,5858,724,214,18.165565,0,16,9,28,20,5,0
incremental,in_distribution,91,0.4,682.061279,16.591358,118,203,5379,556,203,17.546263,0,16,48,23,21,10,0
incremental,in_distribution,92,0.3,19.044315,14.018659,100,210,5789,590,210,14.914573,0,16,32,32,15,5,0
incremental,in_distribution,93,0.2,26.555204,15.961135,84,221,5900,571,221,17.736017,0,16,16,32,15,5,0
incremental,in_distribution,94,0.4,663.067993,16.448408,101,215,6047,684,215,16.277035,0,16,16,31,28,10,0
incremental,in_distribution,95,0.7,19.673225,12.485244,114,207,5734,534,207,15.144589,0,32,32,13,32,5,0
incremental,in_distribution,96,0.8,600.614746,14.120627,111,200,5511,547,200,14.196358,0,16,16,61,8,10,0
incremental,in_distribution,97,0.4,715.762329,15.647457,97,217,5846,645,217,16.653711,0,9,27,24,27,10,0
incremental,in_distribution,98,0.2,719.851929,16.7876,122,205,5317,576,205,17.370525,0,16,16,62,18,10,0
incremental,in_distribution,99,0.5,28.376011,18.137478,114,204,5640,595,204,18.357325,0,32,32,27,18,5,0
incremental,in_distribution,100,0.2,18.933254,14.739567,84,204,5670,598,204,14.753383,0,16,32,16,15,5,0
incremental,in_distribution,101,0.4,601.733154,15.266013,117,202,5488,620,202,15.340148,0,16,16,60,15,10,0
incremental,in_distribution,102,0.4,643.11438,17.066061,85,203,5637,633,203,16.88645,0,16,28,8,23,10,0
incremental,in_distribution,103,0.2,525.358337,16.716314,157,201,5475,633,201,17.096025,0,16,29,96,6,10,0
incremental,in_distribution,104,0.6,698.98114,18.654617,92,214,5804,614,214,19.226154,0,16,32,29,5,10,0
incremental,in_distribution,105,0.5,559.382446,14.128433,146,207,5766,594,207,15.821159,0,16,32,28,60,10,0
incremental,in_distribution,106,0.3,655.299438,16.586189,137,204,5652,618,204,15.69663,0,32,42,22,31,10,0
incremental,in_distribution,107,0.5,676.040649,12.974936,149,207,5740,599,207,14.982417,0,32,32,47,28,10,0
incremental,in_distribution,108,0.4,20.665442,13.387655,121,201,5553,611,201,13.719924,0,48,16,32,20,5,0
incremental,in_distribution,109,0.1,695.96582,16.377174,123,207,5748,588,207,16.904936,0,32,16,47,18,10,0
incremental,in_distribution,110,0.5,17.532394,13.535018,116,202,5668,597,202,13.83929,0,32,32,32,15,5,0
incremental,in_distribution,111,0.4,591.577332,13.87871,113,200,5471,548,200,16.12397,0,32,16,31,24,10,0
incremental,in_distribution,112,0.1,612.949036,15.893612,172,203,5611,597,203,18.01421,0,48,48,14,52,10,0
incremental,in_distribution,113,0.3,700.610107,13.454503,72,209,5791,569,209,13.819344,0,16,16,16,14,10,0
incremental,in_distribution,114,0.4,611.448914,17.809685,124,203,5144,573,203,16.96394,0,15,32,32,35,10,0
incremental,in_distribution,115,0.4,677.53772,17.475124,130,223,6180,621,223,16.783224,0,48,16,15,41,10,0
incremental,in_distribution,116,0.3,590.506042,14.575752,100,206,5689,667,206,14.130708,0,16,32,16,26,10,0
incremental,in_distribution,117,0.1,610.841614,16.255083,95,200,5591,582,200,16.257229,0,16,16,45,8,10,0
incremental,in_distribution,118,0.5,637.583191,14.243235,162,200,5585,601,200,14.515435,0,32,48,28,44,10,0
incremental,in_distribution,119,0.5,564.863647,19.978754,144,202,5539,613,202,17.984692,0,32,16,30,56,10,0
incremental,in_distribution,120,0.4,623.395325,16.427717,164,207,5792,663,207,16.588661,0,16,31,55,52,10,0
incremental,in_distribution,121,0.8,672.267517,17.055992,91,203,5527,610,203,15.163645,0,16,16,14,35,10,0
incremental,in_distribution,122,0.4,727.457581,17.264967,131,227,6229,625,227,16.948286,0,16,48,21,36,10,0
incremental,in_distribution,123,0.2,712.08429,18.393118,104,217,5907,626,217,17.257454,0,16,48,11,19,10,0
incremental,in_distribution,124,0.3,703.88678,16.725002,169,222,6056,593,222,16.75827,0,32,63,28,36,10,0
incremental,in_distribution,125,0.2,621.335022,17.056068,161,221,6021,612,221,16.192371,0,64,16,30,41,10,0
incremental,in_distribution,126,0.3,20.895481,14.382931,154,201,5566,634,201,14.475088,0,48,44,26,31,5,0
incremental,in_distribution,127,0.0,745.692871,291.890472,129,204,4924,620,204,298.95816,0,16,48,45,10,10,0
incremental,in_distribution,128,0.1,24.092854,16.023584,122,208,5728,598,208,16.948664,0,48,32,30,7,5,0
incremental,in_distribution,129,0.2,22.363367,16.804859,100,207,5669,611,207,16.694321,0,32,16,25,22,5,0
incremental,in_distribution,130,0.6,632.957214,12.634386,164,203,5543,583,203,13.509568,0,32,64,15,43,10,0
incremental,in_distribution,131,0.6,23.186647,16.868818,112,211,5827,650,211,16.661163,0,16,32,48,11,5,0
incremental,in_distribution,132,0.2,700.830139,15.432292,124,201,5606,584,201,15.424077,0,16,48,45,5,10,0
incremental,in_distribution,133,0.1,751.040161,14.184448,142,201,5618,594,201,14.480868,0,16,48,28,40,10,0
incremental,in_distribution,134,0.0,710.903076,310.97757,80,239,5540,653,239,304.920563,0,16,15,29,10,10,0
incremental,in_distribution,135,0.6,25.54542,14.767564,139,200,5548,554,200,16.50585,0,64,32,27,11,5,0
incremental,in_distribution,136,0.2,704.32019,17.103558,101,203,5592,616,203,15.870627,0,16,16,48,11,10,0
incremental,in_distribution,137,0.0,568.194092,15.962974,111,200,5376,605,200,16.108019,0,32,16,31,22,10,0
incremental,in_distribution,138,0.2,595.200989,16.089422,91,205,5458,650,205,15.492794,0,16,32,13,20,10,0
incremental,in_distribution,139,0.4,692.891907,13.292788,100,201,5557,588,201,13.806186,0,32,31,16,11,10,0
incremental,in_distribution,140,0.3,528.338623,16.870155,124,214,5794,615,214,17.731621,0,48,16,16,34,10,0
incremental,in_distribution,141,0.3,657.656128,13.91083,129,204,5663,595,204,14.810807,0,32,16,31,40,10,0
incremental,in_distribution,142,0.4,591.263306,14.802143,131,202,5202,559,202,16.031185,0,32,32,27,30,10,0
incremental,in_distribution,143,0.2,611.353516,15.053832,118,203,5570,619,203,14.539034,0,32,16,16,44,10,0
incremental,in_distribution,144,0.5,20.872448,14.04647,81,204,5594,588,204,15.701169,0,16,16,29,15,5,0
incremental,in_distribution,145,0.3,749.010132,16.473017,79,201,5546,584,201,16.288771,0,16,16,32,5,10,0
incremental,in_distribution,146,0.3,637.921509,13.986027,150,206,5633,622,206,16.31221,0,16,64,16,44,10,0
incremental,in_distribution,147,0.3,529.562378,15.514553,99,202,5630,597,202,15.111969,0,15,16,52,6,10,0
incremental,in_distribution,148,0.3,512.023315,16.867081,107,204,5559,621,204,17.461954,0,16,32,31,18,10,0
incremental,in_distribution,149,0.4,599.293457,17.222748,136,217,6067,622,217,17.950928,0,16,16,45,49,10,0
incremental,in_distribution,150,0.1,523.640625,14.116235,138,207,5746,587,207,16.028725,0,48,32,42,6,10,0
incremental,in_distribution,151,0.2,21.603308,13.843916,129,205,5680,643,205,15.590711,0,64,16,29,15,5,0
incremental,in_distribution,152,0.7,606.550903,14.58083,150,203,5641,619,203,14.912888,0,32,32,32,44,10,0
incremental,in_distribution,153,0.4,532.103088,17.403139,123,212,5849,619,212,17.403139,0,32,16,59,6,10,0
incremental,in_distribution,154,0.5,662.821045,16.202627,160,204,5512,630,204,16.123404,0,15,80,16,39,10,0
incremental,in_distribution,155,0.4,702.876709,13.074743,119,201,5458,554,201,15.849284,0,32,32,16,29,10,0
incremental,in_distribution,156,0.0,758.501404,314.240784,113,213,5104,646,213,321.181885,0,32,16,45,10,10,0
incremental,in_distribution,157,0.5,737.239441,14.991182,117,202,5497,634,202,15.745398,0,16,16,26,49,10,0
incremental,in_distribution,158,0.3,608.788452,16.217539,140,208,5745,627,208,15.247739,0,12,32,32,54,10,0
incremental,in_distribution,159,0.3,509.850708,16.524168,107,202,5564,671,202,16.202417,0,16,31,44,6,10,0
incremental,in_distribution,160,0.4,592.022095,15.272375,200,212,5870,645,212,15.246807,0,64,32,48,46,10,0
incremental,in_distribution,161,0.1,23.4342,17.673067,105,201,5534,602,201,17.93726,0,32,16,48,4,5,0
incremental,in_distribution,162,0.5,22.036003,14.926134,84,210,5824,635,210,14.7922,0,16,32,16,15,5,0
incremental,in_distribution,163,0.3,607.941345,14.20805,151,202,5657,637,202,14.869332,0,16,32,47,46,10,0
incremental,in_distribution,164,0.5,585.343079,15.240829,143,200,5390,543,200,16.088861,0,48,32,31,22,10,0
incremental,in_distribution,165,0.1,611.442566,18.634298,106,201,5147,629,201,18.770206,0,16,48,27,5,10,0
incremental,in_distribution,166,0.4,613.74585,17.271715,125,202,5526,565,202,16.794075,0,16,32,13,54,10,0
incremental,in_distribution,167,0.0,699.095276,15.784726,111,205,5601,629,205,15.29219,0,32,32,24,13,10,0
incremental,in_distribution,168,0.2,25.416245,17.206907,100,212,5813,614,212,16.593443,0,16,16,48,15,5,0
incremental,in_distribution,169,0.5,542.2052,15.11794,76,201,5626,620,201,15.492291,0,16,16,28,6,10,0
incremental,in_distribution,170,0.0,747.770386,307.382019,88,210,4978,550,210,317.224915,0,29,15,24,10,10,0
incremental,in_distribution,171,0.1,705.672119,12.709977,116,202,5569,608,202,13.817352,0,48,16,23,19,10,0
incremental,in_distribution,172,0.5,711.461426,15.310281,136,201,5335,569,201,15.245697,0,32,32,48,14,10,0
incremental,in_distribution,173,0.2,646.479492,17.568752,151,207,5681,629,207,17.915422,0,32,16,39,54,10,0
incremental,in_distribution,174,0.0,760.130249,314.19397,113,256,5948,632,256,314.519958,0,32,16,45,10,10,0
incremental,in_distribution,175,0.5,496.741852,14.801731,115,225,6319,633,225,14.604758,0,16,16,47,26,10,0
incremental,in_distribution,176,0.0,711.756165,292.697479,104,227,5527,567,227,298.71994,0,45,15,24,10,10,0
incremental,in_distribution,177,0.2,580.102356,14.911786,128,208,5403,558,208,17.213558,0,32,47,15,24,10,0
incremental,in_distribution,178,0.3,728.133667,16.177496,108,208,5599,558,208,16.674093,0,32,32,25,9,10,0
incremental,in_distribution,179,0.5,21.276842,15.88166,84,203,5605,558,203,14.513928,0,32,16,16,15,5,0
incremental,in_distribution,180,0.2,717.605591,14.489325,79,203,5494,566,203,15.228548,0,16,32,16,5,10,0
incremental,in_distribution,181,0.4,558.88623,16.950294,146,219,6066,601,219,16.33387,0,48,15,22,51,10,0
incremental,in_distribution,182,0.2,694.788452,15.051005,127,201,5512,605,201,15.778728,0,32,48,32,5,10,0
incremental,in_distribution,183,0.4,542.032166,18.11581,126,204,5713,690,204,16.645258,0,16,16,30,54,10,0
incremental,in_distribution,184,0.4,19.897583,15.716473,118,203,5633,607,203,14.63523,0,16,32,43,22,5,0
incremental,in_distribution,185,0.1,22.337391,16.396595,100,200,5562,619,200,16.629681,0,48,16,16,15,5,0
incremental,in_distribution,186,0.2,538.293457,15.330285,92,200,5481,598,200,16.316547,0,16,32,28,6,10,0
incremental,in_distribution,187,0.3,713.927368,17.982824,185,202,5540,623,202,19.142742,0,16,32,107,20,10,0
incremental,in_distribution,188,0.0,734.600708,298.802704,112,268,6323,655,268,303.05191,0,48,15,29,10,10,0
incremental,in_distribution,189,0.2,724.200806,15.501701,111,207,5773,671,207,14.947096,0,32,48,16,5,10,0
incremental,in_distribution,190,0.4,22.840221,15.066116,132,203,5736,592,203,14.801187,0,16,48,48,15,5,0
incremental,in_distribution,191,0.2,631.01239,13.252166,118,205,5688,632,205,14.084875,0,16,32,16,44,10,0
incremental,in_distribution,192,0.4,520.588928,15.334018,91,211,5801,641,211,15.057745,0,16,16,31,18,10,0
incremental,in_distribution,193,0.6,571.110535,11.693416,159,206,5608,643,206,14.602853,0,48,48,31,22,10,0
incremental,in_distribution,194,0.2,580.875061,16.342821,127,202,5406,582,202,17.015295,0,32,32,31,22,10,0
incremental,in_distribution,195,0.4,22.344849,15.924157,73,201,5554,595,201,14.819204,0,16,16,29,7,5,0
incremental,in_distribution,196,0.0,732.688293,303.151306,88,214,5039,564,214,307.635864,0,29,15,24,10,10,0
incremental,in_distribution,197,0.3,667.861938,16.844307,149,201,5585,641,201,16.332706,0,48,16,47,28,10,0
incremental,in_distribution,198,0.0,762.168945,315.218781,144,222,5233,595,222,320.39093,0,48,31,45,10,10,0
incremental,in_distribution,199,0.4,554.652954,15.255039,146,204,5612,633,204,17.693316,0,32,16,28,60,10,0
incremental,in_distribution,200,0.2,21.602055,13.747246,117,201,5562,618,201,14.024708,0,48,32,16,16,5,0
incremental,in_distribution,201,0.7,20.263489,14.677463,100,200,5570,577,200,15.160122,0,16,48,16,15,5,0
incremental,in_distribution,202,0.1,721.110596,18.726261,114,200,5401,625,200,18.829601,0,16,32,29,27,10,0
incremental,in_distribution,203,0.2,19.050039,15.884766,108,210,5814,616,210,15.772677,0,16,32,40,15,5,0
incremental,in_distribution,204,0.0,708.757446,300.916687,113,218,5057,633,218,298.477844,0,16,32,45,10,10,0
incremental,in_distribution,205,0.5,680.482544,14.294626,143,205,5617,580,205,15.338083,0,64,16,37,16,10,0
incremental,in_distribution,206,0.2,560.694885,17.119984,177,205,5693,633,205,16.825676,0,16,64,27,60,10,0
incremental,in_distribution,207,0.2,713.909058,16.427309,95,201,5491,632,201,16.185778,0,16,16,48,5,10,0
incremental,in_distribution,208,0.5,561.699158,17.235233,131,204,5721,639,204,17.057547,0,16,16,29,60,10,0
incremental,in_distribution,209,0.3,21.911768,16.429031,115,200,5568,598,200,16.510115,0,32,16,31,31,5,0
incremental,in_distribution,210,0.6,545.261169,17.866858,108,203,5497,581,203,17.582617,0,32,16,44,6,10,0
incremental,in_distribution,211,0.0,727.797729,297.947083,88,200,4750,567,200,307.67984,0,29,15,24,10,10,0
incremental,in_distribution,212,0.6,604.769348,15.274944,176,202,5647,616,202,15.17328,0,48,32,37,49,10,0
incremental,in_distribution,213,0.4,734.700623,15.32972,145,200,5553,588,200,16.341583,0,16,16,59,44,10,0
incremental,in_distribution,214,0.0,726.455872,291.368652,113,222,5178,645,222,293.752563,0,32,16,45,10,10,0
incremental,in_distribution,215,0.4,702.100159,16.282965,115,209,5732,640,209,16.357311,0,32,31,13,29,10,0
incremental,in_distribution,216,0.4,22.848852,13.89059,165,206,5652,585,206,15.488155,0,32,64,32,32,5,0
incremental,in_distribution,217,0.2,725.595215,16.762383,133,200,5395,613,200,17.102821,0,32,32,48,11,10,0
incremental,in_distribution,218,0.0,734.787964,279.882599,113,204,4887,623,204,284.585175,0,32,16,45,10,10,0
incremental,in_distribution,219,0.3,722.051941,16.851871,92,202,5511,588,202,17.257002,0,16,32,25,9,10,0
incremental,in_distribution,220,0.3,573.63269,16.697506,113,221,5984,593,221,16.984491,0,16,16,48,23,10,0
incremental,in_distribution,221,0.2,622.454346,16.150257,106,206,5674,585,206,17.320057,0,32,16,43,5,10,0
incremental,in_distribution,222,0.2,614.894592,17.883022,143,201,5465,629,201,17.479652,0,16,16,44,57,10,0
incremental,in_distribution,223,0.6,637.51001,16.101553,140,205,5634,611,205,16.418985,0,16,16,46,52,10,0
incremental,in_distribution,224,0.2,666.993042,14.276868,124,205,5688,578,205,14.490105,0,32,16,32,34,10,0
incremental,in_distribution,225,0.4,511.334991,15.563664,107,201,5568,613,201,16.421867,0,48,16,15,18,10,0
incremental,in_distribution,226,0.0,727.39856,306.837158,113,205,4883,607,205,304.964844,0,16,32,45,10,10,0
incremental,in_distribution,227,0.2,531.770996,15.804029,121,207,5760,640,207,15.99579,0,16,32,16,47,10,0
incremental,in_distribution,228,0.4,607.863464,16.535343,136,202,5667,658,202,16.090637,0,16,16,43,51,10,0
incremental,in_distribution,229,0.2,24.804695,16.303299,100,205,5667,610,205,17.060858,0,16,32,32,15,5,0
incremental,in_distribution,230,0.3,654.357361,16.715702,103,204,5732,637,204,16.36585,0,16,32,14,31,10,0
incremental,in_distribution,231,0.1,518.599854,15.135303,76,203,5719,576,203,14.970964,0,16,16,28,6,10,0
incremental,in_distribution,232,0.3,666.934082,15.739484,113,200,5465,589,200,16.576754,0,16,16,32,39,10,0
incremental,in_distribution,233,0.3,603.926514,13.918045,142,206,5517,567,206,15.036707,0,32,48,28,24,10,0
incremental,in_distribution,234,0.5,519.021118,14.008863,108,200,5566,605,200,15.258464,0,48,16,28,6,10,0
incremental,in_distribution,235,0.4,724.890137,15.292487,171,205,5563,638,205,15.785072,0,58,15,43,45,10,0
incremental,in_distribution,236,0.7,22.121962,15.956834,137,201,5527,627,201,15.598135,0,16,64,32,20,5,0
incremental,in_distribution,237,0.5,739.47229,14.473578,142,203,5610,588,203,15.456682,0,32,16,47,37,10,0
incremental,in_distribution,238,0.3,575.66626,18.298861,152,202,5558,599,202,17.152895,0,16,16,43,67,10,0
incremental,in_distribution,239,0.4,578.497986,16.140186,96,202,5534,623,202,15.278716,0,32,15,15,24,10,0
incremental,in_distribution,240,0.4,636.51355,13.777126,102,200,5437,566,200,14.739834,0,16,16,16,44,10,0
incremental,in_distribution,241,0.3,611.683228,14.645532,150,201,5210,605,201,15.763914,0,48,31,26,35,10,0
incremental,in_distribution,242,0.7,612.665894,15.299431,137,204,5754,580,204,15.365365,0,32,32,13,50,10,0
incremental,in_distribution,243,0.6,598.265137,12.009499,172,200,5551,562,200,14.20544,0,48,32,30,52,10,0
incremental,in_distribution,244,0.3,559.817505,16.330107,157,211,5835,662,211,16.121363,0,16,47,30,54,10,0
